일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,23.223.323.223.223.123.223.223.223.323.223.023.123.223.423.523.723.823.724.123.823.723.723.723.8,24.1,23.4,23.0
02,24.024.124.023.923.923.823.923.823.923.823.724.024.024.224.524.624.524.625.024.824.724.524.224.3,25.0,24.2,23.7
03,24.824.924.824.724.524.624.624.624.624.624.424.524.724.724.824.924.924.924.924.724.724.924.824.6,25.0,24.7,24.4
04,24.824.924.724.424.825.225.325.225.325.124.925.024.724.924.924.724.724.725.125.024.924.924.824.8,25.3,24.9,24.4
05,25.125.024.524.524.624.524.524.525.025.024.924.524.424.524.524.625.024.626.426.626.225.925.624.7,26.6,25.0,24.4
06,24.825.025.124.824.624.524.724.525.025.125.124.824.524.224.624.624.924.624.824.925.025.125.024.8,25.1,24.8,24.2
07,24.724.624.825.125.325.224.925.224.825.024.624.724.424.424.224.825.624.826.025.925.825.925.825.8,26.0,25.1,24.2
08,25.625.425.425.425.225.225.125.225.525.325.325.225.125.225.325.325.225.325.125.124.924.624.825.1,25.6,25.2,24.6
09,25.225.325.425.325.325.225.025.225.025.025.025.325.525.525.425.325.625.326.125.925.625.325.325.6,26.1,25.4,25.0
10,25.625.825.725.725.625.625.625.625.725.725.826.026.026.026.025.825.625.825.725.825.625.325.425.8,26.0,25.7,25.3
11,26.126.226.026.025.925.825.125.825.024.825.225.625.825.925.925.825.425.825.625.425.024.824.824.9,26.2,25.5,24.8
12,25.525.625.525.425.325.224.925.225.125.125.025.125.125.325.525.325.225.325.024.924.924.724.624.4,25.6,25.1,24.4
13,24.424.624.724.724.724.724.624.724.524.824.824.524.424.524.524.424.524.424.124.124.424.424.524.4,24.8,24.5,24.1
14,24.424.424.224.224.524.724.624.724.124.324.424.624.825.225.626.426.726.426.025.624.724.724.524.3,26.7,24.9,24.1
15,24.524.124.124.424.924.924.824.924.223.924.224.424.324.825.325.725.925.725.825.524.724.424.324.2,26.0,24.7,23.9
16,24.224.224.224.224.224.024.024.024.023.823.823.924.124.225.025.325.625.325.725.525.424.824.424.5,25.8,24.5,23.8
17,24.324.424.424.424.424.424.324.424.324.224.123.924.224.324.524.624.724.624.724.624.524.323.923.8,24.7,24.3,23.8
18,23.923.823.723.723.723.623.523.623.523.523.523.523.523.523.523.523.523.523.523.523.523.523.523.5,23.9,23.6,23.5
19,23.623.523.523.523.523.623.623.623.623.824.024.024.023.923.724.024.524.024.724.724.724.724.624.5,24.8,24.0,23.5
20,24.024.324.324.023.924.024.124.024.124.224.424.424.424.224.324.825.524.825.725.525.425.325.325.3,25.7,24.6,23.9
21,25.125.025.124.924.724.624.624.624.724.925.025.125.225.225.225.225.225.225.225.225.225.125.025.0,25.2,25.0,24.6
22,24.924.724.524.524.424.324.324.324.224.224.424.524.524.624.724.624.824.624.925.025.024.925.024.9,25.0,24.6,24.2
23,24.824.624.524.524.524.524.524.524.524.524.524.624.624.724.724.624.524.624.424.424.524.424.524.7,24.8,24.5,24.4
24,24.624.524.324.124.024.124.424.124.424.524.824.724.925.125.425.525.125.525.124.523.523.223.524.1,25.5,24.5,23.2
25,24.724.424.724.324.123.623.623.623.923.924.324.124.425.325.725.325.025.324.624.925.225.225.225.1,25.7,24.6,23.6
26,25.025.025.025.025.025.024.725.024.724.624.825.025.025.125.225.125.025.124.925.225.124.624.224.2,25.2,24.9,24.2
27,24.624.824.924.924.724.424.624.424.424.925.024.924.825.025.125.325.125.324.824.924.924.824.724.3,25.3,24.8,24.1
28,24.624.924.924.924.824.724.824.724.324.524.824.825.025.225.425.425.525.425.624.925.125.325.425.4,25.6,25.0,24.3
29,25.225.525.525.425.425.325.225.324.624.725.025.225.525.826.026.226.326.226.025.325.425.525.725.4,26.3,25.5,24.6
30,25.325.625.825.725.725.525.325.525.125.125.425.525.625.725.825.825.925.825.825.525.125.225.225.2,25.9,25.5,25.1
31,25.125.125.225.525.625.325.225.324.924.724.824.724.624.724.724.824.824.824.924.724.524.624.925.1,25.6,24.9,24.5
TOTAL,24.724.724.724.724.724.624.624.624.524.524.624.624.724.824.925.025.125.025.225.024.924.824.724.7,25.5,24.8,24.2
