일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,6.7,6.7,6.7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.8,6.9,6.9,6.8,6.9,6.8,6.7,6.7,6.7,6.7,6.6,6.9,6.7,6.6
02,6.6,6.5,6.4,6.3,6.2,6.3,6.4,6.3,6.4,6.4,6.4,6.5,6.5,6.6,6.6,6.7,6.8,6.7,6.6,6.5,6.5,6.5,6.5,6.5,6.8,6.5,6.2
03,6.5,6.4,6.4,6.3,6.2,6.1,6.1,6.1,6.2,6.2,6.2,6.2,6.4,6.4,6.5,6.6,6.7,6.6,6.6,6.5,6.5,6.5,6.4,6.4,6.7,6.4,6.1
04,6.4,6.4,6.3,6.2,6.1,5.9,5.9,5.9,6.1,6.1,6.2,6.2,6.3,6.4,6.4,6.5,6.5,6.5,6.4,6.3,6.3,6.3,6.2,6.2,6.5,6.3,5.9
05,6.2,6.2,6.1,6.1,6.0,5.9,5.8,5.9,5.9,5.9,5.9,6.0,6.1,6.1,6.2,6.2,6.2,6.2,6.1,6.0,6.0,5.9,5.9,5.9,6.2,6.0,5.7
06,6.0,6.0,6.0,5.9,5.8,5.7,5.6,5.7,5.6,5.6,5.7,5.8,5.9,5.9,6.0,6.0,6.0,6.0,5.9,5.9,5.8,5.8,5.8,5.8,6.0,5.8,5.6
07,5.8,5.8,5.8,5.7,5.7,5.6,5.6,5.6,5.5,5.5,5.6,5.7,5.7,5.7,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.7,5.5
08,5.7,5.7,5.7,5.7,5.7,5.6,5.6,5.6,5.6,5.6,5.6,5.7,5.8,5.9,6.0,6.0,5.9,6.0,5.9,5.9,5.9,5.8,5.8,5.8,6.0,5.8,5.6
09,5.8,5.8,5.8,5.9,5.9,5.8,5.8,5.8,5.7,5.7,5.7,5.8,5.8,5.9,5.9,5.9,5.9,5.9,6.0,5.9,5.9,5.9,6.2,6.3,6.3,5.9,5.7
10,6.2,6.3,6.2,6.3,6.4,6.4,6.3,6.4,6.4,6.5,6.5,6.6,6.7,6.8,7.0,7.2,7.2,7.2,7.3,7.2,7.2,7.1,7.1,7.0,7.3,6.7,6.2
11,7.0,6.9,6.8,6.8,6.7,6.7,6.7,6.7,6.6,6.5,6.5,6.6,6.6,6.7,6.8,6.9,6.9,6.9,6.8,6.8,6.8,6.7,6.7,6.7,7.0,6.7,6.5
12,6.7,6.7,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.8,7.0,7.2,7.1,7.2,7.0,7.0,7.0,7.0,7.0,7.0,7.2,6.8,6.6
13,6.9,6.9,6.8,6.8,6.8,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,7.0,7.1,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.4,7.0,6.8
14,7.2,7.1,7.1,7.1,7.1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.1,7.1,7.4,7.6,7.5,7.6,7.5,7.4,7.4,7.3,7.3,7.2,7.6,7.2,7.0
15,7.2,7.1,7.1,7.1,7.0,7.0,6.9,7.0,6.9,6.9,6.8,6.9,6.9,7.0,7.1,7.2,7.2,7.2,7.1,7.0,7.0,7.0,6.9,6.8,7.2,7.0,6.8
16,6.7,6.6,6.5,6.4,6.3,6.3,6.3,6.3,6.5,6.7,6.7,6.8,6.8,6.9,6.9,6.9,6.8,6.9,6.8,6.7,6.7,6.7,6.7,6.7,6.9,6.7,6.3
17,6.6,6.5,6.4,6.3,6.2,6.2,6.2,6.2,6.3,6.3,6.4,6.5,6.6,6.6,6.8,6.9,6.9,6.9,6.8,6.7,6.6,6.6,6.7,6.7,6.9,6.5,6.2
18,6.6,6.6,6.4,6.3,6.1,6.1,6.2,6.1,6.3,6.3,6.4,6.6,6.6,6.6,6.8,7.0,7.1,7.0,6.9,6.9,6.8,6.7,6.7,6.7,7.1,6.6,6.1
19,6.7,6.7,6.6,6.5,6.5,6.4,6.5,6.4,6.5,6.5,6.6,6.7,6.6,6.7,6.7,6.8,6.8,6.8,6.7,6.7,6.6,6.6,6.6,6.6,6.8,6.6,6.4
20,6.6,6.5,6.4,6.3,6.2,6.0,5.9,6.0,6.1,6.2,6.2,6.2,6.3,6.4,6.4,6.5,6.5,6.5,6.4,6.3,6.3,6.3,6.3,6.2,6.6,6.3,5.9
21,6.2,6.2,6.2,6.2,6.1,6.0,6.0,6.0,6.0,6.0,6.1,6.2,6.2,6.3,6.4,6.5,6.7,6.5,6.6,6.5,6.5,6.5,6.4,6.3,6.7,6.3,6.0
22,6.3,6.3,6.2,6.2,6.1,6.1,6.0,6.1,5.9,5.9,6.0,6.1,6.2,6.2,6.3,6.3,6.4,6.3,6.3,6.2,6.1,6.1,6.1,6.1,6.4,6.2,5.9
