일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,18.618.518.518.518.418.418.418.418.318.318.318.518.618.718.718.718.718.718.718.718.618.618.618.6,18.7,18.5,18.3
02,18.618.618.618.518.518.518.418.518.418.418.418.518.718.718.718.718.718.718.718.618.618.618.618.6,18.7,18.6,18.4
03,18.518.518.518.518.518.518.418.518.418.418.418.418.618.718.718.718.718.718.618.618.618.618.518.4,18.7,18.5,18.4
04,18.318.318.218.118.118.218.218.218.218.118.118.218.218.218.318.318.318.318.118.018.118.118.017.9,18.3,18.2,17.9
05,17.917.817.717.617.617.717.717.717.717.717.817.818.018.018.118.118.018.117.817.717.717.717.717.7,18.1,17.8,17.6
06,17.717.617.517.517.517.517.517.517.517.517.517.517.717.717.817.817.817.817.717.717.717.617.617.6,17.8,17.6,17.5
07,17.517.517.417.317.317.317.417.317.417.417.417.517.517.717.917.917.817.917.617.617.517.517.517.4,17.9,17.5,17.3
08,17.417.417.317.217.317.317.317.317.317.317.317.317.417.517.717.717.717.717.517.517.517.517.417.4,17.7,17.4,17.2
09,17.417.317.317.217.217.217.217.217.317.317.317.317.417.517.617.817.817.817.617.517.417.417.417.3,17.8,17.4,17.2
10,17.317.217.217.217.117.117.117.117.117.217.217.217.317.417.517.517.517.517.417.317.317.317.317.3,17.5,17.3,17.1
11,17.317.217.217.117.117.117.117.117.117.117.217.217.217.317.417.417.517.417.417.417.417.417.417.3,17.5,17.3,17.1
12,17.317.317.317.217.217.117.117.117.217.217.217.317.317.417.417.517.517.517.517.517.517.517.517.4,17.5,17.3,17.1
13,17.417.517.517.517.517.517.517.517.417.417.417.417.417.517.517.517.417.517.317.217.217.217.117.2,17.5,17.4,17.1
14,17.217.317.217.217.117.117.117.117.017.117.117.117.217.217.117.117.117.117.117.117.017.017.017.0,17.3,17.1,17.0
15,16.916.916.816.816.816.816.816.816.716.716.816.917.017.017.117.117.117.117.117.016.916.916.916.9,17.1,16.9,16.7
16,16.816.816.716.616.716.716.816.716.716.716.716.816.916.917.017.017.017.017.017.016.916.916.816.8,17.0,16.8,16.6
17,16.716.716.716.716.716.616.616.616.516.516.516.616.616.716.716.716.716.716.816.716.716.616.616.5,16.8,16.6,16.5
18,16.516.516.416.416.516.416.416.416.316.316.316.416.516.616.716.716.716.716.616.616.516.516.516.4,16.7,16.5,16.3
19,16.416.416.416.316.316.316.316.316.316.316.316.416.516.616.716.716.716.716.716.716.616.616.616.5,16.7,16.5,16.3
20,16.516.516.516.516.516.416.416.416.416.416.416.416.416.416.416.516.516.516.416.516.516.416.416.4,16.5,16.4,16.4
21,16.316.316.316.316.316.316.316.316.316.316.316.316.316.416.416.516.516.516.516.516.416.416.416.3,16.5,16.4,16.3
22,16.316.316.316.316.316.316.316.316.316.216.216.216.216.216.216.216.216.216.216.216.216.216.216.1,16.3,16.2,16.1
23,16.116.016.016.016.016.116.116.116.116.116.116.216.316.316.416.616.616.616.416.316.216.216.116.1,16.6,16.2,16.0
24,16.016.015.915.815.915.915.915.916.016.016.016.116.116.116.216.316.416.316.216.216.116.116.116.1,16.4,16.1,15.8
25,16.116.015.915.815.815.815.915.815.915.916.016.016.116.116.216.316.316.316.216.116.116.116.116.1,16.3,16.0,15.8
26,16.016.015.915.915.815.815.915.815.915.916.016.016.016.116.116.216.116.216.016.016.015.915.915.9,16.2,16.0,15.8
27,15.815.815.715.715.615.615.415.615.515.615.615.615.715.815.915.915.915.915.915.815.815.815.715.7,15.9,15.7,15.4
28,15.715.715.715.615.615.615.615.615.615.615.715.715.715.715.715.815.815.815.815.815.815.815.715.7,15.8,15.7,15.5
29,15.715.815.815.815.915.916.015.916.016.116.116.016.016.016.016.015.916.015.815.815.615.515.515.4,16.1,15.9,15.4
30,15.415.415.315.215.115.015.015.014.614.614.314.414.514.614.614.614.614.614.614.414.314.414.314.4,15.4,14.7,14.3
TOTAL,16.916.916.916.816.816.816.816.816.816.816.816.816.917.017.017.117.017.117.016.916.916.916.816.8,17.1,16.9,16.7
