일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,22.222.222.222.322.322.222.222.222.122.121.922.021.922.022.122.222.222.222.322.222.222.222.021.9,22.3,22.1,21.9
02,21.921.921.922.021.921.921.921.921.921.921.921.921.921.921.921.921.921.921.821.821.821.821.821.8,22.0,21.9,21.8
03,21.821.821.821.821.821.821.821.821.821.821.921.921.921.921.922.022.022.022.022.022.022.022.022.0,22.0,21.9,21.8
04,22.022.022.022.022.021.921.921.922.022.022.122.322.422.622.722.722.622.722.722.622.722.923.023.1,23.1,22.4,21.9
05,23.223.223.223.123.123.123.123.123.123.022.922.923.023.023.023.023.023.023.023.023.023.023.023.0,23.2,23.0,22.9
06,23.123.123.123.123.123.123.123.123.023.023.023.223.423.323.223.523.623.523.523.723.523.623.623.6,23.7,23.3,23.0
07,23.523.523.423.223.123.223.023.222.722.522.522.722.923.123.223.123.023.123.023.123.223.223.223.2,23.5,23.1,22.5
08,23.223.223.323.223.223.223.223.223.323.323.223.223.423.523.623.823.823.823.523.423.323.323.423.4,23.8,23.4,23.2
09,23.423.423.323.323.223.323.323.323.223.323.323.323.323.623.924.024.124.023.723.623.723.723.723.7,24.1,23.5,23.2
10,23.623.623.623.523.523.423.323.423.423.423.423.523.523.623.723.823.723.823.623.623.523.523.523.5,23.8,23.5,23.3
11,23.523.323.223.123.123.123.223.123.323.423.423.423.523.924.425.125.425.123.923.623.823.523.623.7,25.4,23.7,23.1
12,23.723.823.823.723.723.723.723.723.623.623.623.623.623.723.823.924.023.923.923.823.523.623.623.6,24.0,23.7,23.5
13,23.623.623.623.623.523.523.523.523.623.623.623.623.723.923.923.923.923.923.923.923.723.723.723.6,23.9,23.7,23.5
14,23.623.623.523.523.523.423.423.423.523.523.623.623.623.623.623.723.923.723.923.823.823.823.723.7,23.9,23.6,23.4
15,23.723.723.623.523.523.523.523.523.523.523.623.623.623.824.024.024.224.024.324.224.124.024.023.9,24.3,23.8,23.5
16,23.823.823.823.823.823.723.723.723.723.823.823.823.923.924.124.424.324.424.324.324.324.324.324.2,24.4,24.0,23.7
17,24.224.224.224.124.124.124.124.124.124.324.424.424.424.424.424.524.624.524.924.825.024.925.025.0,25.0,24.5,24.1
18,25.024.924.924.924.824.824.724.824.724.724.824.925.025.025.125.125.125.125.025.024.924.924.924.9,25.1,24.9,24.7
19,24.924.924.924.924.924.924.824.924.824.824.925.025.125.325.425.425.525.425.425.425.425.325.325.2,25.5,25.1,24.8
20,25.225.124.924.924.824.724.624.724.524.524.424.524.624.624.724.824.824.824.724.724.624.624.624.5,25.2,24.7,24.4
21,24.524.524.524.424.424.324.324.324.224.224.224.324.524.624.624.724.724.724.524.524.524.524.424.4,24.7,24.4,24.2
22,24.324.224.224.124.024.024.024.023.923.924.024.024.124.224.324.424.524.424.324.224.224.224.224.2,24.5,24.2,23.9
23,24.124.124.124.124.024.024.024.023.923.924.024.224.424.724.724.724.624.724.524.424.424.324.224.1,24.7,24.2,23.9
24,24.023.923.823.723.723.623.623.623.523.523.623.623.723.823.924.023.924.023.923.923.923.923.823.8,24.0,23.8,23.5
25,23.723.723.623.623.623.523.523.523.823.723.723.723.623.623.623.623.623.623.623.623.723.623.623.6,23.8,23.6,23.5
26,23.523.423.423.423.323.423.423.423.423.423.423.423.423.523.523.523.423.523.423.423.423.523.423.4,23.5,23.4,23.3
27,23.423.323.323.223.223.223.223.223.223.223.323.423.623.823.824.024.124.023.723.723.623.523.523.5,24.1,23.5,23.2
28,23.623.523.523.423.423.323.423.323.423.423.523.523.623.723.823.823.923.823.723.723.623.623.623.6,23.9,23.6,23.3
29,23.623.523.523.423.423.323.323.323.423.523.523.523.623.823.923.923.923.923.923.823.723.623.623.6,23.9,23.6,23.3
30,23.623.623.623.623.523.423.423.423.423.523.523.523.623.723.823.924.023.923.923.923.823.823.723.7,24.0,23.7,23.4
TOTAL,23.623.623.523.523.423.423.423.423.423.423.423.523.523.723.723.823.923.823.823.723.723.723.723.6,24.0,23.6,23.3
