일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,8.0,7.9,7.8,7.8,7.8,7.8,7.8,7.8,7.9,8.0,8.0,8.1,8.1,8.2,8.3,8.4,8.3,8.4,8.1,8.0,8.1,8.2,8.2,8.1,8.4,8.0,7.8
02,8.1,8.0,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,8.0,8.1,8.2,8.2,8.2,8.2,8.1,8.1,8.0,8.0,8.0,7.9,8.2,8.0,7.9
03,7.9,7.8,7.7,7.7,7.6,7.6,7.5,7.6,7.7,7.7,7.7,7.8,7.8,8.0,8.1,8.3,8.2,8.3,8.1,8.0,7.9,7.8,7.8,7.8,8.3,7.8,7.5
04,7.8,7.8,7.7,7.6,7.5,7.5,7.5,7.5,7.5,7.6,7.7,7.7,7.7,7.7,7.8,7.9,8.0,7.9,7.8,7.7,7.7,7.7,7.7,7.7,8.0,7.7,7.5
05,7.7,7.7,7.6,7.4,7.3,7.2,7.3,7.2,7.5,7.5,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.5,7.7,7.4,7.2
06,7.5,7.5,7.5,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.5,7.5,7.5,7.6,7.6,7.7,7.6,7.6,7.5,7.5,7.5,7.4,7.4,7.7,7.5,7.3
07,7.4,7.5,7.4,7.4,7.3,7.1,7.1,7.1,7.1,7.1,7.2,7.3,7.4,7.4,7.4,7.5,7.6,7.5,7.5,7.4,7.3,7.3,7.3,7.3,7.6,7.3,7.1
08,7.3,7.3,7.3,7.3,7.2,7.2,7.2,7.2,7.1,7.1,7.2,7.2,7.3,7.4,7.4,7.5,7.6,7.5,7.5,7.4,7.3,7.3,7.2,7.2,7.6,7.3,7.1
09,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.3,7.3,7.3,7.3,7.4,7.3,7.4,7.4,7.3,7.3,7.3,7.3,7.4,7.3,7.2
10,7.2,7.2,7.2,7.2,7.2,7.2,7.1,7.2,7.1,7.1,7.2,7.2,7.3,7.3,7.4,7.4,7.5,7.4,7.6,7.6,7.5,7.5,7.4,7.4,7.6,7.3,7.1
11,7.3,7.5,7.6,7.6,7.6,7.6,7.6,7.6,7.4,7.4,7.5,7.5,7.6,7.6,7.6,7.6,7.6,7.6,7.5,7.4,7.3,7.2,7.2,7.1,7.6,7.5,7.1
12,7.0,6.9,6.8,6.8,7.0,7.0,6.9,7.0,6.8,6.8,6.8,6.8,6.8,6.9,7.0,7.0,7.0,7.0,6.9,6.8,6.7,6.7,6.7,6.6,7.0,6.9,6.6
13,6.6,6.6,6.5,6.4,6.4,6.4,6.5,6.4,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.5,6.4,6.4,6.3,6.3,6.2,6.6,6.5,6.2
14,6.2,6.1,5.9,5.9,6.0,6.1,6.1,6.1,6.2,6.2,6.2,6.2,6.4,6.5,6.6,6.6,6.6,6.6,6.5,6.5,6.4,6.5,6.5,6.4,6.6,6.3,5.9
15,6.4,6.4,6.4,6.4,6.3,6.3,6.3,6.3,6.4,6.4,6.3,6.4,6.5,6.5,6.6,6.6,6.7,6.6,6.7,6.6,6.6,6.6,6.5,6.5,6.7,6.5,6.3
16,6.5,6.5,6.4,6.4,6.4,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.6,6.7,6.8,6.8,6.8,6.8,6.7,6.7,6.6,6.5,6.5,6.4,6.8,6.6,6.4
17,6.4,6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.3,6.4,6.4,6.5,6.5,6.6,6.6,6.6,6.4,6.4,6.4,6.3,6.4,6.4,6.6,6.4,6.2
18,6.3,6.3,6.2,6.1,6.0,5.9,5.9,5.9,5.9,5.9,6.0,6.2,6.2,6.3,6.3,6.4,6.4,6.4,6.3,6.2,6.2,6.2,6.3,6.3,6.4,6.2,5.9
19,6.2,6.2,6.1,6.1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1,6.1,6.2,6.4,6.6,6.7,6.6,6.5,6.4,6.3,6.3,6.3,6.3,6.7,6.2,6.0
20,6.3,6.2,6.1,6.1,6.0,5.9,5.9,5.9,5.9,5.9,6.0,6.0,6.1,6.1,6.2,6.4,6.5,6.4,6.4,6.3,6.2,6.2,6.2,6.2,6.5,6.1,5.9
21,6.2,6.1,6.1,6.0,6.0,5.9,5.8,5.9,5.9,5.9,6.0,6.0,6.1,6.1,6.1,6.2,6.3,6.2,6.3,6.2,6.2,6.2,6.1,6.1,6.3,6.1,5.8
22,6.1,6.1,6.1,6.1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1,6.2,6.2,6.2,6.2,6.4,6.2,6.3,6.3,6.3,6.3,6.2,6.2,6.4,6.2,5.9
23,6.3,6.3,6.3,6.3,6.3,6.3,6.2,6.3,6.2,6.2,6.2,6.2,6.3,6.3,6.4,6.4,6.4,6.4,6.5,6.4,6.4,6.4,6.4,6.4,6.5,6.3,6.2
24,6.4,6.4,6.4,6.4,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.5,6.4,6.5,6.5,6.4,6.4,6.4,6.4,6.5,6.4,6.3
25,6.4,6.3,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.4,6.4,6.5,6.4,6.3
26,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.3,6.3,6.3,6.3,6.4,6.5,6.6,6.6,6.6,6.6,6.7,6.7,6.6,6.6,6.6,6.6,6.7,6.5,6.3
27,6.6,6.5,6.6,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.7,6.7,6.7,6.8,6.8,6.8,6.9,6.8,7.1,7.0,7.0,6.9,6.9,6.8,7.1,6.8,6.5
28,6.8,6.7,6.7,6.7,6.8,6.8,6.9,6.8,6.8,6.8,6.8,6.8,7.0,7.2,7.3,7.5,7.5,7.5,7.5,7.4,7.4,7.3,7.2,7.1,7.5,7.1,6.7
