일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,3.43.12.42.31.21.51.71.53.02.92.32.63.94.65.34.34.74.33.92.03.54.02.10.8,5.3,3.0,0.8
02,0.91.30.82.02.82.72.02.73.32.73.14.13.43.73.83.24.23.23.53.84.34.55.66.2,6.2,3.3,0.8
03,6.05.44.44.64.35.14.65.15.14.13.63.73.92.62.83.94.23.93.74.75.63.32.02.5,6.0,4.1,2.0
04,2.52.83.02.82.93.02.33.02.82.63.13.22.53.24.93.22.63.21.91.52.02.00.71.4,4.9,2.5,0.7
05,2.42.42.03.25.54.83.24.83.53.22.94.14.34.13.64.34.24.34.54.84.94.74.53.7,5.5,3.8,2.0
06,3.61.12.41.11.71.91.11.91.41.71.82.41.91.82.43.44.03.42.63.21.92.74.24.1,4.2,2.3,1.0
07,4.65.55.34.34.45.54.55.53.64.64.85.85.44.33.93.65.23.62.13.43.74.02.71.6,5.8,4.2,1.6
08,2.72.42.33.42.61.42.31.41.82.01.12.21.61.53.33.52.03.51.83.53.44.06.65.4,6.6,2.7,1.1
09,5.26.14.73.83.11.62.01.61.11.11.51.52.53.11.92.02.22.02.12.21.82.11.61.2,6.1,2.4,1.1
10,2.44.85.45.87.15.66.15.66.55.36.96.23.24.42.93.23.93.24.82.22.14.91.42.5,7.1,4.5,1.4
11,1.72.01.72.81.91.60.81.61.43.11.72.12.12.02.12.31.72.32.01.41.50.30.30.1,3.1,1.6,0.1
12,0.41.01.00.41.20.90.50.90.60.51.82.23.44.33.84.13.14.13.23.13.21.10.60.3,4.3,1.8,0.3
13,0.60.20.20.10.20.20.90.21.00.71.70.91.11.72.51.81.11.80.81.01.21.51.31.2,2.5,1.0,0.1
14,0.30.50.81.22.33.72.73.70.93.13.11.02.73.33.71.83.31.81.51.71.10.60.51.1,3.7,1.8,0.3
15,2.23.02.42.01.41.72.01.72.41.71.30.72.52.21.51.42.81.43.13.02.40.91.00.9,4.3,2.0,0.7
16,0.80.60.30.50.32.42.02.40.31.61.61.52.92.21.62.02.32.01.40.71.20.90.70.3,2.9,1.3,0.3
17,0.20.00.20.00.41.41.11.40.81.30.61.32.52.73.63.84.43.82.83.13.73.43.93.8,4.4,2.1,0.0
18,4.13.94.03.64.14.13.54.14.03.14.84.64.04.75.05.96.15.94.55.24.45.33.42.8,6.1,4.3,2.8
19,4.22.91.01.50.61.10.81.13.32.53.22.71.62.73.52.12.82.11.70.91.10.81.21.7,4.2,2.1,0.6
20,0.71.20.90.40.30.30.10.30.41.72.91.91.52.93.73.52.93.53.73.42.22.92.82.7,4.6,2.0,0.1
21,2.23.43.33.54.17.03.27.02.92.73.22.42.52.02.41.32.41.31.91.91.51.90.92.3,7.0,2.7,0.9
22,1.12.22.91.40.90.91.00.92.02.01.61.41.61.42.42.71.82.73.73.83.83.64.14.5,4.5,2.3,0.9
23,3.73.02.12.11.21.31.31.32.72.92.32.42.53.92.81.92.41.92.42.42.92.73.22.6,3.9,2.5,1.2
24,4.13.31.71.80.81.11.21.11.11.62.32.53.93.52.03.02.93.02.61.41.31.10.51.5,4.1,2.1,0.5
25,1.70.80.70.20.20.10.10.10.40.61.23.13.33.43.43.02.63.01.30.71.10.42.02.3,3.4,1.5,0.1
26,0.90.50.41.84.04.64.74.65.25.45.25.25.34.92.03.02.03.03.42.23.63.61.42.8,5.5,3.3,0.4
27,1.91.72.01.72.41.30.41.30.91.61.73.23.34.03.72.92.82.92.42.12.00.91.61.1,4.0,2.0,0.4
28,0.40.31.00.90.81.61.11.61.92.22.63.63.73.23.63.63.83.63.73.72.01.70.71.1,3.8,2.1,0.3
29,3.03.01.91.72.10.90.30.92.43.33.04.64.64.44.15.25.05.23.62.62.32.63.03.6,5.2,3.0,0.3
30,4.34.85.43.32.12.82.12.83.24.03.93.84.95.24.24.34.54.35.15.53.43.44.94.2,5.5,4.0,1.9
31,3.63.53.62.12.90.90.30.91.81.83.84.04.14.44.75.45.85.47.07.24.72.82.40.9,7.2,3.5,0.3
TOTAL,2.52.52.32.12.32.31.92.32.32.52.72.93.13.33.33.23.33.23.02.82.72.52.32.3,4.9,2.6,0.8
