일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.80.80.40.81.22.22.02.22.72.72.62.82.42.61.80.20.80.21.31.42.72.43.03.0,3.0,1.9,0.2
02,3.03.52.82.63.93.53.53.54.74.43.93.43.21.70.30.20.80.20.90.00.20.20.11.5,4.7,2.2,0.0
03,2.42.63.13.23.74.24.54.24.44.44.44.73.74.13.42.82.42.83.03.33.03.74.24.2,4.9,3.6,2.4
04,4.24.34.34.23.32.92.82.93.83.43.53.95.33.83.12.42.12.43.75.35.34.04.25.2,5.3,3.8,2.1
05,6.15.84.34.44.14.44.14.44.43.94.36.65.85.44.73.52.13.52.72.62.52.52.12.7,6.6,4.0,2.1
06,3.02.82.62.51.81.72.11.71.22.01.10.91.00.70.40.42.20.44.35.04.45.05.46.1,6.1,2.6,0.4
07,6.76.25.74.25.45.36.15.34.02.52.11.11.20.51.10.51.00.51.11.12.23.43.13.2,6.7,3.0,0.5
08,2.71.90.91.42.63.42.53.41.91.93.04.02.10.51.10.81.80.82.92.72.70.81.21.5,4.0,2.0,0.5
09,2.64.22.92.52.41.92.71.92.11.70.70.80.91.02.24.85.24.85.56.75.37.34.66.4,7.3,3.4,0.7
10,5.85.82.84.04.23.53.33.53.53.53.32.41.61.82.84.93.84.94.12.92.93.23.02.8,5.8,3.5,1.6
11,3.13.62.74.03.53.23.33.23.63.32.83.54.55.15.87.18.77.16.85.34.12.73.03.7,8.7,4.3,2.7
12,4.43.24.01.61.61.40.61.40.92.01.61.21.83.34.64.13.84.12.21.71.00.20.20.5,4.6,2.1,0.2
13,0.30.30.51.00.50.30.10.30.10.20.10.20.92.54.64.63.34.62.70.40.10.20.20.4,4.6,1.1,0.1
14,0.10.30.10.40.40.10.10.10.51.30.50.10.10.70.91.01.91.02.21.00.30.20.30.1,2.2,0.6,0.1
15,0.20.20.30.80.10.20.70.21.31.01.43.83.08.47.56.46.66.46.77.17.57.05.03.5,8.4,3.5,0.1
16,2.62.83.13.93.73.73.63.73.23.32.42.41.61.11.12.63.22.61.50.50.50.30.10.2,3.9,2.2,0.1
17,0.40.30.20.40.71.81.01.82.02.31.41.02.02.12.61.32.61.31.20.30.50.10.00.1,2.6,1.2,0.0
18,0.20.51.31.92.03.23.13.23.33.42.83.02.72.12.22.20.82.20.61.62.13.44.73.8,4.7,2.3,0.2
19,3.03.45.86.05.85.44.55.42.62.23.43.03.01.62.43.52.73.53.35.94.43.33.65.4,6.0,3.8,1.6
20,4.44.24.84.11.62.52.32.50.10.30.30.81.22.12.62.93.62.95.04.34.74.34.14.1,5.0,2.9,0.1
21,4.64.44.94.44.94.74.94.74.45.36.15.85.04.15.34.94.04.94.04.15.14.54.74.5,6.1,4.7,3.9
22,5.25.55.95.56.77.17.27.14.95.35.15.75.26.35.84.95.84.95.75.35.25.35.55.9,7.2,5.7,4.9
23,5.75.44.94.34.34.03.94.05.24.74.64.34.04.44.03.63.33.63.54.03.94.35.75.8,5.8,4.4,3.3
24,4.84.56.06.86.05.45.45.47.06.05.05.34.03.73.63.42.63.43.33.74.55.25.96.8,7.0,4.9,2.5
25,6.45.55.34.84.94.64.64.64.94.54.44.03.74.33.22.52.42.52.02.02.13.02.42.1,6.4,3.7,1.8
26,3.01.61.91.51.72.21.32.21.94.44.84.72.50.80.93.93.13.90.70.60.31.52.73.2,4.8,2.2,0.3
27,3.24.04.24.04.54.43.34.43.53.95.04.73.42.72.52.52.62.52.02.12.82.92.93.8,5.0,3.4,2.0
28,3.44.03.54.34.65.15.65.15.75.74.63.52.11.22.32.03.72.05.14.33.32.42.52.7,5.7,3.8,1.2
29,2.13.73.54.14.24.03.14.03.83.33.95.87.16.56.26.25.86.23.82.41.41.10.41.6,7.1,3.9,0.4
TOTAL,3.33.33.23.23.23.33.23.33.23.23.13.22.92.93.13.13.23.13.23.02.92.92.93.3,5.5,3.1,1.2
