일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.43.42.21.62.32.73.12.73.54.04.84.23.44.53.24.12.84.14.85.05.28.14.94.6,8.1,3.8,1.4
02,6.05.35.14.84.96.35.26.35.15.76.97.56.86.25.44.95.14.92.40.90.71.22.93.6,7.5,4.7,0.7
03,3.12.62.12.12.22.92.82.93.94.34.53.72.42.22.00.30.50.30.31.30.80.60.20.2,4.5,2.0,0.2
04,0.90.80.91.10.80.61.10.60.51.23.13.63.63.73.13.44.13.44.05.67.13.94.03.1,7.1,2.7,0.5
05,2.82.41.72.22.21.92.21.91.72.11.91.80.63.15.35.75.65.78.59.06.24.86.06.4,9.0,3.9,0.6
06,5.44.55.95.35.93.62.73.61.92.23.44.03.84.63.84.25.04.25.55.22.91.41.41.7,5.9,3.8,1.4
07,1.92.93.43.53.83.62.93.63.43.53.02.72.81.91.10.30.50.31.61.01.21.41.82.9,3.8,2.3,0.3
08,3.53.63.43.33.53.63.53.64.13.44.03.32.40.80.20.00.00.00.51.21.51.62.12.0,4.1,2.3,0.0
09,2.92.82.53.13.64.04.44.03.83.93.64.24.33.73.22.51.72.50.61.32.22.22.62.9,4.5,3.0,0.6
10,2.82.53.12.92.32.62.82.63.23.23.32.42.52.12.62.02.02.02.02.01.21.21.20.9,3.5,2.4,0.9
11,2.01.21.11.11.31.11.51.13.82.82.92.92.41.81.10.90.00.90.50.20.40.60.40.6,3.8,1.4,0.0
12,0.50.20.70.71.92.73.42.72.51.21.11.21.21.71.43.43.03.44.13.72.41.11.41.6,4.1,2.0,0.2
13,3.14.04.65.24.53.52.93.53.22.82.73.33.93.12.52.42.52.42.72.62.32.22.21.7,5.2,3.1,1.7
14,2.12.53.33.83.74.44.04.43.55.64.54.13.82.62.82.02.12.02.22.20.91.51.41.3,5.6,2.9,0.9
15,1.72.82.82.82.83.53.33.53.23.03.73.73.53.63.33.43.13.42.52.32.73.02.93.1,3.7,3.0,1.7
16,2.92.42.52.73.42.32.02.33.12.83.02.52.11.50.01.01.91.03.84.13.82.83.13.4,4.1,2.7,0.0
17,2.93.03.03.14.04.76.14.75.14.73.83.76.36.36.28.37.98.36.77.06.67.36.47.1,8.3,5.5,2.9
18,5.15.55.15.43.85.15.45.13.73.13.53.33.43.54.42.52.62.53.63.74.04.64.53.6,5.5,4.0,2.5
19,5.15.44.73.94.84.95.64.95.34.55.95.14.64.23.23.33.03.31.92.12.72.42.82.0,5.9,4.0,1.9
20,1.62.22.52.72.01.21.51.21.31.82.33.63.12.02.21.61.11.61.81.81.51.21.91.8,3.6,1.9,0.3
21,2.01.51.21.41.11.31.01.30.90.10.91.12.22.62.13.02.63.03.42.73.53.73.96.1,6.1,2.3,0.1
22,6.44.04.02.62.72.64.02.65.57.15.44.84.54.23.83.14.03.15.55.13.83.32.61.6,7.1,4.1,1.6
23,2.73.74.14.13.83.73.83.73.33.63.53.02.82.31.71.40.91.40.71.41.52.63.53.4,4.1,2.7,0.7
24,3.04.03.84.24.74.14.14.13.94.73.53.21.93.12.11.40.51.40.40.41.01.72.52.0,4.7,2.7,0.4
25,2.03.43.13.53.54.04.74.05.13.73.83.63.35.85.65.35.65.33.34.48.06.12.32.1,8.0,4.2,2.0
26,2.77.21.84.43.84.65.14.66.17.09.08.48.57.58.27.98.87.910.08.27.78.17.35.5,10.0,6.8,1.8
27,6.16.66.44.33.85.76.05.74.54.66.46.27.15.86.87.28.17.29.06.65.76.56.95.2,9.0,6.3,3.8
28,3.54.64.45.23.64.43.64.42.45.77.37.76.06.85.65.16.25.17.26.94.75.76.37.8,7.8,5.4,2.4
29,8.27.46.66.03.94.73.14.73.64.14.35.05.45.74.26.66.36.64.14.53.83.73.33.5,8.2,4.9,3.1
30,2.94.03.54.03.63.64.33.66.55.04.64.64.04.83.93.12.73.12.92.52.61.61.82.2,6.5,3.7,1.6
TOTAL,3.23.53.33.43.33.53.53.53.63.74.03.93.73.73.43.33.33.33.53.53.33.23.13.1,6.0,3.5,1.2
