일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,2.32.72.31.80.40.20.50.20.40.10.10.21.01.02.21.91.01.90.50.91.50.80.20.2,2.7,1.0,0.1
02,0.81.11.10.50.40.20.80.20.51.50.00.32.84.34.23.54.03.53.64.95.65.43.33.3,5.6,2.4,0.0
03,3.24.05.56.04.63.93.73.93.64.13.00.62.92.15.15.56.55.55.45.95.22.52.83.0,6.5,4.1,0.6
04,3.03.73.11.53.33.72.83.73.24.94.35.34.34.44.45.25.25.24.55.24.64.95.03.7,5.3,4.1,1.5
05,3.02.52.53.42.82.83.42.83.43.85.46.96.86.76.37.16.77.14.94.25.06.96.46.6,7.3,4.9,2.5
06,5.25.15.96.15.14.34.04.32.52.23.54.04.55.35.23.43.53.44.13.03.42.32.93.1,6.1,4.0,2.2
07,3.04.34.64.34.63.33.13.34.54.63.52.72.94.14.14.14.14.15.15.04.04.55.64.8,5.6,4.1,2.4
08,4.85.14.73.94.84.02.34.03.14.84.85.56.16.65.35.15.45.17.36.24.74.74.96.6,7.3,5.0,2.2
09,5.73.52.51.91.51.62.51.63.21.11.72.71.71.94.75.35.05.34.24.85.34.24.84.9,5.7,3.4,1.1
10,3.33.23.52.72.34.64.54.61.21.31.62.01.41.11.30.70.90.72.62.41.51.01.12.4,4.6,2.1,0.7
11,2.61.71.81.81.61.81.61.82.13.03.33.03.32.53.32.52.42.51.61.52.03.21.33.0,3.3,2.3,1.3
12,3.53.93.43.03.14.04.34.03.52.51.01.51.83.24.26.04.66.04.94.64.42.72.01.7,6.0,3.4,1.0
13,3.33.33.62.93.12.12.52.12.11.52.40.60.71.93.54.56.84.54.63.93.55.24.93.9,6.8,3.3,0.6
14,4.04.84.64.34.35.04.75.04.43.53.24.34.14.05.14.93.74.93.54.13.63.23.74.0,5.1,4.2,3.2
15,2.93.85.04.03.93.84.43.84.96.38.46.46.65.25.35.85.25.84.82.23.13.43.84.3,8.4,4.7,2.2
16,4.74.53.63.33.54.33.94.34.44.04.82.83.02.95.14.15.24.13.02.62.61.92.31.9,5.2,3.6,1.9
17,1.91.83.13.44.64.34.04.32.11.50.70.51.21.22.62.63.42.63.33.03.83.94.65.0,5.0,2.9,0.5
18,3.93.73.23.95.63.33.53.34.04.95.03.85.37.17.67.07.27.07.75.96.06.06.56.6,8.2,5.4,2.9
19,6.45.23.63.53.02.71.72.71.31.73.73.03.12.72.11.61.51.61.61.61.10.41.31.0,6.4,2.4,0.4
20,1.02.11.91.32.01.61.41.62.13.02.03.52.63.83.53.63.43.62.72.01.61.71.00.3,4.0,2.2,0.3
21,0.31.61.43.05.24.45.34.45.85.35.95.66.77.87.86.76.96.75.25.04.65.65.56.2,7.8,5.1,0.3
22,5.15.16.69.810.19.09.39.09.87.68.15.45.04.74.54.84.24.86.46.66.46.25.43.3,10.3,6.7,3.3
23,4.03.63.03.22.11.91.61.91.71.21.11.11.73.95.34.54.24.52.63.43.64.04.13.9,5.3,3.0,1.1
24,3.53.93.23.53.23.76.63.77.44.53.52.81.83.71.21.60.91.61.40.92.01.10.61.5,7.4,2.9,0.6
25,1.10.60.70.41.32.23.12.23.33.34.24.45.14.43.85.03.85.03.74.34.53.92.63.4,5.1,3.2,0.4
26,4.35.24.42.32.11.22.11.22.53.54.96.35.76.06.34.64.84.64.09.79.25.93.92.8,9.7,4.5,1.2
27,3.24.44.14.74.54.23.34.25.32.52.93.94.44.53.94.34.34.32.93.13.65.44.75.4,5.4,4.0,2.5
28,7.67.35.83.54.03.33.23.32.63.95.34.44.63.54.44.43.04.43.64.43.92.33.33.3,7.6,4.1,2.3
29,2.83.34.23.92.52.73.12.72.02.93.24.35.25.34.64.64.14.62.72.51.30.50.60.7,5.3,3.0,0.5
30,1.01.00.30.20.20.30.10.31.41.70.92.84.25.14.44.73.84.72.23.23.43.33.33.8,5.1,2.2,0.1
31,4.64.43.83.03.65.04.65.05.36.15.26.46.35.24.44.76.34.77.34.54.84.74.04.2,7.3,5.0,3.0
TOTAL,3.43.63.43.33.33.23.33.23.33.33.53.43.84.14.44.34.34.33.93.93.93.63.43.5,6.2,3.6,1.4
