일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.71.00.80.50.10.40.50.40.10.72.94.23.73.85.04.93.94.95.14.74.14.25.66.8,6.8,2.9,0.1
02,6.56.96.14.93.52.32.82.33.33.22.93.23.73.43.03.24.03.22.83.44.75.54.84.3,6.9,4.0,2.3
03,4.84.23.84.06.37.07.47.06.36.96.66.36.04.93.73.23.03.23.23.15.15.04.73.8,7.4,5.0,3.0
04,3.82.31.92.92.63.63.93.63.93.84.04.03.23.22.31.01.21.01.11.41.72.63.24.1,4.1,2.8,1.0
05,2.93.33.02.73.43.84.93.84.54.54.43.94.33.62.42.32.62.32.12.53.43.83.43.3,5.4,3.5,2.1
06,3.83.83.95.04.54.24.04.23.73.53.43.02.12.32.41.41.41.41.82.62.32.11.52.1,5.0,2.9,1.4
07,3.01.71.91.81.41.82.31.82.12.01.81.40.50.20.10.60.70.61.81.02.22.41.91.6,3.0,1.6,0.1
08,1.71.60.91.31.41.32.21.34.13.73.12.22.02.22.70.90.40.90.60.31.31.32.73.0,4.1,1.9,0.3
09,2.93.74.43.94.34.44.44.43.34.23.33.53.02.52.61.32.31.32.12.23.24.54.03.3,4.5,3.3,1.3
10,3.03.22.93.64.43.84.33.84.03.43.53.12.51.40.61.00.81.00.70.50.50.10.21.0,5.0,2.3,0.1
11,1.11.81.72.52.92.81.82.83.03.53.12.21.31.62.22.41.92.40.60.60.40.30.30.3,3.5,1.8,0.3
12,1.01.51.72.83.03.23.43.23.34.33.41.90.51.31.82.32.12.30.80.50.60.70.61.1,4.3,2.0,0.5
13,1.92.83.03.23.43.63.83.64.54.94.33.43.52.83.93.03.33.03.43.43.63.22.62.6,4.9,3.3,1.9
14,2.53.13.33.84.25.15.25.15.95.64.73.31.62.33.73.13.53.14.06.46.54.64.74.5,6.5,4.2,1.6
15,2.42.11.81.72.02.52.42.52.01.50.90.31.70.61.72.62.72.62.22.21.82.11.11.3,2.7,1.8,0.3
16,0.81.52.32.23.52.93.72.94.03.22.33.02.92.72.41.41.01.41.10.61.02.01.42.4,4.0,2.2,0.6
17,2.62.52.72.63.02.93.12.93.03.24.64.44.54.13.32.52.62.52.62.93.14.22.73.7,4.6,3.2,2.5
18,3.74.73.94.33.54.23.74.23.92.63.22.11.12.63.45.35.35.35.14.33.82.01.71.8,5.3,3.5,1.1
19,2.11.62.53.23.64.14.64.13.13.43.64.06.05.44.95.12.25.15.45.75.44.95.15.6,6.0,4.2,1.6
20,6.57.37.37.37.05.65.45.66.06.67.57.45.75.15.04.94.74.95.14.94.64.64.84.8,7.5,5.8,4.5
21,5.54.83.43.73.93.94.03.93.24.24.75.25.05.24.23.22.93.24.54.24.74.64.85.7,5.7,4.3,2.9
22,7.05.85.86.35.75.52.45.54.33.84.04.03.93.63.33.52.93.51.11.91.61.94.85.2,7.0,3.9,1.1
23,7.88.28.08.16.76.06.56.05.75.66.36.45.85.55.74.35.44.35.46.36.45.73.13.3,8.2,6.0,3.1
24,2.51.91.62.02.52.73.32.73.74.33.44.24.32.12.22.82.22.81.01.11.63.53.03.7,4.3,2.7,1.0
25,2.33.04.23.73.73.53.83.53.33.53.43.33.23.63.93.62.93.63.83.62.84.23.13.6,4.2,3.5,2.3
26,2.62.73.12.83.13.23.23.23.13.03.02.63.23.22.71.71.61.71.31.31.71.52.92.9,3.9,2.6,1.3
27,2.43.02.83.64.32.94.12.92.92.32.71.60.80.31.10.50.70.51.11.21.61.21.31.8,4.3,2.0,0.3
28,2.21.41.41.61.82.11.52.11.52.12.93.33.63.21.91.82.71.83.63.53.64.14.34.3,4.3,2.7,1.4
29,4.34.44.84.84.54.93.84.93.63.75.14.94.34.03.23.42.83.42.41.82.31.92.91.8,5.1,3.6,1.8
30,1.41.91.41.31.81.20.81.23.24.33.12.52.41.51.52.02.02.00.50.50.30.71.73.5,4.3,1.8,0.3
31,2.93.03.33.83.74.34.14.33.63.93.82.72.62.42.63.52.33.51.61.20.51.71.71.4,5.3,2.9,0.5
TOTAL,3.23.23.23.43.53.53.63.53.63.73.73.53.22.92.92.72.52.72.52.62.82.92.93.2,5.1,3.2,1.4
