어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)넙치,통영,중,kg,53.2,1,"42,000","8,000","30,000"
(활)넙치,서천,중,kg,26,1,"45,000","17,000","30,700"
(활)넙치,격포,중,kg,21.8,1,"45,000","22,000","34,700"
(활)넙치,안면도,중,kg,11.3,1,"35,000","18,000","30,100"
(활)넙치,완도,중,kg,"11,941",1,"30,000",800,"20,100"
(활)넙치,안흥,중,kg,196.7,1,"45,000","4,000","29,200"
(활)넙치,태안,중,kg,561,1,"50,000","8,000","36,400"
(활)넙치,태안,2미,kg,50,1,"33,000","18,000","26,800"
(활)넙치,제주도,중,kg,"45,136.6",1,"26,000",500,"18,000"
(활)넙치,대천,중,kg,17.6,1,"35,000","25,000","30,700"
(활)넙치,목포,중,kg,106.7,1,"48,000","13,000","35,200"
(선)넙치,안흥,중,kg,54.8,1,"5,000","2,000","3,100"
(선)넙치,제주도,중,kg,29.2,1,"4,500",300,"4,300"
(선)넙치,통영,대,S/P,14.8,1,"10,000","5,000","8,600"
(선)넙치,완도,중,kg,33.6,1,"8,000","2,000","2,900"
(선)넙치,태안,중,kg,630.5,1,"11,000",800,"4,100"
(선)넙치,군산,대,S/P,944.9,1,"9,000",200,"3,900"
(선)넙치,안흥,대,S/P,87.2,1,"11,000",500,"5,300"
