일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,13.913.813.713.813.813.713.713.713.813.913.914.014.114.113.913.913.913.913.813.913.914.014.114.2,14.2,13.9,13.7
02,14.314.314.214.114.013.913.913.913.914.014.114.314.414.414.214.214.114.214.114.014.114.114.214.3,14.4,14.1,13.8
03,14.514.614.514.314.214.214.114.214.114.214.214.414.514.614.514.414.414.414.214.214.214.214.414.5,14.6,14.3,14.1
04,14.614.814.914.714.514.414.414.414.414.414.414.514.714.914.914.814.714.814.414.314.314.314.314.4,14.9,14.5,14.3
05,14.614.914.914.714.714.714.714.714.714.714.714.714.714.814.814.714.714.714.714.814.814.814.814.8,14.9,14.7,14.6
06,14.814.914.914.914.814.814.814.814.814.814.814.814.814.814.914.914.914.914.814.814.814.714.714.8,14.9,14.8,14.7
07,14.814.814.914.914.914.814.814.814.714.714.714.714.714.814.914.914.814.914.814.814.814.814.814.8,14.9,14.8,14.7
08,14.814.814.914.914.914.914.814.914.814.814.814.814.814.814.814.814.814.814.814.914.914.914.914.9,14.9,14.8,14.8
09,14.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.814.8,14.9,14.9,14.8
10,14.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.9,14.9,14.9,14.9
11,14.914.914.915.015.015.015.015.014.914.914.914.914.914.914.914.914.914.914.914.914.914.914.914.9,15.0,14.9,14.9
12,15.015.015.015.015.015.015.015.015.015.015.015.015.014.915.014.915.014.915.015.015.015.015.014.9,15.0,15.0,14.9
13,14.914.914.914.915.015.015.015.015.015.015.014.915.014.914.914.914.914.915.015.115.115.015.015.0,15.1,15.0,14.9
14,15.015.014.914.914.915.015.015.015.115.215.215.215.115.015.015.015.015.015.115.115.215.315.215.2,15.3,15.1,14.9
15,15.115.115.015.015.015.014.915.015.015.215.215.315.315.215.115.115.115.115.115.115.215.315.415.4,15.4,15.1,14.9
16,15.415.315.215.215.115.015.015.015.115.215.315.515.615.515.315.315.215.315.215.215.215.215.315.5,15.6,15.3,15.0
17,15.615.515.315.315.315.315.315.315.315.415.415.515.615.615.515.515.415.515.315.415.415.415.515.5,15.6,15.4,15.3
18,15.615.615.615.515.515.515.415.515.515.515.415.415.515.515.515.515.515.515.515.515.615.615.615.6,15.6,15.5,15.4
19,15.715.715.715.615.715.615.715.615.715.715.715.715.715.815.815.815.715.815.815.815.815.815.815.8,15.8,15.7,15.6
20,15.815.915.915.915.915.815.815.815.815.815.715.815.915.916.015.915.815.915.815.815.815.815.815.9,16.0,15.8,15.7
21,15.915.916.016.116.016.016.016.015.915.915.915.916.016.116.216.216.116.216.016.015.915.915.915.9,16.2,16.0,15.9
22,15.916.016.116.216.316.216.116.216.216.216.216.216.216.216.316.416.316.416.316.316.316.216.216.2,16.4,16.2,15.9
23,16.316.316.416.416.416.416.316.416.316.316.316.316.316.416.416.516.516.516.416.416.416.416.416.4,16.5,16.4,16.3
24,16.416.416.416.416.516.516.416.516.416.416.316.316.316.316.416.416.516.416.416.416.316.316.316.3,16.5,16.4,16.3
25,16.216.316.316.316.416.416.416.416.316.316.216.216.216.216.216.316.316.316.316.216.216.116.116.0,16.4,16.3,16.0
26,16.016.016.016.016.116.116.116.116.116.016.016.016.016.016.016.016.016.016.016.016.016.016.016.0,16.1,16.0,16.0
27,15.915.915.915.916.016.016.016.016.015.915.915.915.915.915.915.915.915.915.916.016.015.915.915.9,16.0,15.9,15.9
28,15.915.915.915.915.915.916.015.916.016.016.015.916.016.015.915.915.915.916.016.016.016.016.016.0,16.0,16.0,15.9
29,16.016.015.915.915.915.915.915.915.915.915.915.915.915.915.915.915.915.915.915.915.915.915.916.0,16.0,15.9,15.9
30,15.915.915.915.915.915.915.915.916.016.016.016.016.016.016.016.015.916.015.916.016.016.016.116.1,16.1,16.0,15.9
TOTAL,15.315.315.315.315.315.315.315.315.315.315.315.315.415.415.415.315.315.315.315.315.315.315.315.4,15.5,15.3,15.2
