일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.70.70.70.50.70.60.80.60.50.61.82.53.32.92.82.63.42.63.62.42.52.11.41.3,4.3,1.8,0.5
02,1.00.91.21.50.81.00.71.00.41.01.51.51.91.93.42.10.92.11.62.33.13.71.20.5,3.7,1.5,0.4
03,1.11.20.40.40.40.40.30.40.10.21.11.71.62.52.42.32.22.30.70.60.60.80.60.6,2.5,1.0,0.1
04,0.80.40.80.50.70.90.40.90.50.60.50.61.90.81.51.51.61.51.30.80.80.70.70.4,1.9,0.9,0.4
05,0.80.60.70.40.80.70.80.70.60.30.82.42.51.61.30.91.00.91.21.11.42.22.72.9,2.9,1.2,0.3
06,2.93.44.44.74.33.73.93.75.74.84.25.23.02.62.72.62.72.62.73.53.13.03.13.3,5.7,3.7,2.6
07,3.33.23.53.22.82.01.72.01.91.81.21.01.11.31.71.31.51.31.11.00.91.01.21.0,3.5,1.7,0.9
08,1.00.80.60.80.80.91.00.90.70.70.70.70.92.12.01.00.91.01.21.01.11.00.70.9,2.1,1.0,0.6
09,0.70.60.70.50.90.40.90.40.60.30.81.11.72.42.11.62.11.61.41.30.70.50.60.7,2.4,1.0,0.3
10,0.40.90.40.40.30.30.30.30.42.33.13.11.62.93.81.02.41.01.51.61.00.91.11.2,3.8,1.4,0.3
11,1.00.90.80.90.90.60.80.60.81.01.70.81.01.71.81.51.31.51.01.31.00.60.90.9,1.9,1.1,0.6
12,0.80.90.70.60.91.01.31.01.61.50.80.81.42.22.31.31.71.31.41.41.81.41.41.3,2.3,1.3,0.6
13,1.21.31.11.11.11.51.31.51.51.21.51.42.02.11.42.21.52.20.90.81.11.10.80.9,2.2,1.3,0.8
14,0.90.80.71.00.90.60.60.60.80.60.91.21.72.01.81.81.61.80.80.70.90.61.00.9,2.0,1.0,0.6
15,0.60.70.80.40.60.50.70.50.50.31.92.61.51.31.41.61.81.61.81.00.70.70.61.1,2.6,1.0,0.3
16,0.91.10.80.50.70.60.60.60.50.40.61.01.31.91.32.01.62.01.30.81.01.30.70.7,2.0,1.0,0.4
17,0.81.00.70.70.81.11.01.11.10.70.81.22.03.22.83.32.63.32.51.40.91.01.21.8,3.3,1.5,0.7
18,2.62.31.72.32.42.01.72.01.31.01.82.12.12.93.12.72.62.71.51.00.90.91.21.4,3.1,1.9,0.9
19,1.20.70.90.80.60.60.80.60.60.51.01.41.61.72.72.92.32.91.82.52.62.12.01.7,2.9,1.5,0.5
20,1.20.60.60.91.00.81.00.80.91.63.43.22.73.62.62.61.42.60.90.91.21.10.80.7,3.6,1.5,0.6
21,0.60.60.50.30.40.50.50.50.50.40.81.11.51.82.11.91.31.91.10.50.70.50.40.5,2.1,0.8,0.3
22,0.50.40.60.40.50.60.20.60.20.11.01.31.52.01.71.41.21.42.22.11.31.21.11.3,2.7,1.1,0.1
23,0.90.72.10.30.90.72.00.72.41.22.13.73.63.21.92.63.12.62.01.91.62.12.82.7,3.7,2.0,0.3
24,1.81.41.61.51.01.51.41.51.91.31.61.41.11.11.41.11.21.11.01.21.21.31.61.1,1.9,1.4,1.0
25,1.81.51.51.31.11.00.81.01.31.11.63.24.02.41.51.60.91.61.00.50.40.50.60.5,4.0,1.4,0.4
26,0.60.30.40.50.60.50.50.50.70.41.21.10.90.72.22.01.52.01.01.01.10.60.30.3,2.2,0.8,0.3
27,0.30.40.40.60.40.60.40.60.50.30.20.41.31.61.42.00.62.01.50.91.01.72.42.1,2.4,1.0,0.2
28,1.01.41.61.42.01.61.81.62.12.42.52.63.03.12.72.62.22.61.10.81.01.50.71.2,3.1,1.8,0.7
29,1.71.60.81.20.70.81.00.81.00.60.40.61.11.11.61.41.71.41.82.01.71.51.42.2,2.2,1.3,0.4
30,2.31.81.20.91.30.81.10.80.91.31.71.21.41.61.41.31.31.31.11.31.51.11.21.2,2.3,1.3,0.8
TOTAL,1.21.11.11.01.01.01.01.01.11.01.41.71.92.12.11.91.71.91.51.31.31.31.21.2,2.8,1.4,0.6
