일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,9.39.39.39.39.39.39.39.39.39.29.39.39.39.39.29.29.29.29.29.29.29.39.39.2,9.3,9.3,9.2
02,9.29.39.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.2,9.3,9.2,9.2
03,9.29.29.29.29.19.19.19.19.19.09.09.19.19.19.19.09.09.09.09.09.09.09.09.0,9.2,9.1,9.0
04,9.09.09.09.09.09.08.99.08.98.98.98.98.98.98.98.98.98.98.98.98.98.98.98.9,9.0,8.9,8.9
05,8.98.98.98.88.98.88.88.88.88.88.78.88.88.88.88.88.88.88.88.78.78.78.78.8,8.9,8.8,8.7
06,8.88.88.88.88.88.88.78.88.78.78.78.78.78.78.78.78.78.78.78.78.78.78.88.8,8.8,8.7,8.7
07,8.88.88.88.88.88.88.88.88.88.78.78.88.88.88.88.88.88.88.88.88.88.88.88.8,8.8,8.8,8.7
08,8.98.98.98.98.98.98.88.98.88.88.78.78.88.88.88.88.88.88.88.88.88.88.88.8,8.9,8.8,8.7
09,8.88.98.98.98.98.98.98.98.88.88.88.88.88.88.88.88.88.88.88.88.88.88.88.9,8.9,8.8,8.8
10,8.98.98.98.98.98.98.98.98.98.98.98.98.98.98.98.98.98.98.98.99.08.99.09.0,9.0,8.9,8.9
11,9.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.19.09.09.19.19.19.19.1,9.1,9.0,9.0
12,9.19.19.19.19.29.29.19.29.19.19.19.19.29.29.29.29.29.29.29.29.29.29.29.2,9.2,9.2,9.1
13,9.29.29.29.29.39.39.39.39.29.29.39.39.39.39.39.39.39.39.39.49.49.49.49.4,9.4,9.3,9.2
14,9.59.59.59.59.59.59.59.59.59.59.59.69.69.69.69.69.79.69.79.79.79.79.79.7,9.7,9.6,9.5
15,9.79.89.89.89.89.89.89.89.89.89.89.89.89.89.99.99.99.99.99.99.99.99.99.9,9.9,9.8,9.7
16,9.99.99.99.910.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.0,10.0,10.0,9.9
17,10.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.010.0,10.0,10.0,10.0
18,10.010.010.010.010.010.09.910.09.910.010.09.99.99.99.99.99.99.99.99.99.99.99.99.9,10.0,9.9,9.9
19,9.99.99.99.99.99.99.99.99.89.89.89.89.89.89.89.89.89.89.89.89.89.89.89.8,9.9,9.8,9.8
20,9.89.99.89.89.89.89.89.89.89.89.89.89.79.79.79.89.89.89.89.89.89.89.89.8,9.9,9.8,9.7
21,9.89.89.89.89.89.89.89.89.79.69.69.69.69.69.69.69.69.69.69.59.69.59.69.6,9.8,9.7,9.5
22,9.69.69.69.69.69.59.59.59.39.39.29.29.39.39.39.39.39.39.39.39.29.29.29.2,9.6,9.4,9.2
23,9.29.39.39.39.39.29.29.29.19.09.09.09.09.09.09.09.19.09.19.19.19.19.09.0,9.3,9.1,9.0
24,9.19.19.19.19.19.19.09.19.08.98.88.88.78.88.78.88.88.88.88.78.88.78.68.6,9.1,8.9,8.6
25,8.68.58.68.68.68.68.58.68.38.18.07.97.97.97.98.08.08.08.08.08.07.97.97.9,8.6,8.2,7.9
26,7.87.87.87.97.97.97.87.97.87.87.77.67.57.57.57.57.57.57.67.67.67.67.67.6,7.9,7.7,7.5
27,7.67.57.67.67.67.67.67.67.67.67.67.67.57.57.57.57.57.57.67.67.67.67.67.6,7.6,7.6,7.5
28,7.57.57.57.57.57.57.57.57.57.57.57.47.47.37.37.47.37.47.37.47.47.37.47.3,7.5,7.4,7.3
29,7.37.37.37.37.37.27.27.27.27.37.27.27.27.27.27.27.27.27.27.27.27.27.27.2,7.3,7.2,7.2
30,7.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.2,7.2,7.2,7.2
31,7.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.27.37.3,7.3,7.2,7.2
TOTAL,8.98.98.98.98.98.98.98.98.98.98.88.88.88.88.88.88.88.88.98.98.88.98.98.9,9.0,8.9,8.8
