일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,25.125.325.425.325.225.325.125.324.824.724.724.724.925.125.325.024.925.025.024.824.824.724.724.7,25.4,25.0,24.7
02,24.824.925.125.024.924.924.924.924.424.324.324.324.324.524.824.924.924.924.724.624.424.424.424.4,25.1,24.7,24.3
03,24.424.524.824.824.824.624.724.624.224.023.923.924.024.024.224.524.624.524.524.324.123.923.823.7,24.8,24.3,23.7
04,23.723.723.824.324.424.524.224.523.823.623.523.523.423.523.523.523.523.523.523.523.523.523.423.3,24.5,23.7,23.3
05,23.323.323.323.323.323.323.323.323.323.223.123.123.023.123.123.123.123.123.123.123.023.023.023.0,23.3,23.2,23.0
06,22.922.922.922.922.922.922.922.922.822.822.722.622.622.622.622.622.622.622.622.622.622.622.622.6,22.9,22.7,22.6
07,22.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.522.5,22.5,22.5,22.5
08,22.522.422.422.422.422.422.422.422.422.422.422.422.422.422.422.322.422.322.322.322.322.422.422.3,22.5,22.4,22.3
09,22.322.322.322.322.222.222.222.222.222.222.222.222.222.122.122.122.022.122.022.022.022.022.122.1,22.3,22.1,22.0
10,22.122.122.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.122.022.0,22.1,22.0,22.0
11,22.022.022.022.022.022.022.022.022.022.122.122.022.022.022.022.022.022.022.022.022.022.022.122.1,22.1,22.0,22.0
12,22.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.022.021.921.921.921.921.922.0,22.0,22.0,21.9
13,22.022.022.021.921.921.921.821.921.821.821.921.922.022.021.921.921.921.921.821.821.821.821.821.9,22.0,21.9,21.8
14,21.921.921.921.921.821.821.821.821.721.721.721.821.921.921.921.821.821.821.821.821.821.821.821.9,21.9,21.8,21.7
15,21.921.921.921.821.821.921.821.921.621.621.721.721.921.921.921.921.821.921.821.721.721.721.721.7,21.9,21.8,21.6
16,21.921.921.821.821.821.821.721.821.521.521.521.521.621.821.821.821.821.821.721.621.621.621.621.6,21.9,21.7,21.5
17,21.621.821.821.821.821.721.721.721.521.421.421.421.521.521.721.721.721.721.621.521.521.521.521.5,21.8,21.6,21.4
18,21.521.521.621.721.721.621.621.621.321.321.221.221.321.321.421.521.621.521.421.421.421.421.421.4,21.7,21.4,21.2
19,21.421.421.521.521.621.621.421.621.421.321.321.321.321.321.321.421.421.421.421.321.321.321.321.3,21.6,21.4,21.3
20,21.421.421.421.421.421.421.421.421.421.321.321.221.221.221.221.221.221.221.421.321.221.221.221.2,21.4,21.3,21.2
21,21.221.221.121.221.421.421.421.421.221.221.220.920.820.720.720.721.020.721.221.221.221.121.020.9,21.4,21.1,20.7
22,20.820.820.821.021.121.121.121.121.121.020.820.720.720.620.520.420.420.420.720.820.820.920.920.8,21.2,20.8,20.4
23,20.720.620.520.520.520.520.620.520.820.720.720.620.420.420.420.420.320.420.320.420.420.520.720.6,20.8,20.5,20.3
24,20.620.520.420.420.420.420.420.420.420.520.620.620.520.420.420.420.320.420.320.320.320.420.520.5,20.6,20.4,20.3
25,20.420.420.420.420.420.420.420.420.420.420.520.420.420.420.420.320.320.320.320.320.320.320.420.5,20.5,20.4,20.3
26,20.420.320.320.320.320.320.320.320.320.420.420.420.420.320.320.320.320.320.220.220.320.320.320.4,20.4,20.3,20.2
27,20.520.420.320.320.320.320.220.320.120.220.320.320.420.520.320.320.220.320.220.220.220.220.220.3,20.5,20.3,20.1
28,20.420.520.320.320.320.120.020.119.919.920.020.120.320.420.220.220.220.220.020.020.020.020.120.1,20.5,20.1,19.9
29,20.320.320.220.220.220.119.920.119.819.819.819.820.020.220.220.020.120.020.019.919.919.819.819.9,20.3,20.0,19.8
30,20.020.220.120.020.020.019.820.019.519.519.619.619.719.820.119.919.919.919.819.719.719.719.719.7,20.2,19.8,19.5
31,19.819.920.119.919.819.919.819.919.519.419.419.519.519.619.819.919.919.919.719.719.719.719.619.7,20.1,19.7,19.4
TOTAL,21.821.821.821.821.821.821.821.821.721.621.621.621.621.721.721.721.721.721.721.621.621.621.621.6,21.9,21.7,21.5
