일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,27.327.327.327.327.327.327.327.327.227.227.227.227.227.327.627.827.727.827.227.227.227.127.127.1,27.8,27.3,27.1
02,27.227.227.227.227.227.227.227.227.127.127.127.127.127.227.327.327.427.327.227.227.027.027.027.0,27.4,27.2,27.0
03,27.027.027.127.327.327.327.127.326.826.526.526.526.526.627.027.227.227.227.126.926.726.526.426.4,27.3,26.9,26.4
04,26.426.426.526.927.227.227.227.226.526.426.426.426.426.426.526.526.626.526.626.526.526.426.326.3,27.2,26.6,26.3
05,26.326.326.326.426.426.426.426.426.426.426.426.426.426.426.426.526.526.526.526.526.526.526.526.5,26.5,26.4,26.3
06,26.526.526.526.626.626.726.726.726.726.526.426.326.326.326.426.426.526.426.526.526.526.526.526.5,26.7,26.5,26.3
07,26.526.526.526.526.526.526.526.526.526.526.526.426.426.326.426.426.426.426.526.526.526.526.526.5,26.5,26.5,26.3
08,26.526.526.526.526.526.526.526.526.526.526.526.526.526.426.426.426.526.426.526.526.526.526.526.5,26.5,26.5,26.4
09,26.526.526.526.526.526.526.526.526.526.526.526.526.526.426.426.426.426.426.426.526.526.526.526.5,26.5,26.5,26.4
10,26.526.526.526.526.426.526.526.526.526.526.526.526.526.526.526.426.426.426.326.326.326.426.426.4,26.5,26.4,26.3
11,26.426.426.426.426.426.426.426.426.426.426.526.526.626.626.526.426.426.426.326.226.226.426.526.5,26.6,26.4,26.2
12,26.526.626.626.526.426.426.326.426.426.426.426.526.626.726.726.526.426.526.426.426.426.426.526.6,26.7,26.5,26.3
13,26.526.726.726.726.526.526.426.526.526.526.526.626.726.826.826.726.626.726.326.226.226.226.326.4,26.8,26.5,26.2
14,26.626.726.926.826.726.526.426.526.426.526.526.526.726.926.926.926.726.926.326.226.226.226.326.3,26.9,26.5,26.2
15,26.626.826.926.926.826.626.426.626.326.426.426.426.726.827.026.926.926.926.526.426.426.426.426.4,27.0,26.6,26.3
16,26.626.826.926.926.826.726.626.726.326.226.226.426.626.826.826.826.826.826.526.226.126.126.126.2,26.9,26.5,26.1
17,26.226.626.726.726.726.626.426.626.226.126.126.126.326.526.626.726.626.726.426.226.226.126.126.1,26.7,26.4,26.1
18,26.226.426.526.626.526.526.426.526.026.026.026.026.126.126.326.426.526.426.326.226.126.026.026.0,26.6,26.2,26.0
19,26.126.326.326.426.626.426.326.426.026.026.026.026.026.026.126.326.426.326.326.226.126.026.026.0,26.6,26.2,26.0
20,26.026.226.226.326.526.526.326.526.126.025.925.825.825.926.026.126.226.126.226.026.025.925.825.8,26.5,26.1,25.8
21,25.725.725.725.725.725.825.825.825.725.725.725.625.625.625.725.725.625.725.625.625.725.725.725.6,25.8,25.7,25.6
22,25.625.625.725.725.725.825.825.825.625.625.625.625.625.625.625.625.625.625.625.625.625.625.625.6,25.8,25.6,25.6
23,25.625.625.625.525.525.525.625.525.625.525.525.525.525.525.525.525.525.525.425.425.425.525.525.5,25.6,25.5,25.4
24,25.525.525.525.425.425.425.425.425.425.425.425.425.325.325.325.325.325.325.225.225.325.225.225.2,25.5,25.3,25.2
25,25.225.225.225.225.225.225.225.225.225.225.225.225.125.125.125.125.125.125.125.125.125.125.125.1,25.2,25.2,25.1
26,25.125.125.125.125.125.025.025.025.025.025.025.025.025.025.025.025.025.024.924.925.025.025.025.0,25.1,25.0,24.9
27,25.025.025.025.024.924.924.924.924.824.925.025.025.025.325.024.924.924.924.824.924.924.924.924.9,25.3,24.9,24.8
28,25.025.125.225.024.924.924.924.924.924.925.025.025.025.225.225.025.025.024.924.924.924.924.924.9,25.2,25.0,24.9
29,25.125.225.325.225.125.025.025.025.025.025.125.225.125.325.425.325.225.325.125.125.125.225.225.2,25.4,25.2,25.0
30,25.225.325.425.425.425.225.225.225.125.025.025.125.225.325.525.425.325.425.125.025.024.924.925.0,25.5,25.2,24.9
TOTAL,26.126.226.226.226.226.226.126.226.126.026.026.026.126.126.226.226.226.226.126.026.026.026.026.0,26.4,26.1,25.9
