어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)대구,동해시,중,S/P,91.5,1.0,"5,500","5,000","5,100"
(선)대구,속초,4미,S/P,19.0,1.0,"2,500","2,500","2,500"
(선)대구,죽변,2미,S/P,13.0,10.0,"15,000","10,000","13,800"
(선)대구,방어진,중,S/P,17.0,1.0,"4,000","4,000","4,000"
(선)대구,임원,중,kg,189.0,1.0,"5,000","3,500","4,300"
(선)대구,포항,중,S/P,210.4,1.0,"6,000","3,000","4,000"
(선)대구,방어진,3미,S/P,42.6,1.0,"3,000","2,500","2,800"
(선)대구,속초,중,S/P,4.0,10.0,"108,000","79,000","86,800"
(선)대구,죽변,중,S/P,25.0,10.0,"30,000","25,000","28,400"
(선)대구,속초,중,S/P,194.8,1.0,"5,000","2,500","3,800"
(선)대구,포항,4미,S/P,55.1,1.0,"4,500","3,000","4,100"
(선)대구,포항,9미,S/P,81.8,1.0,"4,500","4,500","4,500"
(선)대구,속초,3미,S/P,20.3,1.0,"2,500","2,500","2,500"
(선)대구,삼척,중,S/P,86.3,1.0,"4,000","3,000","3,200"
(냉)대구,러시아,L,PAN(펜),50.0,18.5,"58,700","58,700","58,700"
(냉)대구,러시아,L,CT/(BT),90.0,18.5,"59,000","58,300","58,500"
(냉)대구 기타,러시아,L,PAN(펜),30.0,20.0,"55,300","55,300","55,300"
(냉)대구(H/G),러시아,2L,PAN(펜),100.0,20.0,"95,000","95,000","95,000"
