어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)대구,여수,중,kg,203.3,1.0,"8,000","3,000","5,000"
(활)대구,통영,중,kg,22.4,1.0,"6,000","2,500","4,900"
(선)대구,여수,중,kg,126.3,1.0,"8,000","5,000","6,200"
(선)대구,축산,3미,S/P,2,15.0,"35,000","35,000","35,000"
(선)대구,강구,중,S/P,1,20.0,"45,000","45,000","45,000"
(선)대구,삼척,중,S/P,1,10.0,"62,000","62,000","62,000"
(선)대구,삼천포,중,S/P,4,8.5,"17,000","17,000","17,000"
(선)대구,나로도,3미,S/P,1,10.0,"45,000","45,000","45,000"
(선)대구,축산,대,S/P,6,15.0,"90,000","45,000","52,500"
(선)대구,남해,중,S/P,1,8.9,"20,000","20,000","20,000"
(선)대구,축산,대,S/P,8.9,1.0,"3,500","3,500","3,500"
(선)대구,군산,중,kg,27.2,1.0,"2,500","2,500","2,500"
(선)대구,축산,중,S/P,2,10.0,"36,000","34,000","35,000"
(선)대구,남해,중,S/P,2,8.3,"20,000","20,000","20,000"
(선)대구,삼천포,중,S/P,1,12.5,"20,000","20,000","20,000"
(선)대구,삼천포,중,S/P,4,9.5,"19,000","19,000","19,000"
(선)대구,삼천포,중,S/P,1,7.5,"15,000","15,000","15,000"
(선)대구,삼천포,중,S/P,2,9.3,"18,600","18,600","18,600"
(선)대구,삼천포,3미,S/P,1,9.8,"19,600","19,600","19,600"
(선)대구,포항,중,S/P,87.1,1.0,"3,500","2,000","2,700"
(선)대구,축산,3미,S/P,62.8,1.0,"3,500","2,000","2,500"
(선)대구,축산,3미,S/P,3,12.0,"35,000","35,000","35,000"
(선)대구,속초,중,S/P,"2,448",1.0,"8,000","1,500","4,100"
(선)대구,삼천포,중,S/P,1,14.0,"28,000","28,000","28,000"
(선)대구,축산,중,S/P,273.9,1.0,"5,500","1,000","3,300"
(선)대구,삼천포,3미,S/P,1,8.5,"42,500","42,500","42,500"
(선)대구,삼천포,중,S/P,4,10.5,"21,000","20,000","20,500"
(선)대구,삼천포,3미,S/P,5,9.5,"47,500","47,500","47,500"
(선)대구,삼천포,중,S/P,4,10.0,"55,000","20,000","37,500"
(선)대구,속초,중,kg,86.7,1.0,"3,000","2,500","2,600"
(선)대구,속초,대,S/P,20,10.0,"136,000","85,000","106,800"
(선)대구,남해,중,S/P,1,7.9,"20,000","20,000","20,000"
(선)대구,남해,중,S/P,1,9.3,"20,000","20,000","20,000"
(선)대구,삼천포,중,S/P,1,8.7,"17,400","17,400","17,400"
(선)대구,동해시,대,S/P,3,10.0,"123,000","90,000","101,000"
(선)대구,남해,중,S/P,1,9.0,"20,000","20,000","20,000"
(선)대구,삼척,중,S/P,22,20.0,"110,000","62,000","82,800"
(선)대구,삼천포,중,S/P,1,13.5,"54,000","54,000","54,000"
(선)대구,강구,중,S/P,15.2,1.0,"1,500","1,500","1,500"
(선)대구,삼천포,3미,S/P,2,8.7,"43,500","43,500","43,500"
(선)대구,삼천포,중,S/P,1,8.2,"16,400","16,400","16,400"
(선)대구,나로도,4미,S/P,2,10.0,"45,000","45,000","45,000"
(선)대구,삼척,5미,S/P,122.5,1.0,"3,500","3,500","3,500"
(선)대구,나로도,5미,S/P,1,10.0,"52,000","52,000","52,000"
(선)대구,삼척,중,S/P,"1,498.2",1.0,"5,500","2,000","3,900"
(선)대구,삼천포,3미,S/P,1,10.0,"20,000","20,000","20,000"
(선)대구,남해,중,S/P,5,15.0,"49,000","20,000","31,600"
(선)대구,삼천포,중,S/P,1,9.0,"18,000","18,000","18,000"
(선)대구,삼천포,중,S/P,3,10.3,"56,650","20,600","32,600"
(선)대구,축산,4미,S/P,19.8,1.0,"3,000","3,000","3,000"
(선)대구,축산,10미,S/P,28.1,1.0,"3,500","3,200","3,300"
(선)대구,남해,중,S/P,1,8.5,"20,000","20,000","20,000"
(선)대구,동해시,중,S/P,117.7,1.0,"4,000","4,000","4,000"
(선)대구,삼천포,중,S/P,1,11.0,"44,000","44,000","44,000"
(선)대구,삼천포,중,S/P,3,15.0,"30,000","10,000","16,700"
(선)대구,삼천포,중,S/P,2,9.7,"53,350","53,350","53,400"
(선)대구,삼천포,중,S/P,1,8.9,"17,800","17,800","17,800"
(선)대구,임원,중,S/P,760.9,1.0,"8,000","3,500","4,500"
