어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)고등어,속초,6미,S/P,28,10.0,"35,000","35,000","35,000"
(선)고등어,제주도,20미,S/P,3,10.0,"20,000","20,000","20,000"
(선)고등어,제주도,10미,S/P,24,10.0,"35,000","20,000","24,100"
(선)고등어,통영,1미,kg,96,1.0,"3,000",300,"1,000"
(선)고등어,제주도,18미,S/P,2,10.0,"25,000","25,000","25,000"
(선)고등어,제주도,15미,S/P,28,10.0,"26,000","15,000","21,000"
(선)고등어,제주도,12미,S/P,8,10.0,"20,000","20,000","20,000"
(선)고등어,부산(기장),25미,S/P,10,10.0,"20,000","20,000","20,000"
(선)고등어,통영,35미,S/P,100,15.0,"18,000","17,000","17,000"
(선)고등어,속초,4미,S/P,7,10.0,"38,000","38,000","38,000"
(선)고등어,남해,대,S/P,19,10.0,"42,000","20,000","26,900"
(선)고등어,속초,대,S/P,9,10.0,"30,000","30,000","30,000"
(선)고등어,부산(기장),15미,S/P,1,10.0,"20,000","20,000","20,000"
(선)고등어,제주도,24미,S/P,1,10.0,"20,000","20,000","20,000"
(선)고등어,제주도,22미,S/P,1,15.0,"45,000","45,000","45,000"
(선)고등어,부산(기장),10미,S/P,15,10.0,"35,000","35,000","35,000"
(선)고등어,부산(기장),20미,S/P,29,10.0,"30,000","17,000","21,500"
(선)고등어,제주도,16미,S/P,17,15.0,"50,000","50,000","50,000"
(선)고등어,제주도,16미,S/P,51,10.0,"65,000","16,000","50,700"
(선)고등어,제주도,18미,S/P,42,15.0,"50,000","47,000","47,100"
(선)고등어,부산(기장),대,S/P,4,10.0,"30,000","30,000","30,000"
(선)고등어,제주도,7미,S/P,2,10.0,"30,000","10,000","20,000"
(선)고등어,부산(기장),12미,S/P,2,10.0,"30,000","30,000","30,000"
(선)고등어,제주도,20미,S/P,4,15.0,"45,000","45,000","45,000"
(선)고등어,제주도,14미,S/P,5,15.0,"50,000","50,000","50,000"
(선)고등어,제주도,13미,S/P,1,10.0,"25,000","25,000","25,000"
(냉)고등어,노르웨이,400/600,CT/(BT),258,20.0,"75,100","73,500","74,200"
(냉)고등어,기타(국내),30미,CT/(BT),40,13.0,"51,000","51,000","51,000"
(냉)고등어,노르웨이,300/500,CT/(BT),351,20.0,"75,000","71,000","72,800"
(냉)고등어,기타(국내),24미,CT/(BT),28,13.0,"58,200","50,000","53,800"
(냉)고등어,기타(국내),25미,CT/(BT),3,15.0,"40,000","40,000","40,000"
(냉)염고등어,노르웨이,8손,CT/(BT),30,8.0,"31,700","31,700","31,700"
(냉)염고등어,기타(국내),20손,CT/(BT),48,12.0,"72,300","58,700","63,800"
(냉)염고등어,노르웨이,특대,CT/(BT),610,8.0,"40,600","33,000","39,700"
(냉)염고등어,노르웨이,대,CT/(BT),960,7.5,"38,500","37,000","38,100"
(냉)염고등어,노르웨이,8손,CT/(BT),30,7.5,"32,700","32,700","32,700"
(냉)염고등어,기타(국내),24손,CT/(BT),30,10.0,"32,500","32,500","32,500"
(냉)염고등어,기타(국내),소,CT/(BT),30,9.5,"44,500","44,500","44,500"
(냉)염고등어,기타(국내),중,CT/(BT),30,12.0,"55,500","55,500","55,500"
(냉)염고등어,노르웨이,8손,CT/(BT),90,7.0,"32,700","32,200","32,400"
(냉)염고등어,노르웨이,중,CT/(BT),225,6.0,"29,100","28,000","28,900"
