어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(냉)명태,러시아,6통,PAN(펜),100,21.5,"35,000","32,600","33,800"
(냉)명태,러시아,4통,PAN(펜),"1,267",21.5,"43,200","29,700","36,700"
(냉)명태,러시아,3통,PAN(펜),140,21.5,"46,900","29,700","36,100"
(냉)명태,러시아,7통,PAN(펜),80,21.5,"40,300","40,300","40,300"
(냉)명태,러시아,5통,PAN(펜),50,21.5,"34,900","32,000","33,200"
(냉)명태포,러시아,중,CT/(BT),275,6.0,"35,500","35,000","35,300"
(냉)명태포,러시아,7/8미,CT/(BT),30,7.5,"34,700","34,700","34,700"
(냉)명태포,러시아,10/12,CT/(BT),50,7.5,"36,600","36,600","36,600"
(냉)명태포,러시아,8/10,CT/(BT),500,10.0,"64,000","64,000","64,000"
(냉)명태포,러시아,12/15,CT/(BT),500,10.0,"71,900","71,800","71,800"
