어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(냉)명태,러시아,6통,PAN(펜),"1,100",21.5,"32,000","32,000","32,000"
(냉)명태,러시아,4통,PAN(펜),152,21.5,"41,100","32,800","33,300"
(냉)명태,러시아,3통,PAN(펜),48,21.5,"32,800","32,800","32,800"
(냉)명태,러시아,6통,PAN(펜),50,11.5,"27,200","27,200","27,200"
(냉)명태,러시아,5통,PAN(펜),50,11.5,"26,000","26,000","26,000"
(냉)명태,러시아,5통,PAN(펜),"5,500",21.5,"28,000","12,000","28,000"
(냉)명태포,러시아,7/8미,CT/(BT),10,10.0,"60,600","60,600","60,600"
(냉)명태포,러시아,10/12,CT/(BT),294,10.0,"65,800","64,100","64,200"
(냉)명태포,러시아,중,CT/(BT),433,6.0,"35,500","35,000","35,100"
(냉)명태포,러시아,8/10,CT/(BT),100,10.0,"65,300","65,300","65,300"
