어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(냉)명태,(원양)러시아,6통,PAN(펜),"3,800",20.0,"26,000","17,000","26,000"
(냉)명태,러시아,7통,PAN(펜),170,20.0,"26,000","26,000","26,000"
(냉)명태,(원양)러시아,7통,PAN(펜),500,20.0,"28,000","28,000","28,000"
(냉)명태,러시아,7통,CT/(BT),10,21.5,"35,900","35,900","35,900"
(냉)명태,러시아,8통,PAN(펜),10,21.5,"38,300","38,300","38,300"
(냉)명태,러시아,3미,PAN(펜),10,21.5,"51,000","51,000","51,000"
(냉)명태,러시아,5통,PAN(펜),"2,700",20.0,"23,000","23,000","23,000"
(냉)명태,러시아,7통,PAN(펜),60,21.5,"36,400","32,500","35,500"
(냉)명태,러시아,9통,PAN(펜),518,20.0,"38,000","15,000","37,600"
(냉)명태,러시아,8통,PAN(펜),150,20.0,"30,000","30,000","30,000"
(냉)명태,러시아,5통,PAN(펜),10,21.5,"31,300","31,300","31,300"
(냉)명태,러시아,4미,PAN(펜),10,21.5,"41,000","41,000","41,000"
(냉)명태,러시아,6통,PAN(펜),"5,200",20.0,"26,000","24,000","24,800"
(냉)명태,러시아,3통,PAN(펜),218,21.5,"53,200","46,700","52,300"
(냉)명태,러시아,6통,CT/(BT),100,21.5,"34,800","34,800","34,800"
(냉)명태,러시아,4통,PAN(펜),850,21.5,"44,800","41,000","44,300"
(냉)명태,러시아,6통,PAN(펜),80,21.5,"35,400","31,900","34,700"
(냉)명태,러시아,6통,PAN(펜),100,11.8,"20,000","20,000","20,000"
(냉)명태포,러시아,중,CT/(BT),50,7.5,"38,500","38,500","38,500"
(냉)명태포,러시아,중,CT/(BT),"1,500",6.0,"32,400","22,000","27,300"
(냉)명태포,러시아,중,CT/(BT),610,10.0,"60,600","54,800","55,900"
(냉)명태포,러시아,10/12,CT/(BT),50,10.0,"58,200","58,200","58,200"
(냉)명태포,중국,중,box,5,7.0,"37,000","37,000","37,000"
(냉)명태포,러시아,12/15,CT/(BT),137,10.0,"61,900","59,500","60,600"
