일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,2.24.03.62.41.31.51.31.51.21.52.53.23.13.53.64.93.24.96.25.64.02.43.22.8,6.2,3.1,1.2
02,2.91.71.52.11.31.52.21.51.90.90.70.50.50.80.51.00.61.00.50.30.90.91.80.9,2.9,1.2,0.3
03,0.40.00.00.40.10.00.00.01.21.11.30.61.83.04.24.94.04.93.63.64.03.22.52.6,4.9,2.0,0.0
04,2.01.51.40.90.90.60.70.62.22.11.82.51.60.90.72.53.12.52.62.41.20.21.52.3,3.1,1.6,0.2
05,1.80.50.80.60.40.91.20.92.32.31.70.30.30.41.43.02.93.02.02.21.51.81.10.8,3.0,1.4,0.3
06,0.90.30.10.10.31.11.01.11.50.81.12.42.91.72.32.72.32.71.31.30.20.00.00.0,2.9,1.2,0.0
07,0.00.00.00.00.00.00.00.00.00.50.90.60.51.21.51.31.11.31.31.00.40.40.50.3,1.5,0.5,0.0
08,1.51.42.22.20.41.41.51.41.02.33.11.71.10.81.10.80.70.80.30.00.40.1,3.1,1.2,0.0
09,1.10.51.51.21.61.71.30.70.50.50.50.30.20.50.71.43.0,3.0,1.0,0.2
10,3.32.92.73.02.53.53.73.54.31.93.23.14.43.22.74.24.24.24.74.64.54.64.03.0,4.7,3.5,1.9
11,3.13.13.23.43.33.63.53.63.43.53.43.72.81.31.63.22.73.23.02.62.63.43.32.6,3.9,3.0,1.3
12,2.62.62.51.60.50.61.20.60.82.32.71.91.51.20.70.83.10.81.82.42.31.40.70.2,3.1,1.6,0.2
13,0.20.00.10.00.10.20.30.20.20.92.84.51.52.43.34.43.54.42.61.61.71.40.60.4,4.7,1.6,0.0
14,1.51.81.41.21.60.91.40.92.61.92.83.31.91.20.61.14.11.12.12.41.40.40.70.2,4.1,1.8,0.2
15,0.10.71.02.61.51.20.51.20.90.50.60.30.20.20.72.62.22.61.91.71.00.90.20.3,2.8,1.1,0.1
16,1.72.22.42.22.62.93.12.92.31.91.81.61.00.40.10.93.20.91.80.50.20.30.00.2,3.2,1.6,0.0
17,0.20.71.31.52.30.92.80.92.52.12.21.80.20.10.00.00.00.00.00.00.00.40.30.1,2.8,0.9,0.0
18,0.00.10.00.10.00.01.40.01.52.31.20.70.71.00.70.81.00.81.01.00.70.60.60.7,2.3,0.8,0.0
19,0.10.20.31.31.20.70.90.71.51.30.80.82.21.92.22.92.02.92.31.40.70.82.71.8,2.9,1.4,0.1
20,1.92.82.73.02.41.50.91.50.40.50.70.30.00.00.00.10.00.10.0,3.0,0.9,0.0
21,0.00.00.00.00.00.00.00.00.00.00.10.00.81.00.80.50.43.1,3.1,0.4,0.0
22,3.42.31.11.00.91.42.21.42.42.82.52.72.63.84.24.25.14.24.72.92.11.81.61.7,5.1,2.7,0.9
23,0.62.13.53.53.54.62.44.63.12.21.71.50.70.00.00.00.10.02.63.43.94.83.43.8,4.8,2.3,0.0
24,4.52.12.43.31.40.71.00.70.60.31.73.23.42.63.73.63.33.64.34.33.52.84.03.7,4.5,2.7,0.3
25,2.10.90.80.40.40.60.90.60.40.50.00.00.00.00.00.00.00.00.00.00.00.00.52.0,2.1,0.4,0.0
26,1.51.01.00.60.30.10.10.10.50.00.00.00.00.00.32.93.22.92.72.01.61.31.81.8,3.7,1.1,0.0
27,1.40.10.11.00.50.60.20.60.90.00.00.10.10.21.11.01.51.01.00.80.81.21.01.2,1.5,0.7,0.0
28,1.01.82.22.51.00.60.20.60.00.51.01.11.31.72.32.52.22.51.91.81.61.50.80.3,2.8,1.4,0.0
29,0.71.10.41.71.41.41.21.41.22.23.62.61.81.31.42.94.22.93.54.72.92.64.04.5,5.2,2.4,0.4
30,3.02.72.31.41.21.40.91.41.11.20.91.31.00.70.70.50.10.51.41.70.90.30.00.9,3.0,1.1,0.0
TOTAL,1.51.41.41.51.21.21.31.21.51.41.61.61.41.21.42.02.12.02.12.01.61.41.51.5,3.5,1.6,0.3
