일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,7.57.57.57.57.57.57.57.57.57.57.57.57.47.47.47.47.47.47.57.57.67.67.57.6,7.6,7.5,7.4
02,7.67.67.67.67.67.67.67.67.67.67.67.67.67.67.67.67.67.67.57.67.67.67.67.6,7.6,7.6,7.5
03,7.67.67.67.67.67.67.67.67.77.77.77.77.77.77.77.77.87.77.87.87.87.87.97.9,7.9,7.7,7.6
04,7.97.97.97.97.97.97.97.97.97.87.97.87.87.87.87.97.87.97.97.97.87.87.87.9,7.9,7.9,7.8
05,7.97.97.97.97.97.97.97.97.97.97.97.97.87.97.97.98.07.97.97.97.97.97.97.9,8.0,7.9,7.8
06,7.97.97.98.08.08.08.08.08.08.08.07.98.07.97.97.98.07.98.08.08.08.08.08.0,8.1,8.0,7.9
07,8.08.08.08.18.18.18.08.18.08.08.08.08.08.07.98.08.08.08.18.18.18.18.18.1,8.1,8.0,7.9
08,8.18.18.18.18.18.28.28.28.28.28.28.28.28.28.28.28.28.28.38.28.28.28.28.2,8.3,8.2,8.1
09,8.28.28.28.28.38.28.38.28.28.38.28.28.28.28.28.28.38.28.38.48.48.48.48.4,8.4,8.3,8.2
10,8.38.38.48.38.48.58.48.58.48.58.58.48.48.48.48.48.48.48.48.58.58.58.58.5,8.5,8.4,8.3
11,8.58.58.58.58.48.58.58.58.68.58.58.58.58.58.58.58.58.58.58.68.68.68.68.6,8.6,8.5,8.4
12,8.68.58.68.58.68.58.68.58.68.68.68.68.68.68.68.68.68.68.78.88.98.98.98.9,8.9,8.7,8.5
13,8.98.98.98.88.88.88.98.88.99.09.09.08.98.98.98.99.08.99.19.29.39.39.29.2,9.3,9.0,8.8
14,9.29.29.29.29.19.19.19.19.19.29.29.29.19.19.19.19.19.19.19.19.29.29.29.2,9.2,9.1,9.1
15,9.19.19.19.19.19.19.19.19.19.19.29.39.39.19.29.29.19.29.19.29.29.29.29.1,9.3,9.1,9.1
16,9.19.19.19.19.09.19.09.19.19.19.19.19.19.19.09.09.09.09.09.09.09.09.09.0,9.1,9.1,9.0
17,9.09.09.19.09.09.09.09.09.09.09.09.09.19.19.19.19.09.19.29.29.39.39.49.4,9.4,9.1,9.0
18,9.49.49.49.59.69.59.59.59.59.59.59.69.69.69.69.69.69.69.79.79.79.79.89.9,9.9,9.6,9.4
19,9.910.010.010.09.910.010.010.09.99.99.99.99.99.910.010.010.010.09.99.99.99.99.910.0,10.0,9.9,9.9
20,10.010.010.010.010.010.010.010.09.99.99.99.99.99.910.010.110.110.110.010.010.010.010.010.0,10.1,10.0,9.9
21,10.010.010.010.010.110.210.110.210.010.09.99.99.99.99.910.010.010.010.010.010.010.09.99.9,10.2,10.0,9.9
22,9.99.99.99.910.010.010.110.010.010.010.09.99.99.99.99.910.09.910.110.110.110.110.110.1,10.1,10.0,9.9
23,10.110.110.110.110.110.210.310.210.210.210.210.210.210.210.210.210.310.210.410.410.410.410.410.4,10.4,10.2,10.1
24,10.310.310.310.310.410.410.510.410.510.410.510.410.410.410.410.410.410.410.610.610.510.510.510.5,10.6,10.4,10.3
25,10.510.410.410.410.410.410.410.410.510.510.410.410.410.410.410.410.410.410.510.610.610.610.610.6,10.6,10.5,10.4
26,10.510.510.510.510.510.610.610.610.610.610.510.510.510.510.510.510.510.510.710.710.710.710.710.6,10.7,10.6,10.5
27,10.610.610.610.610.610.710.710.710.710.710.610.510.610.510.510.510.610.510.810.810.810.810.810.8,10.8,10.7,10.5
28,10.810.710.710.710.710.710.810.710.810.810.810.710.710.710.610.710.710.710.710.810.810.810.810.8,10.8,10.7,10.6
29,10.810.810.810.710.710.710.710.710.810.910.910.810.810.710.710.710.710.710.710.710.710.710.710.8,10.9,10.8,10.7
30,10.810.710.710.710.710.710.710.710.810.810.910.910.810.810.710.710.710.710.710.710.710.710.710.7,10.9,10.7,10.7
TOTAL,9.29.29.29.19.29.29.29.29.29.29.29.29.29.29.29.29.29.29.29.39.39.39.39.3,9.3,9.2,9.1
