일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.40.00.80.50.31.00.51.01.31.91.20.80.60.42.21.91.41.92.01.21.11.61.50.5,2.2,1.1,0.0
02,1.22.41.62.93.43.83.63.83.85.75.74.33.44.35.26.67.56.69.27.37.44.64.24.1,9.2,4.8,1.2
03,4.94.52.72.01.31.21.11.20.80.71.51.61.61.61.71.31.01.30.71.11.00.90.70.7,4.9,1.5,0.7
04,2.01.81.00.71.81.32.11.33.63.83.52.42.72.52.52.04.32.03.72.21.42.02.12.4,4.8,2.5,0.7
05,1.92.32.53.95.96.65.86.62.81.00.50.50.60.40.31.21.01.21.31.51.91.71.31.2,6.6,2.2,0.3
06,1.72.11.40.91.42.84.92.85.86.34.84.93.93.33.83.83.93.81.71.81.20.70.60.5,6.3,3.0,0.5
07,0.30.30.50.81.83.62.23.62.31.90.52.23.02.41.80.80.80.80.91.91.01.22.71.4,3.6,1.6,0.3
08,1.50.40.71.51.31.22.11.21.62.13.41.70.90.63.12.83.92.83.03.11.91.31.12.5,4.7,2.0,0.4
09,1.20.20.10.60.50.40.40.41.11.12.00.61.73.00.92.14.62.13.94.00.92.65.24.9,5.2,1.9,0.1
10,5.97.86.64.43.83.02.33.02.52.62.22.33.34.83.42.82.52.82.01.51.62.72.21.3,7.8,3.2,1.3
11,1.11.71.61.30.80.00.30.00.10.20.81.60.20.30.20.20.50.21.72.30.10.00.10.4,2.3,0.7,0.0
12,0.40.40.10.30.00.00.00.00.60.30.10.00.62.72.23.23.03.21.81.21.51.21.31.9,3.2,1.1,0.0
13,1.91.60.90.51.20.70.40.70.40.40.61.81.91.51.00.10.40.10.40.30.71.00.51.7,1.9,0.9,0.1
14,0.60.60.71.71.02.42.72.42.51.92.53.12.32.52.83.52.83.52.52.42.51.91.41.9,3.5,2.0,0.5
15,1.61.92.22.02.82.62.42.62.93.02.30.80.30.40.60.60.40.60.20.20.20.71.11.4,3.0,1.4,0.2
16,0.91.01.92.62.32.62.22.62.21.23.03.12.93.31.00.50.40.50.60.41.73.22.51.2,3.3,1.8,0.4
17,3.14.62.12.62.33.42.03.41.81.71.72.41.61.31.31.52.11.51.61.92.02.83.03.9,4.6,2.2,1.3
18,5.85.23.21.93.83.02.53.02.02.51.56.37.62.92.76.54.36.50.60.60.40.40.30.5,7.6,2.8,0.3
19,0.50.40.30.40.50.30.10.31.21.01.31.61.12.31.71.71.11.70.60.30.51.51.31.8,2.3,1.0,0.1
20,2.83.33.85.03.62.42.32.42.24.35.04.65.25.26.05.35.55.32.42.62.22.12.02.2,6.0,3.6,2.0
21,2.02.42.52.41.91.41.31.40.50.60.70.80.81.02.92.63.32.62.62.03.21.81.30.9,3.3,1.8,0.5
22,1.93.64.14.14.94.66.24.62.00.93.56.53.83.53.96.15.46.13.53.02.82.21.81.5,6.5,3.6,0.9
23,1.51.61.72.03.04.22.54.22.52.21.60.81.21.11.21.93.41.92.33.84.43.61.01.5,4.4,2.3,0.8
24,0.61.10.91.62.52.01.12.01.32.23.12.00.80.80.81.10.91.11.22.12.83.84.63.6,4.6,1.8,0.6
25,2.92.83.53.01.90.91.10.91.60.72.02.82.62.21.61.01.41.02.53.61.31.21.11.1,3.6,1.9,0.7
26,1.61.41.92.52.02.22.52.22.91.62.33.73.73.72.51.62.11.64.13.72.23.84.13.3,4.1,2.7,1.4
27,3.53.92.31.80.80.91.90.94.14.64.54.44.24.44.04.64.84.64.24.24.84.73.83.4,4.8,3.7,0.8
28,5.24.95.55.35.75.35.55.36.05.75.94.52.91.81.81.91.61.92.62.93.03.23.02.2,6.0,3.9,1.6
29,1.81.61.61.01.31.82.41.82.22.52.11.71.21.20.90.81.10.81.11.00.80.90.80.8,2.9,1.4,0.8
30,0.90.70.70.70.60.50.40.50.60.70.71.10.90.90.90.81.10.80.81.22.22.62.51.4,2.6,1.0,0.4
31,1.30.70.91.11.43.02.73.03.03.23.43.23.34.34.12.81.22.80.90.61.10.91.52.6,4.3,2.1,0.6
TOTAL,2.02.21.92.02.12.22.22.22.22.22.42.52.32.32.22.42.52.42.12.11.92.02.01.9,4.5,2.2,0.6
