일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,14.314.214.314.314.314.314.314.314.314.314.314.514.514.514.514.514.514.514.514.514.614.614.714.7,14.7,14.4,14.2
02,14.814.914.914.814.914.814.814.814.714.714.814.814.915.015.014.914.914.914.814.814.814.814.814.8,15.0,14.8,14.7
03,14.915.015.015.115.015.014.915.014.914.914.814.914.814.915.015.015.015.014.914.915.015.014.915.0,15.1,14.9,14.8
04,15.015.215.315.315.415.315.315.315.215.215.215.115.115.115.215.315.315.315.215.215.215.215.215.1,15.4,15.2,15.0
05,15.115.115.315.315.315.315.315.315.215.215.215.215.115.215.215.315.315.315.315.215.215.215.215.2,15.3,15.2,15.1
06,15.215.215.115.215.215.215.215.215.115.115.115.015.015.015.015.115.415.115.415.415.315.315.315.3,15.4,15.2,15.0
07,15.215.215.215.215.415.415.315.415.315.315.215.215.215.215.215.215.315.215.415.415.315.315.315.3,15.4,15.3,15.2
08,15.215.215.215.215.215.215.315.215.315.215.215.215.215.215.215.215.215.215.415.415.315.315.315.3,15.4,15.2,15.2
09,15.315.315.215.215.215.315.315.315.315.315.315.215.215.215.315.315.315.315.515.515.515.515.515.4,15.5,15.3,15.2
10,15.415.415.415.415.415.415.515.415.415.515.515.515.415.515.415.415.415.415.615.615.715.615.615.6,15.7,15.5,15.4
11,15.615.615.615.615.615.615.615.615.615.715.715.615.615.615.615.615.615.615.715.715.815.815.815.8,15.8,15.7,15.6
12,15.815.815.815.815.815.815.815.815.815.916.016.015.915.915.915.915.915.916.016.016.116.216.216.2,16.2,15.9,15.8
13,16.316.316.316.216.316.216.316.216.516.516.616.616.516.516.416.416.416.416.516.616.616.616.716.7,16.7,16.4,16.2
14,16.716.716.716.716.716.716.716.716.716.816.816.816.816.716.816.816.716.816.816.816.916.916.917.0,17.0,16.8,16.7
15,17.016.917.017.016.916.916.916.917.017.017.017.117.117.117.017.117.017.117.017.017.117.117.217.2,17.2,17.0,16.9
16,17.217.217.217.217.217.217.117.217.117.117.117.117.117.117.117.117.117.117.117.217.217.217.317.3,17.3,17.2,17.1
17,17.317.317.317.317.317.417.317.417.317.317.317.317.317.317.317.317.317.317.217.217.317.317.317.3,17.4,17.3,17.2
18,17.317.417.517.517.517.417.517.417.417.417.417.417.417.417.417.417.417.417.417.417.417.417.417.5,17.5,17.4,17.3
19,17.517.617.817.917.917.917.817.917.717.717.617.617.717.717.717.917.917.917.917.817.917.817.917.8,17.9,17.8,17.5
20,17.917.918.218.218.318.318.318.318.118.018.018.018.018.018.118.218.218.218.118.018.017.917.917.9,18.3,18.1,17.9
21,17.917.917.918.018.018.018.118.018.017.917.817.817.717.717.717.717.917.717.817.917.817.817.817.8,18.1,17.9,17.7
22,17.817.817.817.817.917.917.917.917.917.917.817.817.817.817.817.918.117.918.318.118.118.018.018.0,18.3,17.9,17.8
23,18.017.917.917.717.817.817.817.818.017.817.817.817.717.717.617.717.717.717.817.817.817.717.717.7,18.0,17.8,17.6
24,17.617.617.617.617.617.617.617.617.717.717.717.617.617.617.617.617.617.618.018.118.018.017.917.9,18.1,17.7,17.6
25,17.817.817.817.717.717.717.817.717.817.817.817.817.717.617.617.617.717.617.817.918.017.917.917.8,18.0,17.8,17.6
26,17.817.817.717.717.717.617.717.617.717.717.817.717.617.617.617.617.617.617.718.018.118.118.118.0,18.1,17.8,17.6
27,18.018.017.917.917.917.817.917.818.118.018.118.018.017.917.817.817.817.817.817.818.018.118.118.0,18.1,17.9,17.8
28,17.917.917.917.917.817.817.817.817.817.817.917.917.817.817.817.817.817.817.817.917.918.318.318.3,18.3,17.9,17.7
29,18.318.218.218.218.118.118.118.118.118.218.218.318.318.218.118.018.018.018.018.118.118.218.318.3,18.3,18.2,18.0
30,18.318.218.017.917.918.018.018.018.018.018.018.118.118.118.018.118.118.118.218.418.618.618.618.8,18.8,18.2,17.9
TOTAL,16.616.616.616.616.616.616.616.616.616.616.616.616.616.616.616.616.616.616.716.716.716.816.816.8,16.9,16.7,16.5
