일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,4.14.24.14.24.34.14.64.14.34.84.75.05.73.64.04.34.04.33.73.33.13.74.84.4,5.7,4.3,3.1
02,4.74.34.23.54.44.03.94.03.94.14.33.33.44.53.83.33.13.32.62.32.71.91.51.7,4.7,3.4,1.5
03,1.92.01.82.33.63.23.03.21.40.90.70.80.70.21.32.32.52.31.10.61.22.12.12.3,3.6,1.7,0.2
04,2.42.73.33.12.82.21.52.22.72.92.82.61.20.11.11.70.31.72.43.03.12.92.63.0,3.3,2.2,0.1
05,3.64.04.95.25.96.66.76.67.16.45.64.54.05.44.74.85.44.85.85.25.55.54.73.9,7.1,5.3,3.6
06,2.63.63.54.53.83.64.03.62.92.72.21.51.42.63.33.62.83.63.63.84.95.86.25.1,6.2,3.5,1.4
07,5.54.84.43.62.83.43.93.43.12.41.81.72.62.62.53.12.33.12.32.02.22.31.91.5,5.5,2.8,1.5
08,1.61.10.51.10.80.40.60.41.21.11.41.92.32.73.22.82.72.84.13.22.93.32.83.0,4.1,2.1,0.4
09,3.73.64.34.64.54.83.74.81.90.90.22.63.84.35.46.35.76.34.53.94.13.83.52.8,6.3,3.8,0.2
10,2.12.32.52.33.93.82.13.83.21.80.64.54.03.72.73.43.13.44.15.06.36.65.65.1,6.6,3.5,0.6
11,4.95.75.35.55.04.33.44.30.90.91.61.71.42.22.14.58.34.55.96.35.44.94.54.7,8.3,4.1,0.9
12,4.32.41.40.20.40.11.00.11.73.43.24.12.72.22.22.32.92.33.84.54.34.44.13.8,4.5,2.7,0.1
13,4.64.95.65.15.24.94.64.94.85.05.05.86.15.53.73.54.53.55.45.15.55.35.45.6,6.1,5.0,3.5
14,5.45.05.15.85.65.24.95.24.23.64.14.04.62.31.52.83.62.82.82.92.71.11.01.0,5.8,3.6,1.0
15,1.60.30.31.54.74.33.84.34.98.010.411.010.49.210.711.810.211.89.98.36.55.64.94.4,11.8,6.5,0.3
16,4.03.62.82.82.93.12.43.10.40.40.41.00.70.40.30.30.60.30.70.40.30.20.70.6,4.0,1.3,0.2
17,1.82.31.91.60.60.62.00.61.91.81.71.41.21.71.82.41.92.41.21.70.80.91.40.9,2.4,1.5,0.6
18,1.01.40.70.92.21.61.91.63.54.44.43.83.54.04.03.53.93.52.82.02.52.82.21.1,4.4,2.7,0.7
19,1.85.54.53.52.03.81.63.80.70.70.53.44.78.47.19.58.59.56.25.35.87.55.75.2,10.5,4.7,0.5
20,6.34.13.44.12.72.63.22.62.23.64.23.22.73.74.23.73.43.74.13.44.04.14.34.7,6.3,3.7,2.2
21,3.53.54.04.34.85.85.45.85.55.14.63.43.24.25.04.94.44.94.34.64.85.04.75.1,5.8,4.6,3.2
22,5.15.25.46.06.36.56.66.56.86.35.75.85.85.64.85.45.05.45.14.74.34.35.25.3,6.8,5.5,4.3
23,6.15.55.14.65.65.15.35.15.86.16.25.85.13.63.23.64.43.64.74.94.34.23.84.9,6.2,4.9,3.2
24,3.93.63.04.04.24.32.84.35.85.85.43.92.92.51.50.70.60.71.32.12.43.22.92.7,5.8,3.1,0.6
25,3.53.12.01.31.01.12.31.12.32.93.73.53.34.15.64.53.54.52.44.03.74.23.73.1,5.6,3.0,1.0
26,3.34.33.92.92.72.41.82.41.32.33.03.55.87.36.85.13.15.12.62.72.62.02.72.4,7.3,3.3,1.2
27,2.62.34.14.64.74.34.54.35.34.73.95.54.63.60.80.20.20.20.61.11.71.61.71.1,5.5,2.9,0.2
28,1.21.10.90.91.21.01.61.01.31.40.60.80.60.40.30.41.80.41.81.41.42.32.12.8,2.8,1.3,0.3
29,3.23.53.42.83.01.62.91.63.33.14.03.43.76.43.63.83.43.84.85.76.68.28.89.4,9.4,4.4,1.6
TOTAL,3.53.43.33.33.53.43.33.43.23.43.33.63.53.73.53.73.73.73.63.63.63.83.63.5,5.9,3.5,1.3
