일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,2.32.20.60.81.11.24.01.27.59.18.58.57.97.16.76.96.86.98.59.18.48.66.15.1,9.1,5.8,0.6
02,4.54.13.94.64.67.27.17.26.96.76.25.95.54.84.34.44.64.44.64.24.12.82.62.7,7.3,4.9,2.6
03,2.23.02.72.62.42.22.62.23.22.73.81.81.00.91.41.22.11.22.61.31.72.32.21.0,3.8,2.2,0.9
04,0.91.31.51.63.03.12.83.14.43.73.11.82.62.43.23.93.03.93.33.42.82.52.42.1,4.4,2.7,0.9
05,2.32.41.61.72.22.02.52.02.12.72.62.52.10.60.72.73.42.73.42.92.32.62.42.3,3.4,2.3,0.6
06,1.72.01.61.82.22.02.02.01.62.23.73.72.60.91.02.62.92.63.51.31.51.10.30.9,3.7,2.0,0.3
07,1.92.71.81.21.92.41.42.41.92.01.20.30.20.42.12.82.62.82.32.32.94.14.74.3,4.7,2.2,0.2
08,5.04.54.53.93.42.82.82.82.82.62.74.04.45.34.93.94.03.92.32.22.62.31.80.7,5.3,3.3,0.7
09,0.50.40.82.41.52.12.82.13.13.53.43.01.20.60.20.40.30.41.31.40.60.50.70.4,3.5,1.5,0.2
10,0.40.90.62.62.92.81.92.83.82.82.00.61.74.75.04.94.24.94.34.84.32.32.41.7,5.0,2.8,0.4
11,0.70.50.61.61.82.32.02.31.01.10.61.10.71.72.62.63.02.63.02.32.61.50.70.6,3.7,1.6,0.5
12,1.00.60.40.10.20.90.90.92.23.12.01.22.13.43.74.03.74.03.12.82.82.51.40.5,4.0,1.9,0.1
13,0.20.31.42.32.01.83.11.81.52.22.73.12.01.30.80.91.30.91.30.91.62.01.61.1,4.2,1.7,0.2
14,2.82.72.92.83.73.53.63.53.02.92.42.03.02.72.93.33.43.32.92.22.02.32.62.4,4.2,2.9,2.0
15,3.03.73.53.73.84.33.84.32.62.32.01.71.11.51.00.31.00.32.12.21.21.43.12.8,4.3,2.4,0.3
16,1.72.82.82.43.23.42.83.41.81.62.93.74.03.32.62.12.82.12.22.42.12.72.72.5,4.0,2.7,1.6
17,1.92.42.82.11.51.31.11.30.40.70.70.31.51.71.81.71.61.73.32.72.41.81.93.8,3.8,1.8,0.3
18,3.02.62.82.12.43.23.93.23.85.45.15.25.04.03.92.81.52.81.10.80.81.20.41.2,5.4,2.9,0.4
19,1.00.65.55.74.95.15.55.17.06.96.76.67.06.15.64.73.94.74.86.34.34.85.45.9,7.0,5.2,0.6
20,6.36.15.54.24.34.45.34.44.86.16.54.54.43.63.85.64.85.65.05.24.23.93.83.6,6.5,4.8,3.6
21,3.54.04.23.83.43.92.73.94.03.72.73.12.52.62.02.12.52.11.72.31.82.12.72.0,4.2,2.9,1.7
22,1.92.23.53.33.63.73.63.73.72.41.71.30.80.40.61.02.61.00.92.97.37.47.06.6,7.4,3.0,0.4
23,8.48.08.29.311.312.712.812.712.311.911.49.47.98.48.67.47.07.46.77.56.45.94.44.3,13.8,8.8,4.3
24,3.84.04.52.82.12.11.82.11.91.73.03.23.34.04.15.05.15.03.31.71.21.61.71.5,5.1,2.9,1.2
25,2.02.94.14.03.54.92.84.92.21.61.51.91.51.11.11.10.91.10.62.12.12.72.52.1,4.9,2.2,0.1
26,1.91.81.21.01.01.22.11.22.02.03.92.80.80.30.21.74.81.72.21.60.81.31.00.2,4.8,1.7,0.2
27,0.51.62.00.91.32.32.82.31.53.23.34.95.54.44.43.45.73.42.32.57.75.06.15.8,7.7,3.6,0.5
28,4.65.05.84.03.12.51.22.51.21.31.41.01.21.00.50.92.30.92.72.83.02.93.74.0,5.8,2.5,0.5
29,3.53.83.84.14.05.15.15.14.43.63.62.81.81.51.91.31.21.30.40.30.61.40.60.6,5.2,2.6,0.3
30,0.81.84.06.05.14.33.14.33.33.84.63.32.72.82.43.73.33.73.13.74.03.12.11.8,6.0,3.3,0.8
31,1.31.82.62.81.71.11.41.11.40.81.62.51.00.50.61.41.61.41.71.31.91.61.32.3,2.8,1.5,0.5
TOTAL,2.42.72.93.03.03.33.33.33.33.43.53.22.92.72.72.93.22.92.92.93.02.82.62.5,5.3,3.0,0.9
