어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(활)홍어,대천,중,kg,105.3,1,"5,000","3,500","4,000"
(활)홍어,태안,중,kg,32.8,1,"9,000","3,500","8,000"
(선)홍어,군산,대,S/P,9,15,"200,000","200,000","200,000"
(선)홍어,인천,대,S/P,74.8,1,"10,000","5,000","6,800"
(선)홍어,태안,중,S/P,"2,396.3",1,"5,500","2,000","2,700"
(선)홍어,태안,중,kg,"8,416.7",1,"10,000","1,000","5,200"
(선)홍어,안흥,2미,S/P,1,21,"126,000","126,000","126,000"
(선)홍어,안흥,2미,S/P,2,20,"120,000","120,000","120,000"
(선)홍어,목포,11미,S/P,76.5,1,"4,000","4,000","4,000"
(선)홍어,군산,대,S/P,4,10,"42,000","42,000","42,000"
(선)홍어,목포,10미,S/P,51.7,1,"4,000","4,000","4,000"
(선)홍어,목포,7미,kg,121.8,1,"7,000","5,000","6,000"
(선)홍어,포항,대,kg,29.9,1,"6,000","2,000","4,800"
(선)홍어,안흥,3미,S/P,1,20,"120,000","120,000","120,000"
(선)홍어,완도,중,S/P,7.4,1,"5,000","5,000","5,000"
(선)홍어,서산,대,S/P,40.6,1,"6,000","4,000","5,300"
(선)홍어,안흥,3미,S/P,1,22,"132,000","132,000","132,000"
(선)홍어,방어진,중,kg,25,1,"7,000","7,000","7,000"
(선)홍어,방어진,1미,S/P,31.9,1,"8,000","4,000","7,000"
(선)홍어,포항,대,S/P,24.9,1,"6,000","6,000","6,000"
(선)홍어,목포,8미,S/P,"1,385.2",1,"5,000","3,500","4,000"
(선)홍어,안흥,2미,S/P,63,15,"40,000","22,000","29,200"
(선)홍어,대천,중,kg,"1,153.9",1,"9,000","3,500","5,400"
(선)홍어,신안,대,S/P,728,1,"8,000","4,500","6,300"
(선)홍어,부산(기장),대,S/P,21.7,1,"6,000","5,300","5,700"
(선)홍어,서산,중,S/P,78.9,1,"4,000","4,000","4,000"
(선)홍어,목포,6미,S/P,342.5,1,"4,700","4,000","4,500"
(선)홍어,안흥,2미,S/P,6,18,"108,000","108,000","108,000"
(선)홍어,태안,대,kg,138.2,1,"8,800","8,800","8,800"
(선)홍어,포항,대,S/P,1,15,"50,000","50,000","50,000"
(선)홍어,신안,대,kg,129,1,"6,000","5,200","5,900"
(선)홍어,방어진,2미,S/P,1,15,"20,000","20,000","20,000"
(선)홍어,군산,대,kg,140.9,1,"9,000","7,000","9,000"
(선)홍어,목포,4미,S/P,206.7,1,"6,500","6,500","6,500"
(선)홍어,신안,8미,S/P,25,1,"6,000","6,000","6,000"
(선)홍어,방어진,대,S/P,2,15,"110,000","60,000","85,000"
(선)홍어,군산,대,S/P,296.7,1,"9,500","1,000","4,600"
(선)홍어,목포,5미,S/P,89.2,1,"5,000","4,000","4,800"
(선)홍어,인천,중,S/P,12,15,"110,000","110,000","110,000"
(선)홍어,안흥,2미,S/P,1,19,"114,000","114,000","114,000"
(선)홍어,목포,중,S/P,992.2,1,"5,000","2,200","3,500"
(선)홍어,신안,7미,S/P,50,1,"6,000","6,000","6,000"
(선)홍어,목포,5미,kg,99.8,1,"9,000","5,500","7,000"
(선)홍어,목포,대,S/P,"9,834.1",1,"50,000","3,200","4,600"
(선)홍어,방어진,2미,S/P,20.4,1,"3,500","2,500","3,100"
(선)홍어,방어진,대,S/P,572.9,1,"9,000","2,500","5,800"
(선)홍어,방어진,중,S/P,5.2,1,"8,000","8,000","8,000"
(선)홍어,목포,6미,kg,220.2,1,"5,500","5,000","5,100"
(선)홍어,방어진,중,S/P,1,15,"100,000","100,000","100,000"
(선)홍어,방어진,대,kg,196.5,1,"8,500","3,500","7,500"
(선)홍어,서산,대,kg,159.3,1,"10,000","5,500","8,600"
(선)홍어,안흥,4미,S/P,1,24,"144,000","144,000","144,000"
(선)홍어,안흥,3미,S/P,3,15,"30,000","22,000","27,300"
(선)홍어,완도,중,kg,69.7,1,"6,700","4,500","5,500"
(선)홍어,안흥,1미,S/P,12,10,"38,000","24,000","31,000"
(선)홍어,목포,7미,S/P,"1,129.9",1,"5,700","4,000","4,800"
(선)홍어,안흥,중,kg,"4,373.2",1,"10,000","2,500","5,400"
(선)홍어,목포,대,kg,"1,380.7",1,"6,500","3,000","5,400"
(선)홍어,인천,대,S/P,145.9,15,"4,500","4,500","4,500"
(선)홍어,목포,9미,kg,726.7,1,"6,300","5,500","5,900"
(선)홍어,인천,중,kg,27,1,"10,000","4,000","8,000"
(선)홍어,태안,대,S/P,"4,899.3",1,"9,000","2,000","4,000"
(선)홍어,목포,8미,kg,314,1,"6,300","5,000","6,200"
(선)홍어,안흥,3미,S/P,1,24,"144,000","144,000","144,000"
(선)홍어,군산,중,kg,122.2,1,"8,500","2,700","4,200"
(선)홍어,안흥,3미,S/P,1,23,"138,000","138,000","138,000"
(선)홍어,목포,9미,S/P,190,1,"4,000","4,000","4,000"
(선)홍어,안흥,1미,S/P,120,15,"50,000","21,000","32,500"
(선)홍어,신안,4미,S/P,16,1,"7,000","7,000","7,000"
