일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,2.23.53.33.53.74.04.94.03.02.42.11.92.72.91.91.92.01.92.32.02.21.81.83.4,4.9,2.7,1.8
02,2.02.51.00.90.70.60.80.60.83.13.13.33.83.83.02.93.52.91.71.51.41.21.11.2,3.8,2.0,0.5
03,1.10.51.00.60.80.51.10.50.61.52.22.93.32.72.72.82.22.81.21.31.01.10.91.1,3.3,1.5,0.3
04,0.90.71.00.90.91.00.71.00.51.31.52.11.82.73.42.52.62.51.81.90.60.70.50.3,3.4,1.4,0.3
05,0.50.30.40.70.40.30.50.32.72.31.71.92.32.72.72.83.22.83.94.13.83.74.03.8,4.1,2.3,0.3
06,4.35.13.43.02.71.51.31.51.42.13.83.34.56.14.33.23.13.23.23.02.63.72.02.1,6.1,3.1,1.3
07,2.53.11.81.41.83.83.23.83.43.93.62.42.12.72.82.11.62.13.23.23.23.44.84.9,4.9,3.0,1.4
08,3.43.35.13.92.62.02.32.02.12.63.83.74.34.63.82.42.82.42.82.72.01.61.40.4,5.1,2.9,0.4
09,1.20.70.91.11.10.80.40.81.11.31.62.42.11.92.43.43.63.42.01.41.10.70.70.6,3.6,1.4,0.4
10,0.70.70.80.70.80.60.60.60.91.11.72.42.82.62.73.04.33.02.42.31.00.90.91.0,4.3,1.6,0.2
11,0.61.21.61.91.52.11.92.12.73.04.34.54.85.04.44.22.94.22.93.33.43.23.23.2,5.0,2.9,0.6
12,4.72.52.93.53.23.00.83.00.50.70.81.01.71.41.31.90.91.90.90.71.00.80.50.5,4.7,1.5,0.5
13,0.90.80.90.80.80.90.80.90.82.73.33.02.53.02.92.82.42.81.91.61.51.21.21.3,3.3,1.7,0.4
14,1.21.01.11.11.00.80.70.81.01.72.21.83.32.62.54.13.04.12.31.30.70.60.70.9,4.1,1.6,0.6
15,0.90.90.80.90.90.80.50.81.01.63.32.12.73.75.35.15.55.16.14.63.33.43.13.2,6.1,2.7,0.4
16,3.22.93.12.92.02.21.52.22.12.52.92.73.13.13.33.32.73.31.93.12.92.32.12.1,3.3,2.6,1.5
17,1.91.31.21.11.41.00.91.01.22.43.33.32.14.34.94.54.04.54.74.33.53.00.71.1,4.9,2.6,0.7
18,1.00.80.70.90.60.80.30.80.81.82.22.72.03.62.82.42.72.41.81.01.11.00.90.9,3.6,1.5,0.3
19,1.10.90.80.71.00.60.60.61.11.51.42.02.11.62.01.91.61.91.90.71.11.00.80.8,2.1,1.2,0.4
20,0.80.90.70.80.90.60.40.61.11.01.31.72.12.02.73.33.33.31.30.91.21.41.51.5,3.3,1.4,0.4
21,1.71.91.60.91.10.81.10.81.42.33.12.12.22.53.12.53.12.52.82.32.31.51.10.9,3.1,2.0,0.8
22,1.11.51.11.11.21.10.71.11.51.51.21.21.32.12.42.21.92.21.51.50.80.91.11.0,2.4,1.4,0.7
23,0.90.90.80.90.70.80.50.81.21.31.72.83.12.22.32.01.82.01.21.01.10.80.70.8,3.1,1.3,0.3
24,0.80.70.70.70.50.40.30.40.31.02.21.72.22.53.92.92.62.93.41.92.52.42.61.7,3.9,1.7,0.3
25,1.20.90.92.12.12.52.52.52.32.23.43.93.33.23.23.32.83.32.21.91.82.31.71.4,3.9,2.4,0.9
26,0.81.11.21.01.41.00.91.00.31.01.63.53.23.82.62.02.32.03.53.63.52.43.42.2,3.8,2.0,0.2
27,3.02.91.60.50.60.51.00.51.01.21.01.00.81.52.32.12.52.11.21.11.20.70.70.4,3.0,1.3,0.4
28,0.80.71.31.00.80.70.50.72.62.93.43.12.82.62.91.63.01.61.41.31.41.21.31.3,3.4,1.8,0.5
29,0.91.11.11.01.01.20.51.21.22.24.33.83.12.63.53.42.73.42.21.61.21.01.11.0,4.3,1.9,0.5
30,0.81.00.91.00.71.10.51.10.50.40.91.01.71.31.62.82.12.82.31.51.10.70.81.0,2.8,1.2,0.4
31,0.81.11.21.12.61.50.81.50.71.21.51.21.81.21.61.32.01.31.21.10.80.60.70.8,2.6,1.2,0.5
TOTAL,1.51.51.41.41.31.31.11.31.31.92.42.52.62.82.92.82.72.82.32.01.81.71.51.5,3.9,1.9,0.6
