일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,22.622.622.522.422.322.322.322.322.422.522.823.123.323.322.822.522.522.522.222.222.322.422.622.7,23.3,22.6,22.2
02,22.923.223.323.122.722.622.522.622.522.622.823.223.623.923.723.022.823.022.422.422.422.522.522.7,23.9,22.9,22.4
03,23.123.423.723.623.222.922.722.922.522.622.823.223.624.124.323.923.223.922.522.522.522.522.622.7,24.3,23.1,22.5
04,23.023.523.924.023.723.222.923.222.622.622.723.023.524.124.524.524.124.523.022.522.622.622.722.7,24.5,23.3,22.5
05,22.923.524.124.424.323.723.323.722.722.722.722.923.423.924.524.724.624.723.522.822.622.622.722.7,24.7,23.4,22.6
06,22.923.424.024.524.624.123.524.122.822.722.722.823.223.724.424.824.824.823.723.222.822.822.822.8,24.8,23.5,22.7
07,22.923.223.924.324.724.523.924.523.122.922.922.923.023.424.024.624.824.624.023.623.123.023.023.0,24.8,23.6,22.9
08,23.123.223.724.324.824.824.224.823.323.123.023.023.123.323.824.324.824.324.523.823.423.022.922.9,24.9,23.7,22.9
09,22.923.123.524.124.624.824.624.823.623.323.123.023.123.223.524.024.624.024.724.123.623.323.123.1,24.8,23.7,22.9
10,23.123.223.523.924.524.824.824.823.823.623.423.223.223.323.523.824.123.824.624.423.823.523.423.2,24.8,23.8,23.1
11,23.223.323.523.824.224.724.824.724.123.823.623.423.323.223.423.723.923.724.424.424.123.723.623.5,24.8,23.9,23.2
12,23.423.523.623.924.224.624.924.624.724.123.823.723.623.623.623.723.923.724.324.424.424.223.923.8,24.9,24.0,23.4
13,23.723.723.924.124.324.624.924.625.124.924.524.224.123.924.024.024.024.024.224.324.424.424.424.4,25.1,24.3,23.7
14,24.424.524.524.624.724.825.024.825.325.425.325.224.924.724.624.624.624.624.724.824.925.125.325.4,25.4,24.9,24.4
15,25.425.325.325.425.525.625.725.625.825.825.926.026.126.126.126.226.326.226.426.526.526.626.626.7,26.7,26.0,25.3
16,26.726.726.826.826.926.927.026.927.127.127.227.227.227.327.327.427.427.427.527.527.527.627.627.6,27.6,27.2,26.7
17,27.727.727.727.727.727.727.827.727.827.927.927.928.028.028.028.028.028.028.028.028.028.028.128.1,28.1,27.9,27.7
18,28.228.228.328.228.128.128.128.128.028.228.228.328.428.528.428.328.228.328.228.228.128.128.228.3,28.5,28.2,28.0
19,28.428.528.628.628.528.428.028.427.827.928.128.428.728.929.028.928.728.928.128.027.927.827.928.2,29.0,28.3,27.8
20,28.428.728.929.129.028.728.328.727.827.727.728.028.629.029.329.128.829.128.628.728.728.828.928.9,29.3,28.6,27.7
21,28.928.928.929.029.029.029.029.029.028.928.928.929.029.029.229.329.229.329.028.928.728.728.728.7,29.3,29.0,28.7
22,28.728.829.029.329.429.229.129.228.528.428.328.328.328.629.029.329.429.328.928.728.728.728.728.7,29.4,28.8,28.3
23,28.728.728.829.129.329.329.029.328.628.628.528.428.428.528.729.029.229.029.128.928.528.528.428.4,29.3,28.8,28.4
24,28.428.428.628.829.229.429.329.428.828.528.428.428.428.428.528.729.128.729.329.028.828.528.428.3,29.4,28.7,28.3
25,28.228.328.528.829.029.329.329.328.928.728.328.128.028.028.128.328.728.329.129.028.828.528.428.2,29.3,28.6,28.0
26,28.128.228.328.528.728.929.128.929.028.728.428.227.827.727.727.727.827.728.528.628.628.327.927.9,29.1,28.3,27.7
27,27.927.927.927.928.028.328.628.328.828.728.227.927.827.627.527.527.527.527.527.627.627.627.627.6,28.8,27.9,27.5
28,27.627.627.627.627.527.527.527.527.527.527.527.527.527.427.427.427.427.427.427.427.427.427.427.4,27.6,27.5,27.4
29,27.527.527.527.527.527.527.527.527.527.527.527.527.527.527.527.527.527.527.427.327.427.427.427.6,27.6,27.5,27.3
30,27.727.827.627.527.427.427.427.427.427.527.728.128.428.327.827.527.527.527.227.227.227.227.327.6,28.4,27.6,27.2
31,27.828.128.127.727.527.427.327.427.227.227.427.928.328.428.327.827.527.827.227.227.127.127.227.4,28.4,27.6,27.1
TOTAL,25.825.926.126.226.326.326.226.325.925.925.825.926.026.126.226.226.326.226.126.025.925.825.825.8,26.8,26.0,25.5
