일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.80.60.60.80.71.31.01.31.51.21.71.41.12.02.72.21.32.21.61.61.81.61.71.6,2.7,1.4,0.6
02,1.51.81.81.21.21.01.01.00.61.11.72.31.61.51.82.93.52.92.42.02.22.51.62.1,3.5,1.8,0.6
03,1.91.20.61.11.10.40.70.41.12.12.52.62.11.92.83.53.43.53.63.52.81.90.70.4,3.6,1.9,0.4
04,0.82.01.61.51.20.70.40.70.41.51.11.61.52.52.02.11.52.11.00.80.90.91.00.9,2.5,1.2,0.4
05,1.21.00.81.84.04.74.44.74.04.54.13.53.43.83.53.23.03.24.74.63.12.53.21.4,4.7,3.3,0.8
06,0.90.92.42.20.71.00.91.01.32.23.12.63.53.44.24.75.34.72.32.32.33.13.52.7,5.3,2.5,0.7
07,2.52.30.90.90.90.41.30.40.51.00.70.82.52.53.22.72.52.72.11.81.71.51.00.9,3.2,1.6,0.4
08,1.52.11.01.20.90.90.90.90.70.81.21.82.43.32.82.92.92.91.72.01.11.31.31.3,3.3,1.7,0.6
09,0.91.31.31.00.81.01.21.00.91.21.72.14.12.71.51.92.01.91.71.11.41.71.31.1,4.1,1.5,0.8
10,1.11.00.90.40.60.50.50.50.61.52.62.42.01.31.92.52.52.52.20.81.21.20.90.6,2.6,1.3,0.4
11,0.70.60.80.80.80.60.80.60.50.81.01.52.01.61.30.70.40.71.30.70.50.80.30.2,2.0,0.9,0.2
12,0.40.40.40.50.40.60.40.60.30.61.42.52.92.31.21.72.01.71.30.80.80.90.50.5,2.9,1.0,0.3
13,0.80.80.70.60.40.60.60.60.30.81.21.72.33.02.22.43.42.43.72.61.81.52.21.1,3.7,1.6,0.3
14,0.60.40.60.60.50.70.50.70.40.61.01.52.02.32.13.02.33.01.11.10.90.60.80.8,3.0,1.1,0.4
15,0.60.60.60.60.60.50.60.50.30.91.41.22.22.01.81.61.81.61.81.50.70.70.70.6,3.7,1.2,0.3
16,0.60.50.60.60.70.50.80.50.40.40.81.31.01.33.43.33.73.32.11.31.11.01.90.9,3.7,1.3,0.4
17,0.50.41.11.40.80.30.70.30.60.51.31.81.61.42.21.81.71.81.30.70.70.90.60.7,2.2,1.1,0.3
18,4.02.92.21.81.10.31.40.31.82.51.61.21.42.53.33.12.43.11.81.31.21.10.70.6,4.0,1.8,0.3
19,2.42.91.81.20.90.70.70.70.80.81.53.54.24.45.53.44.73.43.02.72.52.52.21.7,5.5,2.4,0.7
20,1.11.71.71.91.91.81.41.81.71.91.51.61.91.71.82.52.52.51.91.31.21.10.91.0,2.5,1.7,0.9
21,1.00.81.21.91.00.81.10.80.91.01.31.21.91.81.41.51.81.51.41.11.21.21.31.1,2.3,1.3,0.6
22,1.10.80.80.91.11.01.01.00.21.32.83.44.23.04.03.23.03.23.43.02.23.03.03.6,4.2,2.3,0.2
23,3.63.74.23.45.53.41.23.40.81.62.32.82.62.92.32.71.72.71.41.91.60.91.62.5,5.5,2.4,0.8
24,2.61.72.93.14.04.53.64.53.72.52.23.43.03.02.83.94.13.93.54.43.53.82.51.6,4.5,3.2,1.6
25,1.81.41.62.41.21.41.51.42.83.44.55.35.04.74.54.73.94.74.64.73.65.16.26.0,6.2,3.6,1.2
26,5.95.95.05.04.41.00.71.00.81.61.61.41.51.23.13.72.93.72.41.11.01.31.21.3,5.9,2.4,0.7
27,0.70.60.90.91.01.20.91.20.51.11.41.52.53.83.82.32.32.31.91.11.21.00.91.0,3.8,1.5,0.5
28,1.31.11.20.80.61.00.91.00.91.02.73.52.21.92.03.23.43.22.91.02.21.21.70.8,3.5,1.7,0.6
29,0.60.40.40.40.60.50.60.50.81.84.04.02.02.03.13.14.23.15.15.44.74.03.42.4,5.4,2.5,0.4
30,1.21.30.40.61.01.30.81.30.91.51.93.33.41.72.02.93.62.93.83.62.81.30.80.8,5.2,2.0,0.4
31,0.50.30.60.60.60.70.70.71.42.32.03.02.91.71.21.11.41.10.40.81.00.80.80.6,3.0,1.1,0.3
TOTAL,1.51.41.31.31.31.11.11.11.01.51.92.32.52.42.62.72.72.72.42.01.81.71.61.4,3.8,1.8,0.6
