일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,0.50.60.30.30.40.50.50.50.30.20.30.30.80.91.21.00.91.01.91.30.50.70.80.5,2.0,0.7,0.2
02,0.80.80.70.70.50.50.40.50.30.20.60.72.92.83.22.73.22.72.13.73.61.41.51.5,3.7,1.6,0.2
03,1.81.10.80.70.81.00.51.00.81.20.91.01.21.51.41.30.91.30.80.71.11.92.21.6,2.2,1.1,0.5
04,0.90.90.70.90.80.90.80.90.40.90.81.21.11.12.01.82.01.81.51.41.10.50.80.8,2.0,1.1,0.4
05,0.90.90.60.80.71.10.81.10.91.91.92.42.42.62.32.62.32.61.20.81.61.82.11.7,2.6,1.5,0.6
06,1.61.21.62.12.01.41.51.41.00.91.11.31.72.02.12.02.12.01.30.60.50.70.90.8,2.1,1.4,0.5
07,0.70.50.80.80.70.70.50.70.90.70.81.41.31.51.51.61.81.61.20.81.00.90.91.1,1.8,1.0,0.5
08,0.60.90.80.80.70.90.80.91.21.21.20.91.52.01.71.51.21.51.00.80.90.91.20.7,2.0,1.1,0.6
09,0.80.70.60.50.71.10.91.10.90.70.81.21.31.41.72.11.32.10.60.70.70.60.60.7,2.1,1.0,0.5
10,0.60.60.40.50.70.60.20.60.30.51.31.51.41.21.71.21.31.21.20.70.70.60.60.5,1.7,0.9,0.2
11,0.40.50.60.50.40.50.60.50.50.80.92.02.41.20.50.90.70.90.40.50.60.50.60.7,2.4,0.8,0.4
12,0.70.61.10.40.50.50.80.50.70.70.70.81.11.91.41.31.01.31.01.20.70.80.81.0,1.9,0.9,0.4
13,0.90.90.60.60.70.70.50.70.80.80.90.91.01.21.41.71.41.70.70.80.71.31.11.0,1.7,0.9,0.5
14,0.70.80.81.11.41.41.21.41.20.91.21.21.82.30.91.01.01.01.31.30.70.80.80.7,2.3,1.1,0.6
15,1.20.70.81.41.31.52.11.51.82.02.12.22.12.82.62.42.22.41.81.31.11.00.70.8,2.8,1.7,0.7
16,1.00.60.70.90.80.60.60.61.51.02.01.31.61.31.72.02.32.01.51.00.90.91.31.7,2.3,1.3,0.6
17,1.71.51.40.80.80.70.70.70.91.92.32.51.11.71.51.41.71.40.80.90.60.60.70.7,2.5,1.2,0.6
18,1.21.41.00.70.40.81.10.80.60.61.01.11.91.31.71.50.81.51.01.31.51.71.21.3,1.9,1.1,0.4
19,1.61.10.70.90.91.00.91.00.91.11.33.12.11.52.93.33.63.31.30.80.40.50.40.6,3.6,1.4,0.4
20,0.60.40.50.50.60.80.70.80.90.70.61.11.50.91.21.31.21.31.01.10.80.60.80.3,1.5,0.8,0.3
21,0.50.60.70.50.31.11.81.12.22.42.73.03.13.32.92.52.52.51.71.51.31.01.51.3,3.3,1.8,0.3
22,1.21.31.71.61.51.21.31.21.01.31.20.80.91.11.11.01.2,1.7,1.2,0.5
23,0.60.50.81.00.60.70.80.70.71.01.21.11.31.71.82.52.22.51.00.70.60.20.40.2,2.5,1.0,0.2
24,0.20.40.60.70.50.90.50.90.71.01.51.01.30.90.80.70.90.70.80.60.80.70.60.7,1.5,0.8,0.2
25,0.80.60.60.40.30.40.40.40.70.31.01.21.51.61.21.62.11.62.11.41.50.71.21.2,2.9,1.1,0.3
26,0.90.60.80.41.41.11.01.10.50.91.11.51.42.02.21.91.01.91.01.61.41.41.30.8,2.2,1.2,0.4
27,0.90.80.80.90.60.70.40.71.20.60.81.01.21.21.61.81.31.82.01.51.01.62.43.0,3.0,1.2,0.4
28,1.92.71.91.00.81.10.61.10.70.71.10.70.81.72.51.80.91.80.80.90.80.70.70.4,2.7,1.1,0.4
29,0.60.60.70.70.50.50.40.50.60.51.51.71.62.01.91.81.61.81.00.60.70.50.70.4,2.0,1.0,0.4
30,0.50.50.30.40.40.30.30.30.40.30.41.31.72.22.72.11.02.11.81.13.02.41.30.6,3.0,1.1,0.3
31,1.01.21.21.51.11.41.01.40.50.91.21.41.81.31.41.51.71.51.11.00.70.60.70.5,1.8,1.1,0.5
TOTAL,0.90.80.80.80.80.90.80.90.80.91.21.41.61.71.81.81.61.81.21.11.11.01.00.9,2.3,1.1,0.4
