일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,16.616.616.616.616.616.716.716.716.816.816.716.616.616.516.516.516.516.516.816.916.916.816.616.5,16.9,16.7,16.5
02,16.516.516.516.416.416.516.516.516.716.816.916.816.616.616.616.616.616.616.616.716.716.816.816.7,16.9,16.6,16.4
03,16.716.616.616.616.516.516.516.516.716.816.917.016.916.716.616.616.616.616.716.716.716.816.917.0,17.0,16.7,16.5
04,16.916.816.716.716.616.516.516.516.716.816.917.117.117.016.816.716.616.716.716.716.716.816.917.1,17.1,16.8,16.5
05,17.117.116.916.816.716.716.716.716.716.816.816.916.916.916.917.017.017.017.017.017.117.117.117.1,17.1,16.9,16.7
06,17.117.117.117.117.117.117.117.117.117.217.217.217.217.217.217.217.217.217.217.317.317.317.317.3,17.3,17.2,17.1
07,17.417.417.417.317.317.317.317.317.317.217.317.317.417.517.517.417.317.417.317.317.317.317.417.4,17.5,17.3,17.2
08,17.417.417.517.517.417.317.217.317.217.217.217.317.317.517.617.617.417.617.317.317.217.217.217.3,17.6,17.3,17.2
09,17.317.317.417.417.417.317.317.317.217.217.217.217.317.417.417.417.417.417.317.317.317.317.317.3,17.4,17.3,17.2
10,17.317.417.417.417.417.417.417.417.317.317.317.317.417.417.517.517.517.517.417.517.517.517.517.5,17.5,17.4,17.3
11,17.517.517.517.517.617.517.517.517.517.417.417.417.417.417.517.617.717.617.517.517.517.517.517.5,17.7,17.5,17.4
12,17.517.517.617.617.617.617.617.617.417.417.417.417.417.417.417.517.717.517.717.517.517.417.317.3,17.7,17.5,17.3
13,17.317.317.417.417.517.617.717.617.417.417.417.417.417.417.417.517.717.517.817.817.517.417.517.5,17.8,17.5,17.3
14,17.517.517.617.617.617.717.717.717.717.717.617.617.617.617.617.717.717.717.917.917.917.717.717.7,17.9,17.7,17.5
15,17.617.617.617.617.717.817.917.817.918.018.017.917.917.817.717.717.817.718.018.018.117.817.717.7,18.1,17.8,17.6
16,17.817.817.817.817.817.917.917.918.018.117.917.917.817.817.817.917.917.917.917.918.018.017.917.9,18.1,17.9,17.8
17,17.917.817.917.917.917.917.917.918.018.118.218.218.118.017.917.817.817.817.917.918.018.118.218.3,18.3,18.0,17.8
18,18.218.118.017.917.817.817.917.818.018.218.318.518.418.418.218.117.918.117.817.918.018.218.418.5,18.5,18.1,17.8
19,18.418.418.218.117.917.817.817.818.018.218.518.618.618.618.518.318.018.317.817.817.918.118.318.7,18.7,18.2,17.8
20,18.718.718.618.418.118.018.018.018.118.318.618.918.919.018.918.618.318.618.118.118.118.218.418.8,19.0,18.4,18.0
21,19.119.119.018.918.618.418.318.418.318.518.518.819.219.219.218.818.618.818.218.118.218.318.418.7,19.2,18.6,18.1
22,19.019.419.319.218.918.618.418.618.418.518.719.019.419.619.619.519.119.518.618.518.518.618.718.8,19.6,18.9,18.4
23,19.119.519.719.619.419.018.919.018.818.918.919.119.419.719.819.719.419.718.918.919.019.019.019.0,19.8,19.2,18.8
24,19.119.419.619.719.619.419.119.419.019.019.019.219.419.719.919.919.819.919.219.018.918.818.818.9,19.9,19.3,18.8
25,19.119.419.719.819.919.719.419.719.018.918.919.119.419.720.120.220.220.219.619.219.019.019.119.1,20.2,19.4,18.9
26,19.219.319.719.920.120.119.820.119.419.319.319.319.419.720.020.320.320.319.819.619.519.519.519.5,20.3,19.7,19.2
27,19.419.419.719.820.020.120.020.119.619.519.319.319.419.519.820.020.220.020.019.719.519.319.319.3,20.3,19.7,19.3
28,19.319.319.419.619.819.919.919.919.619.519.419.319.319.419.519.820.019.820.220.019.719.519.319.3,20.2,19.6,19.3
29,19.319.319.419.519.619.820.119.820.119.819.619.619.519.519.519.619.819.620.320.320.019.719.619.5,20.3,19.7,19.3
30,19.419.419.419.419.519.719.919.720.119.919.719.619.619.519.419.419.519.419.519.619.619.619.519.5,20.1,19.6,19.4
31,19.519.519.519.519.519.519.619.519.820.019.819.619.619.619.519.519.519.519.619.719.919.919.819.7,20.0,19.6,19.5
TOTAL,18.118.118.118.118.118.118.118.118.118.118.118.118.218.218.318.218.218.218.118.118.118.118.118.1,18.5,18.1,17.9
