어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(냉)꽁치,대만,1번,CT/(BT),195,9.2,"57,800","57,000","57,300"
(냉)꽁치,대만,특대,CT/(BT),85,9.2,"59,500","59,000","59,000"
(선)학꽁치,완도,중,S/P,9,2.0,"2,000","2,000","2,000"
(선)학꽁치,임원,중,S/P,2,10.0,"15,000","15,000","15,000"
(선)학꽁치,포항,중,S/P,80,1.0,"2,000","2,000","2,000"
(선)학꽁치,포항,45미,S/P,1,10.0,"60,000","60,000","60,000"
(선)학꽁치,포항,30미,S/P,9,10.0,"20,000","20,000","20,000"
(선)학꽁치,포항,40미,S/P,4,10.0,"85,000","85,000","85,000"
(선)학꽁치,포항,중,S/P,191,10.0,"100,000","15,000","57,800"
(선)학꽁치,포항,76미,S/P,1,10.0,"35,000","35,000","35,000"
(선)학꽁치,동해시,중,S/P,65,10.0,"50,000","20,000","29,300"
(선)학꽁치,포항,35미,S/P,1,10.0,"40,000","40,000","40,000"
(선)학꽁치,포항,중,S/P,3,15.0,"50,000","8,000","36,000"
(선)학꽁치,포항,43미,S/P,1,10.0,"75,000","75,000","75,000"
(선)학꽁치,포항,25미,S/P,1,10.0,"20,000","20,000","20,000"
(선)학꽁치,포항,50미,S/P,4,10.0,"60,000","35,000","48,800"
