어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)백조기,제주도,중,S/P,5.0,8.0,"22,000","22,000","22,000"
(선)백조기,제주도,12미,S/P,8.0,20.0,"25,000","25,000","25,000"
(선)백조기,제주도,27미,S/P,6.0,7.0,"27,000","27,000","27,000"
(선)백조기,통영,중,S/P,5.0,3.0,"3,000","1,000","2,600"
(선)백조기,제주도,19미,S/P,1.0,6.0,"33,000","33,000","33,000"
(선)백조기,제주도,21미,S/P,1.0,15.0,"35,000","35,000","35,000"
(선)백조기,나로도,8미,S/P,1.0,10.0,"15,000","15,000","15,000"
(선)백조기,제주도,27미,S/P,11.0,10.0,"80,000","80,000","80,000"
(선)백조기,제주도,대중,S/P,3.0,10.0,"20,000","20,000","20,000"
(선)백조기,통영,중,S/P,20.0,15.0,"222,000","21,000","136,500"
(선)백조기,제주도,진통,S/P,10.0,15.0,"6,000","6,000","6,000"
(선)백조기,제주도,55미,S/P,1.0,11.0,"25,000","25,000","25,000"
(선)백조기,나로도,12미,S/P,1.0,10.0,"10,000","10,000","10,000"
(선)백조기,삼척,중,S/P,4.0,20.0,"248,500","52,500","135,800"
(선)백조기,제주도,33미,S/P,1.0,10.0,"65,000","65,000","65,000"
(선)백조기,완도,중,S/P,17.9,1.0,"2,000","1,000","1,500"
(선)백조기,통영,중,S/P,13.0,10.0,"148,000","90,000","130,800"
(선)백조기,제주도,중,S/P,3.0,10.0,"27,000","20,000","22,300"
(선)백조기,제주도,32미,S/P,8.0,7.0,"35,000","22,000","27,700"
(선)백조기,제주도,20미,S/P,18.0,15.0,"22,000","15,000","15,800"
(선)백조기,나로도,중,S/P,9.0,20.0,"30,000","30,000","30,000"
(선)백조기,제주도,12미,S/P,32.0,15.0,"45,000","16,000","22,100"
(선)백조기,제주도,28미,S/P,8.0,7.0,"25,000","25,000","25,000"
(선)백조기,제주도,34미,S/P,2.0,15.0,"80,000","80,000","80,000"
(선)백조기,제주도,특대,S/P,2.0,10.0,"20,000","20,000","20,000"
(선)백조기,나로도,15미,S/P,1.0,10.0,"12,000","12,000","12,000"
(선)백조기,제주도,12미,S/P,20.0,10.0,"20,000","17,000","17,800"
(선)백조기,제주도,36미,S/P,1.0,7.0,"32,900","32,900","32,900"
(선)백조기,제주도,15미,S/P,16.0,15.0,"20,000","18,000","18,300"
(선)백조기,제주도,18미,S/P,1.0,15.0,"22,000","22,000","22,000"
(선)백조기,제주도,32미,S/P,1.0,10.0,"65,000","65,000","65,000"
(선)백조기,제주도,22미,S/P,1.0,15.0,"15,000","15,000","15,000"
(선)백조기,삼천포,중,S/P,3.0,15.0,"20,000","20,000","20,000"
(선)백조기,제주도,중,S/P,48.0,15.0,"25,000","8,000","18,500"
(선)백조기,통영,중,S/P,66.0,20.0,"349,200","12,000","156,000"
(선)백조기,제주도,33미,S/P,8.0,7.0,"32,900","21,000","27,000"
(선)백조기,완도,중,S/P,65.0,5.0,"8,000","5,000","6,500"
(선)백조기,제주도,특대,S/P,3.0,15.0,"17,000","17,000","17,000"
(선)백조기,제주도,대,S/P,4.0,8.0,"29,000","29,000","29,000"
(선)백조기,제주도,34미,S/P,2.0,8.0,"26,000","26,000","26,000"
(선)백조기,나로도,10미,S/P,1.0,10.0,"18,000","18,000","18,000"
(선)백조기,제주도,30미,S/P,3.0,15.0,"15,000","15,000","15,000"
(선)백조기,제주도,46미,S/P,1.0,12.0,"40,000","40,000","40,000"
(선)백조기,제주도,29미,S/P,1.0,15.0,"85,000","85,000","85,000"
(선)백조기,제주도,30미,S/P,4.0,10.0,"65,000","40,000","58,800"
(선)백조기,제주도,28미,S/P,1.0,15.0,"80,000","80,000","80,000"
(선)수조기,제주도,16미,S/P,1.0,12.7,"76,200","76,200","76,200"
(선)수조기,제주도,5미,S/P,1.0,15.0,"35,000","35,000","35,000"
(선)수조기,제주도,17미,S/P,1.0,10.5,"63,000","63,000","63,000"
(선)수조기,제주도,13미,S/P,1.0,10.0,"25,000","25,000","25,000"
(선)수조기,제주도,8미,S/P,3.0,15.0,"45,000","45,000","45,000"
(선)수조기,제주도,진통,S/P,1.0,15.0,"15,000","15,000","15,000"
(선)수조기,제주도,35미,S/P,1.0,15.0,"45,000","45,000","45,000"
(선)수조기,제주도,중,S/P,1.0,15.0,"25,000","25,000","25,000"
(선)수조기,완도,중,kg,2.3,1.0,"9,000","9,000","9,000"
(선)수조기,제주도,25미,S/P,1.0,15.0,"26,000","26,000","26,000"
(선)수조기,남해,중,S/P,3.0,10.0,"5,000","5,000","5,000"
(선)수조기,제주도,12미,S/P,1.0,12.7,"88,900","88,900","88,900"
(선)수조기,제주도,중,S/P,1.0,12.8,"102,400","102,400","102,400"
(선)수조기,제주도,10미,S/P,12.0,1.0,"8,000","8,000","8,000"
