어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(냉)꽁치,중국,2번,CT/(BT),610,9.5,"72,100","68,200","69,300"
(냉)꽁치,중국,1번,CT/(BT),100,9.5,"80,500","10,000","79,200"
(선)학꽁치,죽변,27미,S/P,1,8.0,"33,000","33,000","33,000"
(선)학꽁치,완도,중,미(마리),20,1.0,400,400,400
(선)학꽁치,죽변,42미,S/P,3,10.0,"68,000","50,000","57,700"
(선)학꽁치,감포,대,c/s(상자),4,10.0,"62,500","62,500","62,500"
(선)학꽁치,포항,대,c/s(상자),285,1.0,"2,500",700,"1,700"
(선)학꽁치,통영,대,S/P,1,10.0,"50,000","50,000","50,000"
(선)학꽁치,포항,대,c/s(상자),82,10.0,"100,000","15,000","55,900"
(선)학꽁치,포항,대,S/P,5,15.0,"62,000","50,000","52,400"
(선)학꽁치,죽변,40미,S/P,6,3.0,"58,000","45,000","50,500"
(선)학꽁치,포항,대,c/s(상자),1,20.0,"80,000","80,000","80,000"
(선)학꽁치,남해,대,S/P,2,10.0,"15,000","15,000","15,000"
(선)학꽁치,죽변,45미,S/P,3,10.0,"49,000","43,000","45,300"
(선)학꽁치,임원,대,S/P,7,10.0,"31,000","30,000","30,300"
(선)학꽁치,부산(기장),대,S/P,13,10.0,"50,000","13,000","29,500"
(선)학꽁치,삼척,대,S/P,3,10.0,"43,000","43,000","43,000"
(선)학꽁치,포항,대,S/P,32,5.0,"50,000","25,000","37,300"
(선)학꽁치,포항,50미,c/s(상자),4,10.0,"50,000","50,000","50,000"
(선)학꽁치,죽변,41미,S/P,4,10.0,"50,000","50,000","50,000"
(선)학꽁치,삼척,대,S/P,3,5.0,"39,000","39,000","39,000"
(선)학꽁치,죽변,40미,S/P,4,10.0,"50,000","40,000","46,300"
(선)학꽁치,포항,대,S/P,49,1.0,800,800,800
(선)학꽁치,죽변,대,S/P,4,5.0,"44,000","40,000","42,000"
(선)학꽁치,포항,대,c/s(상자),36,5.0,"100,000","33,000","57,900"
(선)학꽁치,죽변,44미,S/P,2,10.0,"78,000","45,000","61,500"
(선)학꽁치,포항,대,S/P,48,10.0,"67,000","30,000","40,500"
