어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)홍어,방어진,중,S/P,603.2,1,"12,000","8,000","9,200"
(선)홍어,방어진,대,S/P,595.9,1,"9,000","5,000","6,900"
(선)홍어,방어진,대,S/P,3,20,"90,000","90,000","90,000"
(선)홍어,군산,대,S/P,"1,360",1,"13,000","5,500","9,200"
(선)홍어,군산,중,kg,140,1,"5,000","5,000","5,000"
(선)홍어,안흥,중,kg,22.1,1,"12,000","12,000","12,000"
(선)홍어,완도,중,kg,7.6,1,"2,000","2,000","2,000"
(선)홍어,인천,대,S/P,1,25,"196,000","196,000","196,000"
(선)홍어,군산,대,S/P,6,20,"160,000","120,000","153,300"
(선)홍어,태안,중,kg,938.8,1,"14,000","3,000","6,700"
(선)홍어,인천,대,S/P,90.8,1,"7,000","5,000","6,000"
(선)홍어,인천,대,S/P,1,18,"131,500","131,500","131,500"
(선)홍어,군산,대,c/s(상자),260,1,"6,500","5,000","5,700"
(선)홍어,안흥,대,S/P,243.8,1,"13,000",600,"8,100"
