일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,1.6,0.4,1.1,1.2,0.9,1.8,1.3,1.8,3.1,,,2.6,4.3,3.9,4.0,3.5,2.2,3.5,3.1,3.3,3.5,4.0,4.1,4.1,4.3,2.7,0.4
02,4.0,3.7,4.7,5.8,5.4,2.8,3.7,2.8,2.6,2.8,2.7,2.3,2.0,2.4,1.7,0.9,1.2,0.9,0.6,0.9,1.1,1.1,1.9,3.1,5.8,2.5,0.6
03,2.0,2.5,2.6,2.4,1.5,1.9,2.1,1.9,2.0,0.9,1.4,2.9,4.4,2.4,2.4,1.5,1.3,1.5,0.7,1.3,3.2,3.4,5.8,4.8,5.8,2.3,0.7
04,4.2,4.1,6.6,5.4,5.1,6.5,5.2,6.5,5.6,6.4,6.2,5.3,5.1,3.7,6.3,6.2,4.8,6.2,4.1,3.6,2.4,3.3,2.9,2.8,6.6,4.8,2.4
05,3.2,2.2,2.4,2.1,1.7,2.0,2.0,2.0,4.4,2.8,2.7,3.5,2.6,4.5,5.1,4.9,4.1,4.9,4.0,3.7,3.6,2.9,2.4,2.0,5.1,3.2,1.7
06,3.0,2.0,1.2,1.0,0.7,2.4,1.8,2.4,0.8,1.5,1.3,2.7,3.1,2.3,1.0,2.3,3.5,2.3,3.8,4.4,3.3,5.3,3.5,5.3,5.3,2.5,0.7
07,4.8,5.1,1.6,2.0,3.5,2.7,0.9,2.7,0.8,0.8,0.7,0.5,0.6,2.9,3.3,4.3,4.4,4.3,1.1,1.9,2.4,1.8,1.8,2.6,5.1,2.2,0.3
08,2.7,2.6,2.4,1.9,1.9,3.2,4.0,3.2,2.6,3.7,4.8,5.9,5.0,4.4,4.9,2.5,4.0,2.5,2.9,3.3,5.3,5.1,6.5,4.0,6.5,3.8,1.9
09,2.7,2.3,2.2,3.0,4.3,3.2,1.6,3.2,1.7,0.7,1.6,1.6,2.5,3.5,4.0,4.4,3.6,4.4,3.6,3.2,3.0,2.9,2.0,0.9,4.4,2.6,0.7
10,0.5,1.0,3.5,3.6,1.6,1.1,2.3,1.1,1.5,1.6,1.8,1.7,1.4,1.0,0.5,0.8,1.8,0.8,1.8,2.5,2.4,2.4,0.8,0.3,3.6,1.7,0.3
11,0.4,0.5,0.7,1.0,1.4,0.9,1.6,0.9,0.6,0.7,1.5,1.2,0.4,0.8,2.4,3.1,2.2,3.1,3.2,2.8,2.4,0.5,1.0,0.5,3.4,1.4,0.4
