일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,9.3,8.1,6.1,5.9,5.9,6.0,5.9,6.0,6.0,5.1,5.0,6.2,8.5,8.2,6.7,4.7,4.6,4.7,4.0,3.5,3.2,2.8,2.4,2.1,9.3,5.4,2.1
02,1.9,1.8,1.9,1.8,1.8,1.9,1.8,1.9,2.3,2.8,2.8,2.9,2.8,2.7,2.9,2.9,2.9,2.9,3.0,2.9,2.9,2.9,3.0,2.2,3.1,2.5,1.8
03,1.8,1.8,1.6,1.3,1.1,1.0,1.0,1.0,2.0,2.5,3.5,3.9,4.3,4.6,5.1,5.1,5.0,5.1,4.6,4.2,4.1,4.3,4.6,4.6,5.1,3.3,1.0
04,4.6,4.5,5.1,5.1,5.2,5.3,5.1,5.3,5.1,5.7,6.3,7.1,8.1,9.0,10.1,10.2,10.3,10.2,7.7,6.4,5.4,5.0,4.9,4.9,10.3,6.5,4.5
05,4.8,4.9,5.1,4.7,4.8,4.7,4.9,4.7,5.1,7.3,6.9,6.6,7.0,7.8,7.9,6.9,6.8,6.9,6.0,5.5,4.8,3.1,3.7,4.2,7.9,5.6,3.1
06,4.1,4.1,4.2,4.2,4.3,4.4,4.6,4.4,4.5,4.9,5.2,4.6,4.6,5.0,5.1,5.4,5.4,5.4,6.7,6.0,7.8,7.5,6.9,6.5,7.8,5.3,4.1
07,5.9,5.6,5.2,4.8,4.5,4.5,4.2,4.5,4.6,5.3,5.9,6.3,6.5,7.0,6.8,6.6,6.0,6.6,4.7,4.4,4.2,4.1,4.0,4.0,7.0,5.2,4.0
08,4.1,4.0,3.8,3.7,3.6,3.5,3.4,3.5,3.6,4.4,5.2,5.1,5.1,5.4,5.4,5.0,4.9,5.0,4.7,4.4,4.3,4.1,3.9,3.7,5.4,4.3,3.4
09,3.6,3.3,2.8,2.5,3.0,3.2,3.2,3.2,3.6,4.3,5.0,6.2,6.7,6.4,6.4,6.6,6.2,6.6,5.9,5.6,5.6,5.9,5.9,5.2,6.7,4.9,2.5
10,5.0,4.4,4.0,3.6,3.3,3.1,2.9,3.1,3.4,3.8,4.4,5.4,5.9,6.6,6.7,6.3,6.0,6.3,5.5,5.1,5.2,5.2,4.4,4.0,6.7,4.7,2.8
11,3.5,3.4,3.6,4.0,3.7,3.5,4.3,3.5,5.1,6.7,8.3,9.4,10.0,7.7,8.1,7.6,6.7,7.6,7.3,7.8,8.2,8.4,8.4,8.4,10.0,6.5,3.4
