일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,1.3,1.7,2.0,1.2,0.3,0.6,1.3,0.6,0.9,0.9,1.4,1.3,1.5,0.5,1.7,4.1,4.7,4.1,4.6,3.4,3.8,2.3,1.9,1.7,4.7,2.0,0.3
02,1.7,1.9,2.0,1.9,1.0,0.6,1.3,0.6,0.8,1.9,1.7,1.3,1.1,1.9,2.2,2.0,3.3,2.0,1.6,2.0,2.3,2.0,1.3,1.3,3.3,1.7,0.6
03,0.8,2.9,2.8,1.3,1.4,0.8,1.5,0.8,2.8,3.4,4.0,3.5,2.9,3.8,5.1,4.8,4.5,4.8,5.9,6.4,5.6,5.6,4.5,5.8,6.4,3.7,0.8
04,6.6,2.8,2.3,3.3,2.3,1.3,1.3,1.3,1.4,1.3,1.2,1.0,1.0,1.2,1.5,1.1,0.6,1.1,0.5,0.5,0.4,0.5,0.6,0.5,6.6,1.5,0.4
05,0.8,0.3,0.4,0.4,1.3,1.3,1.6,1.3,1.1,0.5,1.2,1.7,2.5,1.8,1.5,1.5,0.8,1.5,0.4,1.5,3.4,2.2,2.5,2.0,3.4,1.4,0.3
06,1.9,2.6,0.8,2.0,2.1,3.6,1.6,3.6,0.9,1.0,0.9,0.7,0.5,0.7,0.7,0.7,1.4,0.7,1.6,1.1,1.0,1.5,1.7,0.7,3.6,1.3,0.5
07,1.1,0.9,0.7,0.9,0.6,0.4,0.3,0.4,0.8,1.2,1.3,1.5,2.2,1.2,0.6,1.9,1.1,1.9,0.3,0.1,0.5,0.9,1.9,1.1,2.2,1.0,0.1
08,2.0,2.3,2.9,1.2,1.1,0.9,1.2,0.9,0.6,0.5,0.3,0.2,0.6,0.6,0.8,0.4,0.6,0.4,0.6,0.3,0.4,0.3,0.2,0.5,2.9,0.8,0.2
09,0.1,0.2,0.2,0.9,0.2,0.7,0.4,0.7,0.4,0.7,0.7,0.9,0.5,0.4,0.6,0.6,0.7,0.6,0.5,0.6,0.7,1.1,2.2,2.2,2.2,0.7,0.1
10,2.4,2.5,2.4,1.8,1.3,1.1,1.2,1.1,2.9,2.4,3.3,4.0,3.7,1.2,0.5,2.3,1.4,2.3,1.3,2.3,2.5,3.3,3.2,3.1,4.0,2.2,0.5
11,4.2,4.1,3.6,3.3,2.6,1.7,2.0,1.7,0.9,1.9,1.1,0.9,1.8,3.8,3.6,3.1,2.8,3.1,1.3,2.9,2.8,3.6,1.0,1.9,4.2,2.4,0.9
12,1.9,1.2,2.7,3.2,3.1,1.8,2.2,1.8,2.9,2.7,2.9,2.7,2.8,2.9,2.2,1.8,1.2,1.8,2.3,2.0,1.3,1.6,2.4,3.1,3.2,2.3,1.2
13,3.3,3.9,3.3,4.1,3.6,2.0,1.3,2.0,1.1,1.2,3.1,2.7,3.6,3.5,4.2,4.4,4.1,4.4,4.4,4.2,4.8,4.3,3.8,2.3,4.8,3.3,1.1
14,2.2,4.0,3.8,2.9,1.4,1.3,2.3,1.3,3.0,3.0,4.1,4.4,5.0,4.6,4.5,4.4,4.4,4.4,3.7,4.2,3.8,3.2,1.5,2.7,5.0,3.4,1.3
15,3.9,3.6,2.2,2.4,1.4,1.7,1.8,1.7,1.0,1.1,1.9,2.2,1.3,1.0,1.1,1.0,0.9,1.0,0.1,0.4,0.2,0.6,1.1,1.0,3.9,1.4,0.1
16,0.6,1.2,1.0,1.3,1.5,1.4,1.3,1.4,0.6,1.0,1.7,1.6,0.7,2.7,1.8,2.5,2.5,2.5,2.8,2.1,2.9,2.9,2.1,1.1,2.9,1.7,0.4
17,1.4,0.7,1.7,0.6,1.0,1.0,0.8,1.0,0.9,2.3,3.0,2.1,3.5,2.9,3.4,3.8,2.7,3.8,0.9,1.4,1.9,1.0,1.0,0.5,3.8,1.7,0.5
18,0.7,0.8,0.5,0.5,1.2,0.7,1.8,0.7,1.4,0.7,1.0,0.5,0.3,1.2,2.3,3.0,3.5,3.0,1.9,2.0,1.0,0.9,1.1,0.8,3.5,1.3,0.3
19,0.5,1.6,2.0,1.6,1.1,1.0,1.3,1.0,2.4,2.4,2.2,1.9,1.3,0.5,0.2,0.3,1.3,0.3,0.9,1.5,1.3,1.9,2.2,0.7,2.4,1.4,0.2
20,1.0,1.4,0.6,0.5,0.4,0.1,0.5,0.1,0.7,1.4,1.5,1.0,1.8,1.9,2.0,4.3,3.2,4.3,3.4,3.2,3.1,2.3,1.7,1.5,4.8,1.8,0.1
21,1.4,2.2,2.1,2.4,2.2,2.2,0.6,2.2,0.9,0.5,0.7,2.3,2.5,2.2,2.1,2.1,1.8,2.1,3.0,3.0,2.8,0.7,1.3,2.0,3.3,1.9,0.5
