일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,4.2,4.2,4.2,4.3,4.4,4.3,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.2
02,4.4,4.4,4.3,4.2,4.3,4.4,4.5,4.4,4.6,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.5,4.6,4.6,4.6,4.7,4.6,4.7,4.5,4.2
03,4.6,4.7,4.7,4.5,4.6,4.6,4.8,4.6,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.8,4.8,4.8,4.8,4.9,4.9,4.9,4.7,4.5
04,5.0,5.0,4.9,5.0,4.9,5.0,5.0,5.0,5.0,5.1,5.1,5.1,5.0,5.0,4.9,5.0,5.0,5.0,5.0,5.1,5.1,5.1,5.2,5.2,5.2,5.0,4.9
05,5.2,5.2,5.2,5.2,5.1,5.1,5.1,5.1,5.4,5.3,5.3,5.3,5.4,5.3,5.3,5.4,5.3,5.4,5.4,5.4,5.5,5.4,5.5,5.4,5.5,5.3,5.1
06,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.2,5.3,5.4,5.4,5.5,5.4,5.3,5.3,5.4,5.4,5.4,5.4,5.4,5.6,5.6,5.6,5.6,5.6,5.4,5.2
07,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.4,5.4,5.4,5.5,5.4,5.5,5.5,5.5,5.4,5.5,5.5,5.6,5.6,5.6,5.7,5.7,5.7,5.5,5.3
08,5.7,5.6,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.5,5.6,5.7,5.6,5.6,5.7,5.7,5.7,5.7,5.6,5.7,5.8,5.8,5.8,5.8,5.6,5.5
09,5.8,5.8,5.7,5.7,5.6,5.7,5.7,5.7,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.9,5.9,5.9,5.9,5.9,5.8,5.6
10,5.9,6.0,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,6.0,6.0,6.1,6.1,6.0,5.9,6.0,5.9,6.0,6.0,6.0,6.1,6.2,6.2,6.2,6.0,5.9
11,6.2,6.2,6.1,6.1,6.1,6.1,6.0,6.1,6.0,6.0,6.1,6.1,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.2,6.2,6.2,6.1,6.0
12,6.2,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.1,6.1,6.0,6.1,6.1,6.2,6.1,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.3,6.2,6.0
13,6.2,6.3,6.3,6.4,6.3,6.3,6.4,6.3,6.3,6.3,6.3,6.2,6.3,6.3,6.3,6.4,6.4,6.4,6.4,6.5,6.5,6.4,6.4,6.4,6.5,6.4,6.2
14,6.4,6.4,6.5,6.5,6.5,6.6,6.6,6.6,6.5,6.4,6.4,6.4,6.4,6.4,6.5,6.5,6.5,6.5,6.6,6.6,6.7,6.7,6.7,6.7,6.7,6.5,6.4
15,6.7,6.6,6.5,6.6,6.7,6.7,6.8,6.7,6.9,6.8,6.6,6.5,6.6,6.6,6.6,6.6,6.7,6.6,7.0,7.0,7.2,7.1,7.0,6.9,7.2,6.8,6.5
16,6.9,6.8,6.8,6.9,7.1,7.1,7.0,7.1,7.1,7.0,6.9,6.9,6.8,6.8,6.9,6.9,7.0,6.9,7.0,7.0,7.1,7.2,7.2,7.3,7.3,7.0,6.8
17,7.2,7.1,7.2,7.2,7.2,7.2,7.3,7.2,7.3,7.3,7.3,7.3,7.2,7.1,7.1,7.1,7.1,7.1,7.2,7.3,7.3,7.4,7.4,7.3,7.4,7.2,7.1
18,7.3,7.3,7.3,7.1,7.2,7.3,7.4,7.3,7.4,7.5,7.6,7.5,7.5,7.4,7.4,7.5,7.5,7.5,7.5,7.6,7.6,7.7,7.7,7.6,7.7,7.5,7.1
19,7.7,7.6,7.6,7.6,7.6,7.6,7.7,7.6,7.8,7.8,7.6,7.6,7.5,7.5,7.5,7.4,7.4,7.4,7.5,7.5,7.6,7.5,7.6,7.6,7.8,7.6,7.4
20,7.5,7.5,7.5,7.4,7.4,7.4,7.4,7.4,7.7,7.7,7.7,7.6,7.6,7.6,7.7,7.6,7.6,7.6,7.7,7.8,7.8,7.9,7.9,7.8,7.9,7.6,7.4
21,7.8,7.7,7.7,7.7,7.6,7.6,7.7,7.6,7.8,7.8,7.7,7.7,7.7,7.6,7.7,7.7,7.7,7.7,7.8,7.8,7.9,7.9,7.9,7.9,7.9,7.7,7.6
22,7.9,7.8,7.8,7.8,7.7,7.7,7.7,7.7,7.8,7.8,7.9,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.9,7.9,7.9,7.9,8.1,8.0,8.1,7.8,7.7
23,8.0,8.0,7.9,7.9,7.9,7.9,7.9,7.9,8.0,8.0,7.9,8.0,8.0,7.9,7.9,7.9,7.9,7.9,7.9,7.9,8.0,8.0,8.1,8.1,8.1,8.0,7.9
24,8.1,8.0,7.9,7.9,7.9,7.9,7.9,7.9,7.9,8.0,8.0,8.0,8.1,8.0,8.0,8.1,8.2,8.1,8.1,8.0,8.0,8.2,8.2,8.2,8.2,8.0,7.9
25,8.2,8.2,8.1,8.1,8.0,8.0,8.0,8.0,8.0,8.0,8.1,8.1,8.2,8.2,8.2,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.2,8.2,8.2,8.1,8.0
26,8.2,8.2,8.3,8.2,8.1,8.1,8.0,8.1,8.0,8.0,8.0,8.0,8.1,8.1,8.1,8.2,8.2,8.2,8.1,8.2,8.2,8.1,8.1,8.2,8.3,8.1,8.0
27,8.2,8.3,8.3,8.3,8.3,8.3,8.2,8.3,8.2,8.2,8.2,8.2,8.2,8.2,8.3,8.3,8.4,8.3,8.5,8.6,8.7,8.7,8.8,8.8,8.8,8.4,8.2
28,8.8,8.8,8.9,8.9,8.9,8.9,8.8,8.9,8.7,8.6,8.5,8.4,8.4,8.4,8.4,8.4,8.6,8.4,8.7,8.7,8.7,8.6,8.5,8.5,8.9,8.7,8.4
29,8.5,8.5,8.5,8.6,8.7,8.8,8.8,8.8,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.4,8.6,8.4,8.7,8.9,9.0,9.0,9.0,8.8,9.0,8.7,8.4
30,8.7,8.7,8.7,8.7,8.8,8.9,8.9,8.9,9.0,8.9,8.8,8.8,8.7,8.7,8.7,8.8,8.8,8.8,8.9,9.0,9.0,9.0,9.0,9.1,9.1,8.9,8.7
31,9.1,9.0,9.0,9.0,9.1,9.1,9.1,9.1,9.2,9.2,9.2,9.0,9.0,8.9,9.0,8.9,9.0,8.9,9.1,9.2,9.3,9.5,9.5,9.4,9.5,9.1,8.9
TOTAL,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.9,6.9,7.0,7.0,7.0,7.0,7.1,6.8,6.7
