일,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,최대,평균,최소
01,5.6,5.5,5.5,5.6,5.6,5.5,5.4,5.5,5.2,5.2,5.3,5.4,5.4,5.4,5.4,5.4,5.5,5.4,5.5,5.6,5.4,5.2,5.2,5.3,5.6,5.4,5.2
02,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3,5.2,5.2,5.1,5.1,5.2,5.2,5.2,5.3,5.2,5.3,5.2,5.2,5.1,5.1,5.1,5.4,5.3,5.1
03,5.1,5.0,5.1,5.2,5.1,5.1,5.1,5.1,5.1,5.1,4.9,4.9,4.8,4.9,5.0,5.0,5.0,5.0,5.1,5.1,5.0,5.0,5.0,5.0,5.2,5.0,4.8
04,5.0,4.9,4.9,5.0,5.0,5.0,5.0,5.0,4.9,4.8,4.6,4.6,4.6,4.8,4.9,4.9,4.9,4.9,5.0,5.0,4.9,4.8,4.8,4.7,5.0,4.9,4.6
05,4.7,4.7,4.7,4.8,4.8,4.8,4.9,4.8,4.9,4.8,4.8,4.6,4.5,4.6,4.7,4.8,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.8,4.9,4.8,4.5
06,4.7,4.6,4.7,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.6,4.6,4.6,4.7,4.7,4.7,4.7,4.8,4.8,4.8,4.7,4.6,4.8,4.7,4.6
07,4.6,4.6,4.6,4.5,4.5,4.6,4.6,4.6,4.7,4.7,4.6,4.7,4.6,4.5,4.6,4.5,4.6,4.5,4.7,4.7,4.8,4.8,4.7,4.7,4.8,4.6,4.5
08,4.6,4.6,4.6,4.6,4.7,4.8,4.8,4.8,4.7,4.8,4.7,4.7,4.6,4.5,4.5,4.6,4.6,4.6,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.7,4.5
09,4.8,4.7,4.6,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.9,4.9,4.8,4.8,4.8,4.8,4.9,4.8,4.9,4.9,4.9,4.9,4.9,5.0,5.0,4.8,4.6
10,4.9,4.9,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,4.9,5.0,4.9,5.0,5.0,5.0,5.0,5.0,5.1,5.1,4.9,4.8
11,5.1,5.1,5.0,4.8,4.7,4.7,4.7,4.7,4.6,4.6,4.5,4.6,4.6,4.6,4.6,4.5,4.4,4.5,4.4,4.5,4.5,4.4,4.4,4.4,5.1,4.6,4.4
12,4.4,4.3,4.3,4.3,4.4,4.5,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.5,4.6,4.5,4.5,4.5,4.5,4.6,4.7,4.7,4.8,4.9,4.9,4.5,4.3
13,4.8,4.7,4.6,4.6,4.7,4.7,4.7,4.7,4.8,4.9,4.9,4.9,4.8,4.6,4.3,4.1,4.2,4.1,4.1,4.0,3.9,4.3,4.6,4.7,4.9,4.5,3.9
14,4.7,4.7,4.5,4.5,4.5,4.6,4.5,4.6,4.7,4.7,4.7,4.5,4.5,4.4,4.4,4.4,4.5,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.7,4.5,4.3
15,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.4,4.4,4.3,4.4,4.3,4.4,4.4,4.4,4.3,4.3,4.4,4.4,4.3,4.2
16,4.3,4.4,4.4,4.3,4.3,4.4,4.3,4.4,4.1,4.1,4.1,4.2,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.1,4.1,4.1,4.1,4.4,4.2,4.1
17,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.2,4.1,4.0,3.9,4.0,4.1,4.1,4.1,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,4.2,4.1,3.9
18,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.0,3.7,3.8,3.8,3.8,3.9,3.8,3.9,4.0,4.1,4.0,4.1,4.0,4.0,4.1,3.9,3.7
19,3.9,3.8,3.8,3.8,3.9,3.9,3.9,3.9,4.0,4.0,4.1,4.0,3.8,3.7,3.7,3.8,3.8,3.8,3.9,3.9,3.8,3.8,3.9,3.8,4.1,3.9,3.7
20,3.6,3.5,3.5,3.5,3.5,3.5,3.6,3.5,3.6,3.7,3.9,3.9,3.7,3.5,3.5,3.5,3.6,3.5,3.6,3.6,3.7,3.6,3.6,3.6,3.9,3.6,3.5
21,3.6,3.5,3.4,3.3,3.4,3.5,3.5,3.5,3.5,3.4,3.2,3.4,3.7,3.3,3.4,3.4,3.5,3.4,3.5,3.6,3.6,3.4,3.4,3.3,3.7,3.5,3.2
22,3.4,3.3,3.4,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.4,3.4,3.4,3.5,3.5,3.6,3.5,3.7,3.7,3.7,3.7,3.5,3.6,3.7,3.5,3.3
23,3.6,3.6,3.6,3.6,3.7,3.7,3.7,3.7,3.8,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.7,3.8,3.8,3.8,3.8,3.8,3.7,3.6
24,3.8,3.8,3.7,3.7,3.7,3.7,3.8,3.7,3.8,3.8,3.7,3.8,3.9,3.8,3.7,3.8,3.8,3.8,3.9,3.8,3.8,3.9,4.0,4.0,4.0,3.8,3.7
25,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,4.0,4.0,3.9,4.0,3.9,4.0,4.0,4.0,4.0,4.1,4.1,4.1,4.0,3.9
26,4.1,4.0,4.0,4.0,3.9,3.9,3.9,3.9,4.0,4.0,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.2,4.0,3.9
27,4.3,4.2,4.1,4.0,4.0,4.0,4.0,4.0,4.1,4.1,4.0,4.0,4.1,4.1,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.0,4.0,4.3,4.1,4.0
28,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.0,3.9,4.0,4.0,4.1,4.0,4.1,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.0,3.9
29,4.1,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.0,4.1,4.1,4.1,4.0,4.0,4.0,4.1,4.1,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.2,4.1,4.0
30,4.2,4.1,4.1,4.1,4.1,4.1,4.0,4.1,4.0,4.0,4.1,4.1,4.1,4.2,4.1,4.2,4.3,4.2,4.2,4.2,4.1,4.2,4.1,4.2,4.3,4.1,4.0
31,4.2,4.2,4.1,4.1,4.2,4.2,4.2,4.2,4.1,4.1,3.9,4.0,4.0,4.0,4.0,4.0,4.1,4.0,4.2,4.1,4.1,4.1,4.2,4.1,4.2,4.1,3.9
