일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,4.32.73.42.12.12.22.62.24.04.54.75.26.46.77.35.93.75.94.04.26.14.54.34.1,7.3,4.2,2.1
02,4.53.44.02.83.63.83.93.83.94.74.65.25.03.83.83.83.93.82.92.32.82.52.72.8,5.2,3.7,2.3
03,3.12.62.63.12.42.82.62.82.83.13.33.64.04.64.94.54.74.53.83.92.21.31.51.3,4.9,3.1,1.3
04,1.82.42.82.22.32.72.42.72.52.62.62.83.63.44.74.74.54.73.23.32.72.11.51.9,4.7,2.9,1.5
05,1.92.02.12.32.22.42.92.42.82.83.34.04.84.84.53.74.13.73.93.32.62.41.52.5,4.8,3.1,1.5
06,2.41.11.51.71.61.91.41.92.62.83.43.53.12.33.22.72.52.71.92.22.82.82.11.7,3.5,2.3,1.1
07,1.71.41.92.22.12.32.32.32.82.72.83.13.53.83.54.14.04.13.33.44.14.24.44.7,4.7,3.1,1.4
08,4.64.54.74.64.85.04.65.04.75.15.15.85.65.96.05.45.75.45.34.74.94.64.85.0,6.0,5.1,4.4
09,5.35.05.04.52.93.75.03.73.84.34.75.15.15.65.14.33.94.34.33.53.04.24.74.6,5.6,4.5,2.9
10,4.74.23.63.83.64.23.44.24.03.71.41.11.23.04.24.14.04.13.53.43.04.42.82.4,4.7,3.3,1.1
11,2.42.83.64.04.94.94.54.94.83.32.92.33.13.62.62.62.72.62.52.52.72.12.82.1,4.9,3.2,2.0
12,1.83.23.53.02.42.82.72.81.31.81.43.03.93.22.52.62.42.63.52.82.31.70.30.9,3.9,2.4,0.3
13,1.00.81.22.11.72.12.42.12.33.02.72.93.81.62.43.22.63.22.62.31.91.71.81.6,3.8,2.1,0.8
14,2.73.62.82.72.53.13.83.13.94.64.54.55.03.33.83.74.23.74.03.73.73.94.04.6,5.0,3.8,2.5
15,4.64.64.54.84.95.24.75.25.55.65.96.76.56.77.07.97.47.97.26.06.06.15.14.6,7.9,5.8,4.5
16,4.04.02.13.12.83.52.33.52.02.52.22.01.62.52.12.12.12.11.82.21.92.12.42.2,4.0,2.4,1.6
17,2.31.31.31.72.42.52.92.52.14.03.33.24.03.95.05.36.65.36.26.25.03.93.50.9,6.6,3.6,0.9
18,0.91.41.81.80.91.31.61.32.42.02.11.23.04.74.54.44.84.43.72.51.60.80.80.6,4.8,2.3,0.6
19,1.01.41.82.52.52.92.52.93.53.44.54.75.25.65.85.65.45.65.25.04.34.32.83.5,6.0,3.8,1.0
20,3.23.62.92.93.55.44.35.44.06.24.03.32.94.04.44.44.04.43.94.54.62.92.42.5,6.2,3.9,2.4
21,2.21.81.71.81.31.71.51.72.02.12.42.62.03.24.14.54.64.53.83.23.22.81.90.9,4.6,2.5,0.9
22,1.11.10.90.70.80.91.50.91.52.42.42.32.12.53.54.84.94.83.23.22.41.71.91.7,4.9,2.2,0.7
23,1.32.32.12.32.12.92.82.93.13.14.03.83.03.24.55.65.35.64.04.44.95.96.16.5,6.5,3.8,1.3
24,4.12.02.62.32.22.42.22.43.23.84.54.54.03.73.03.54.03.53.63.52.92.73.22.3,4.5,3.2,2.0
25,2.21.71.41.81.71.61.31.62.71.60.93.35.15.14.95.27.05.26.36.45.03.92.42.1,7.1,3.5,0.9
26,1.51.51.42.21.93.42.63.41.71.61.20.61.23.04.15.35.75.35.04.64.85.04.95.3,5.7,3.1,0.6
27,5.44.54.65.85.65.77.35.78.07.86.44.74.54.95.76.56.16.55.14.94.35.55.75.6,9.1,5.8,4.3
28,5.24.35.63.31.73.13.63.14.23.73.23.22.52.21.94.44.34.43.73.93.22.02.11.5,5.6,3.3,1.5
29,1.51.31.52.01.61.81.91.83.63.43.23.13.23.85.05.04.85.04.14.04.54.85.15.3,5.3,3.4,1.3
30,5.65.14.24.33.85.04.45.05.44.85.14.74.84.43.83.83.33.83.02.82.52.22.22.2,5.6,4.0,2.2
31,1.82.84.64.74.14.65.14.65.64.95.04.84.34.33.73.04.03.05.04.44.44.03.93.8,6.5,4.4,1.8
TOTAL,2.92.72.82.92.73.13.13.13.43.63.53.63.84.04.24.44.44.44.03.83.63.33.13.0,5.5,3.5,1.7
