일,000102030405060708091011121314151617181920212223,최대,평균,최소
01,1.51.30.60.60.50.60.80.61.31.81.91.92.32.22.63.32.23.32.21.70.80.90.60.9,3.3,1.5,0.5
02,1.41.21.11.51.21.31.31.31.72.52.94.94.73.92.53.83.83.82.82.94.13.84.73.7,4.9,2.8,1.1
03,2.52.01.61.82.12.72.72.73.24.63.84.74.94.94.74.83.54.84.85.53.94.05.75.1,5.7,3.7,1.6
04,4.95.36.77.17.67.510.47.58.07.57.18.48.79.29.29.39.49.38.88.06.06.46.06.0,10.5,7.8,4.9
05,5.04.74.54.14.24.14.04.13.51.62.52.32.83.83.94.14.14.14.44.64.14.14.93.6,5.0,3.9,1.6
06,2.72.92.21.31.60.90.60.92.11.91.82.11.82.95.14.87.04.85.45.65.06.57.37.2,7.3,3.6,0.6
07,6.56.26.07.07.37.46.77.48.57.16.16.66.57.07.17.67.57.67.37.87.57.26.35.1,8.5,6.9,5.1
08,2.31.10.62.43.32.73.22.73.13.73.82.72.22.63.92.92.92.91.92.62.42.42.72.9,3.9,2.7,0.6
09,2.72.72.62.42.11.92.71.92.12.42.42.52.01.71.51.42.01.41.68.17.38.17.78.3,8.3,3.3,1.1
10,9.910.39.811.812.412.312.412.313.411.610.48.77.511.611.310.213.410.213.412.913.313.211.711.6,14.4,11.7,7.5
11,10.810.311.211.19.49.19.59.17.26.75.95.75.75.36.46.26.06.25.84.93.94.44.43.3,11.2,6.9,3.3
12,1.61.81.10.72.32.41.12.41.72.32.52.22.02.33.43.43.63.43.33.52.82.62.41.4,3.6,2.3,0.7
13,1.41.81.91.62.53.22.73.23.02.51.81.50.82.34.44.64.54.64.64.64.55.53.51.6,5.5,3.0,0.8
14,1.11.21.91.81.61.92.81.91.92.32.72.31.63.04.15.55.05.53.63.92.42.11.72.1,5.5,2.6,1.1
15,2.42.61.80.91.61.30.91.30.71.31.61.61.13.35.35.44.45.44.74.32.62.01.92.0,5.4,2.5,0.7
16,1.01.11.40.70.91.11.81.11.00.81.72.94.04.45.83.31.23.35.63.34.96.14.94.5,6.1,2.8,0.7
17,6.05.56.16.77.97.37.67.38.96.76.37.06.47.98.28.39.48.39.69.68.18.79.58.7,10.3,7.9,5.5
18,8.66.24.52.82.62.62.62.67.67.97.56.26.35.96.06.16.06.15.96.34.31.81.01.0,8.6,5.0,1.0
19,1.41.81.31.30.91.01.51.01.91.71.91.21.13.24.96.15.66.15.15.66.16.14.64.0,6.1,3.1,0.9
20,2.51.31.11.01.21.71.91.72.02.12.21.21.23.14.13.84.53.84.63.62.21.41.01.4,4.6,2.3,1.0
21,1.62.01.62.11.91.91.91.92.02.31.81.41.62.32.01.11.41.11.11.11.30.70.80.9,2.3,1.6,0.7
22,0.60.61.01.71.21.21.11.21.41.51.50.81.73.64.24.75.14.75.44.84.33.72.51.5,5.5,2.5,0.6
23,1.92.13.66.05.64.54.74.55.25.04.44.56.07.57.66.66.66.67.68.29.17.45.75.2,9.1,5.7,1.9
24,5.04.94.45.97.56.36.46.36.66.85.86.16.76.77.48.27.58.28.47.57.15.76.66.8,8.4,6.6,4.4
25,3.60.91.21.32.92.01.52.01.63.14.53.53.12.72.22.14.92.14.14.74.43.41.82.0,4.9,2.8,0.9
26,2.13.53.23.33.13.24.03.23.43.73.43.12.63.13.11.92.61.94.13.83.63.13.32.7,4.1,3.2,1.9
27,1.21.21.00.60.40.31.30.31.11.01.21.12.24.46.06.66.56.66.86.34.95.04.73.9,6.8,3.1,0.3
28,2.52.12.12.31.41.41.41.41.31.91.92.12.53.94.44.23.84.24.64.94.74.54.51.5,4.9,2.9,1.3
29,1.91.92.11.10.92.42.62.41.92.53.12.71.82.42.53.33.83.32.62.32.21.61.71.5,3.8,2.3,0.9
30,2.11.21.71.10.92.32.22.31.72.73.22.81.51.93.23.83.43.83.24.15.05.15.33.5,5.3,2.8,0.9
31,1.72.72.12.11.61.41.41.42.42.82.92.62.23.53.95.04.95.03.42.82.62.63.13.5,5.0,2.8,1.4
TOTAL,3.23.03.03.13.23.23.43.23.63.63.63.53.44.34.94.95.04.95.05.14.74.54.33.8,6.4,4.0,1.8
