어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)꽁치,남해,대,S/P,19,10.0,"10,000","5,000","7,600"
(선)꽁치,남해,중,S/P,10,10.0,"6,000","6,000","6,000"
(선)꽁치,남해,대,S/P,6,5.0,"10,000","10,000","10,000"
(냉)꽁치,대만,1번,CT/(BT),20,9.0,"76,300","76,300","76,300"
(냉)꽁치,대만,1번,CT/(BT),60,8.9,"76,300","76,300","76,300"
(선)학꽁치,포항,1미,미(마리),26,1.0,"1,000","1,000","1,000"
(선)학꽁치,포항,25미,S/P,7,15.0,"45,000","30,000","32,100"
(선)학꽁치,포항,56미,S/P,1,20.0,"70,000","70,000","70,000"
(선)학꽁치,포항,대,S/P,29,10.0,"60,000","40,000","50,000"
(선)학꽁치,포항,중,S/P,9,5.0,"87,500","70,000","77,800"
(선)학꽁치,포항,17미,S/P,1,15.0,"30,000","30,000","30,000"
(선)학꽁치,포항,대,S/P,1,15.0,"50,000","50,000","50,000"
(선)학꽁치,남해,대,S/P,2,10.0,"7,000","7,000","7,000"
(선)학꽁치,포항,중,S/P,11,10.0,"100,000","50,000","86,400"
(선)학꽁치,포항,대,S/P,2,3.0,"20,000","20,000","20,000"
(선)학꽁치,포항,30미,S/P,14,15.0,"50,000","37,500","44,600"
(선)학꽁치,포항,대,S/P,76,1.0,"2,000","1,000","1,800"
(선)학꽁치,구룡포,대,S/P,16,10.0,"100,000","85,000","88,300"
(선)학꽁치,포항,대,S/P,1,2.0,"20,000","20,000","20,000"
(선)학꽁치,완도,대,S/P,30,1.0,"1,000","1,000","1,000"
