파일어종,전처리,산지,date,기온 평균,수온 평균,풍속 평균
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-01-01,7.2,14.4,5.0
갈치,냉,제주도,2021-01-01,7.2,14.4,5.0
갈치,냉,제주도,2021-01-01,7.2,14.4,5.0
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,선,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0
갈치,선,통영,2021-04-01,14.2,14.3,2.3
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6
갈치,선,군산,2021-05-01,16.2,16.0,2.9
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,안흥,2021-05-01,14.2,11.8,2.6
갈치,선,군산,2021-05-01,16.2,16.0,2.9
갈치,선,군산,2021-05-01,16.2,16.0,2.9
갈치,선,안흥,2021-05-01,14.2,11.8,2.6
갈치,선,군산,2021-05-01,16.2,16.0,2.9
갈치,선,군산,2021-05-01,16.2,16.0,2.9
갈치,냉,제주도,2021-05-01,17.9,17.6,4.1
갈치,냉,제주도,2021-05-01,17.9,17.6,4.1
갈치,냉,제주도,2021-05-01,17.9,17.6,4.1
갈치,냉,제주도,2021-05-01,17.9,17.6,4.1
갈치,냉,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
갈치,선,제주도,2021-05-01,17.9,17.6,4.1
