파일어종,전처리,산지,date,기온 평균,수온 평균,풍속 평균
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-02-01,8.0,14.6,3.0
갈치,냉,제주도,2023-02-01,8.0,14.6,3.0
갈치,냉,제주도,2023-02-01,8.0,14.6,3.0
갈치,냉,제주도,2023-02-01,8.0,14.6,3.0
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,선,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-03-01,12.0,15.2,2.6
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,냉,제주도,2023-04-01,15.0,16.5,4.4
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,군산,2023-05-01,17.7,16.7,3.1
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,통영,2023-05-01,17.6,17.5,1.8
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,선,안흥,2023-05-01,15.6,12.2,2.0
갈치,냉,제주도,2023-05-01,18.2,18.0,2.9
갈치,냉,제주도,2023-05-01,18.2,18.0,2.9
갈치,냉,제주도,2023-05-01,18.2,18.0,2.9
갈치,냉,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
갈치,선,제주도,2023-05-01,18.2,18.0,2.9
