파일어종,전처리,산지,date,기온 평균,수온 평균,풍속 평균,평균가,year,month,day
갈치,냉,제주도,2021-01-01,7.2,14.4,5.0,106000,2021,1,1
갈치,냉,제주도,2021-01-01,7.2,14.4,5.0,75000,2021,1,1
갈치,냉,제주도,2021-01-01,7.2,14.4,5.0,146000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,146600,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,85000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,45000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,150000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,50400,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,143100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,25000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,100000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,163600,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,154500,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,179800,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,100000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,153100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,35000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,86700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,200000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,220000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,30000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,36700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,30000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,75000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,125000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,70000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,70000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,158900,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,130000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,44500,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,71100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,90000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,44800,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,160000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,53100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,111100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,183700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,39300,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,58000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,168700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,80000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,80000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,23300,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,33000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,40000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,133000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,40000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,140000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,23000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,77000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,60000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,144100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,65600,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,37700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,54000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,167000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,71300,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,85000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,40000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,70000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,190000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,32800,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,170000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,90000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,35000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,175000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,150000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,75000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,163000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,40000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,100000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,75000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,20000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,33000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,50000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,130000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,290000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,138300,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,146700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,80000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,220000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,17600,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,140000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,142000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,170000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,154700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,39700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,140000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,60700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,167500,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,43800,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,102900,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,140000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,23000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,40000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,54700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,167400,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,152100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,60000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,165000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,30700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,146700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,130000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,80000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,21100,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,68000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,135000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,62900,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,78600,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,50000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,173300,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,245000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,116700,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,110000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,55000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,22000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,100000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,49000,2021,1,1
갈치,선,제주도,2021-01-01,7.2,14.4,5.0,110000,2021,1,1
갈치,냉,제주도,2021-01-01,7.2,14.4,5.0,250000,2021,1,1
갈치,냉,제주도,2021-01-01,7.2,14.4,5.0,185000,2021,1,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,80000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,45300,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,23000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,130000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,149600,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,90000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,55000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,147000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,150000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,101000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,50000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,120000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,40000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,159400,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,60000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,146100,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,55400,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,40000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,112500,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,178900,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,150700,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,45000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,144500,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,120000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,150000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,100000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,220000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,70000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,105000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,25000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,30000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,12000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,138700,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,147500,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,50000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,150000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,286700,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,80000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,66000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,70000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,95000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,50000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,65000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,40000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,20900,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,65000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,40000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,170000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,85000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,70000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,120000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,124400,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,90000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,155500,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,42200,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,65000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,80000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,60000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,50000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,22600,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,60000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,45000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,95000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,117500,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,142100,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,150000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,146700,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,67000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,33900,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,12000,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,55200,2021,2,1
갈치,선,제주도,2021-02-01,9.4,14.6,5.2,60000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,75000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,25000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,22000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,25000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,40000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,16300,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,260000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,80000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,22000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,260000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,220000,2021,2,1
갈치,냉,제주도,2021-02-01,9.4,14.6,5.2,35000,2021,2,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,77000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,80000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,10000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,75000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,22400,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,150200,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,60000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,140100,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,140000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,144800,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,77000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,90000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,57000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,40000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,170000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,50000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,85000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,168800,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,30000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,54400,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,135000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,100000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,260000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,170000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,131600,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,95000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,141000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,56300,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,109300,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,55000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,140200,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,150900,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,45000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,135000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,90000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,100000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,180000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,175000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,187900,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,125000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,115000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,121300,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,135000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,50000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,50000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,150000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,155000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,100000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,75900,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,45000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,150100,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,155000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,135000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,76200,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,80000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,61500,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,130000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,150000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,160000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,50000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,135000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,55000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,28000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,25000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,90000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,140000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,115000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,55000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,50000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,141900,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,45500,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,153100,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,65000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,130000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,149500,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,139600,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,32000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,90000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,132800,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,90000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,105000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,42300,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,80000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,90300,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,75000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,30000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,17100,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,135000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,160000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,62000,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,149500,2021,3,1
갈치,선,제주도,2021-03-01,12.0,14.9,4.0,130000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,80000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,260000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,260000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,47000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,47000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,79000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,77000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,77400,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,55000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,47000,2021,3,1
갈치,냉,제주도,2021-03-01,12.0,14.9,4.0,35000,2021,3,1
갈치,선,통영,2021-04-01,14.2,14.3,2.3,50000,2021,4,1
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6,173500,2021,4,1
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6,39000,2021,4,1
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6,120000,2021,4,1
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6,173200,2021,4,1
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6,204800,2021,4,1
갈치,냉,제주도,2021-04-01,14.7,15.8,4.6,120000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,30000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,210000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,155000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,176400,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,170000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,110000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,20000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,105000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,24300,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,173800,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,155000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,140000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,283600,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,42000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,21000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,25900,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,102000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,120000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,155000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,235000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,39000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,145000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,186700,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,100000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,20000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,60000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,180000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,190000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,190000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,100000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,160800,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,292600,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,300000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,190000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,100000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,35000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,220000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,300000,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,148900,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,261600,2021,4,1
갈치,선,제주도,2021-04-01,14.7,15.8,4.6,120600,2021,4,1
