어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가
(선)백조기,나로도,34미,S/P,1.0,10.0,"13,000","13,000","13,000"
(선)백조기,남해,8미,S/P,4.0,10.0,"25,000","15,000","19,300"
(선)백조기,남해,15미,S/P,9.0,10.0,"15,000","10,000","13,900"
(선)백조기,군산,대,S/P,5.6,1.0,"1,000","1,000","1,000"
(선)백조기,나로도,13미,S/P,2.0,10.0,"28,000","25,000","26,500"
(선)백조기,나로도,20미,S/P,3.0,10.0,"30,000","22,000","24,700"
(선)백조기,통영,중,kg,11.0,3.0,"10,000","10,000","10,000"
(선)백조기,나로도,5미,S/P,18.0,10.0,"40,000","20,000","28,800"
(선)백조기,나로도,14미,S/P,11.0,10.0,"35,000","5,000","26,000"
(선)백조기,나로도,30미,S/P,3.0,10.0,"25,000","15,000","21,700"
(선)백조기,통영,중,S/P,1.0,2.0,"4,000","4,000","4,000"
(선)백조기,나로도,8미,S/P,55.0,10.0,"40,000","16,000","28,300"
(선)백조기,나로도,3단,S/P,2.0,10.0,"17,000","6,000","11,500"
(선)백조기,안흥,중,kg,12.0,5.0,"10,000","10,000","10,000"
(선)백조기,나로도,24미,S/P,12.0,10.0,"30,000","13,000","24,300"
(선)백조기,나로도,17미,S/P,2.0,10.0,"32,000","25,000","28,500"
(선)백조기,나로도,15미,S/P,22.0,10.0,"35,000","15,000","27,900"
(선)백조기,통영,중,kg,3.0,5.0,"80,000","67,000","72,500"
(선)백조기,군산,대,S/P,15.0,1.5,"5,000","3,000","4,000"
(선)백조기,나로도,23미,S/P,1.0,10.0,"6,000","6,000","6,000"
(선)백조기,안흥,중,kg,14.0,3.0,"13,000","5,000","10,100"
(선)백조기,나로도,12미,S/P,34.0,10.0,"35,000","13,000","26,000"
(선)백조기,군산,대,S/P,1.0,30.0,"323,000","323,000","323,000"
(선)백조기,나로도,33미,S/P,3.0,10.0,"25,000","15,000","21,700"
(선)백조기,나로도,16미,S/P,3.0,10.0,"26,000","20,000","22,700"
(선)백조기,통영,중,S/P,2.0,10.0,"176,000","145,000","160,500"
(선)백조기,나로도,소,S/P,7.0,10.0,"8,000","5,000","7,400"
(선)백조기,나로도,4미,S/P,3.0,10.0,"35,000","20,000","26,700"
(선)백조기,남해,10미,S/P,23.0,10.0,"25,000","15,000","20,600"
(선)백조기,남해,소,S/P,10.0,10.0,"8,000","5,000","6,800"
(선)백조기,나로도,대,S/P,1.0,10.0,"10,000","10,000","10,000"
(선)백조기,태안,중,kg,16.1,1.0,100,100,100
(선)백조기,군산,대,S/P,1.0,10.0,"290,000","290,000","290,000"
(선)백조기,서천,중,kg,6.0,1.0,"12,000","12,000","12,000"
(선)백조기,서천,중,S/P,1.0,2.0,"15,000","15,000","15,000"
(선)백조기,나로도,22미,S/P,2.0,10.0,"30,000","14,000","22,000"
(선)백조기,군산,대,S/P,18.0,5.0,"7,000","3,000","5,100"
(선)백조기,군산,대,S/P,5.0,15.0,"85,000","15,000","29,000"
(선)백조기,통영,중,kg,1.0,1.0,"11,400","11,400","11,400"
(선)백조기,군산,대,S/P,1.0,20.0,"126,000","126,000","126,000"
(선)백조기,나로도,27미,S/P,1.0,10.0,"7,000","7,000","7,000"
(선)백조기,나로도,7미,S/P,10.0,10.0,"27,000","13,000","22,800"
(선)백조기,안흥,중,S/P,36.0,5.0,"8,000","2,000","4,800"
(선)백조기,안흥,중,kg,27.0,1.0,"9,000","2,500","7,400"
(선)백조기,나로도,9미,S/P,3.0,10.0,"38,000","13,000","23,000"
(선)백조기,남해,6미,S/P,2.0,10.0,"18,000","18,000","18,000"
(선)백조기,통영,중,S/P,23.0,4.0,"11,000","4,000","8,000"
(선)백조기,군산,대,kg,138.9,1.0,"4,500","1,000","3,600"
(선)백조기,나로도,10미,S/P,41.0,10.0,"36,000","13,000","26,000"
(선)백조기,나로도,39미,S/P,1.0,10.0,"15,000","15,000","15,000"
(선)백조기,안흥,중,S/P,1.0,3.0,"5,000","5,000","5,000"
(선)백조기,나로도,21미,S/P,1.0,10.0,"10,000","10,000","10,000"
(선)백조기,통영,중,S/P,1.0,3.0,"12,000","12,000","12,000"
(선)백조기,통영,중,S/P,1.0,5.0,"157,100","157,100","157,100"
(선)백조기,나로도,15미,S/P,1.0,15.0,"38,000","38,000","38,000"
(선)백조기,안흥,대,S/P,4.0,10.0,"5,000","5,000","5,000"
(선)백조기,나로도,18미,S/P,22.0,10.0,"32,000","15,000","28,000"
(선)백조기,나로도,6미,S/P,49.0,10.0,"45,000","17,000","27,800"
(선)백조기,목포,대,S/P,3.0,15.0,"100,000","12,000","65,700"
(냉)백조기,나로도,대,S/P,49.0,15.0,"70,000","70,000","70,000"
(냉)백조기,나로도,중,S/P,19.0,10.0,"65,000","45,000","60,000"
(냉)백조기,나로도,10미,S/P,5.0,10.0,"15,000","15,000","15,000"
(냉)백조기,나로도,대,S/P,7.0,10.0,"75,000","45,000","64,300"
(냉)백조기,나로도,12미,S/P,5.0,10.0,"15,000","15,000","15,000"
(냉)백조기,나로도,24미,S/P,1.0,10.0,"15,000","15,000","15,000"
(냉)백조기,나로도,18미,S/P,5.0,10.0,"18,000","18,000","18,000"
(냉)백조기,나로도,8미,S/P,4.0,10.0,"15,000","15,000","15,000"
(냉)백조기,나로도,6미,S/P,7.0,10.0,"15,000","15,000","15,000"
(냉)백조기,나로도,15미,S/P,4.0,10.0,"15,000","15,000","15,000"
(활)수조기,목포,중,kg,4.8,1.0,"11,000","2,000","7,600"
(선)수조기,목포,대,S/P,6.2,1.0,"5,000","5,000","5,000"
(선)수조기,목포,대,S/P,1.0,15.0,"90,000","90,000","90,000"
(선)수조기,격포,중,kg,1.8,1.0,"5,000","5,000","5,000"
(선)수조기,나로도,3미,S/P,1.0,10.0,"20,000","20,000","20,000"
(냉)조기,중국,40/41미,CT/(BT),10.0,9.0,"367,000","367,000","367,000"
(냉)조기,중국,60미,CT/(BT),60.0,3.5,"15,400","14,600","15,000"
(냉)조기,중국,50/51미,CT/(BT),23.0,9.0,"262,300","262,300","262,300"
(냉)조기,중국,40미,CT/(BT),30.0,3.6,"48,400","48,400","48,400"
(냉)조기,중국,55미,CT/(BT),5.0,9.0,"367,500","367,500","367,500"
(냉)조기,중국,60미,CT/(BT),150.0,4.0,"33,400","33,400","33,400"
(선)참조기,제주도,31미,S/P,1.0,12.0,"400,000","400,000","400,000"
(선)참조기,제주도,36미,S/P,1.0,13.0,"530,000","530,000","530,000"
(선)참조기,목포,대,S/P,61.0,15.0,"147,000","90,000","99,700"
(선)참조기,제주도,180미,S/P,2.0,10.0,"200,000","200,000","200,000"
(선)참조기,제주도,120미,S/P,12.0,19.0,"560,000","450,000","490,800"
(선)참조기,제주도,150미,S/P,4.0,15.0,"250,000","140,000","207,500"
(선)참조기,제주도,160/165미,S/P,7.0,10.0,"270,000","270,000","270,000"
(선)참조기,제주도,대,S/P,1.0,10.0,"650,000","650,000","650,000"
(선)참조기,제주도,100미,S/P,1.0,15.0,"500,000","500,000","500,000"
(선)참조기,제주도,90미,S/P,1.0,11.7,"420,000","420,000","420,000"
(선)참조기,제주도,34미,S/P,1.0,10.0,"100,000","100,000","100,000"
(선)참조기,제주도,26미,S/P,1.0,15.0,"360,000","360,000","360,000"
(선)참조기,제주도,160/165미,S/P,4.0,19.0,"260,000","202,000","231,000"
(선)참조기,제주도,30미,S/P,1.0,10.0,"340,000","340,000","340,000"
(선)참조기,제주도,54미,S/P,1.0,11.0,"850,000","850,000","850,000"
(선)참조기,제주도,중,S/P,1.0,12.0,"156,000","156,000","156,000"
(선)참조기,제주도,200미,S/P,5.0,10.0,"150,000","150,000","150,000"
(선)참조기,제주도,90미,S/P,1.0,10.0,"150,000","150,000","150,000"
(선)참조기,제주도,150미,S/P,2.0,20.0,"250,000","250,000","250,000"
(선)참조기,제주도,대,S/P,10.0,17.0,"500,000","180,000","314,200"
(선)참조기,제주도,대,S/P,1.0,13.0,"110,000","110,000","110,000"
(선)참조기,제주도,대,S/P,2.0,26.0,"185,000","185,000","185,000"
(선)참조기,제주도,73미,S/P,1.0,14.0,"550,000","550,000","550,000"
(선)참조기,제주도,180미,S/P,2.0,19.0,"220,000","220,000","220,000"
(선)참조기,제주도,51미,S/P,1.0,10.0,"460,000","460,000","460,000"
(선)참조기,제주도,46미,S/P,1.0,10.0,"450,000","450,000","450,000"
(선)참조기,목포,160/165미,S/P,3.0,15.0,"330,000","330,000","330,000"
(선)참조기,제주도,24미,S/P,1.0,11.0,"380,000","380,000","380,000"
(선)참조기,제주도,60미,S/P,1.0,13.0,"715,000","715,000","715,000"
(선)참조기,제주도,75미,S/P,1.0,16.5,"907,500","907,500","907,500"
(선)참조기,제주도,52미,S/P,2.0,13.0,"630,000","630,000","630,000"
(선)참조기,제주도,200미,S/P,1.0,15.0,"130,000","130,000","130,000"
(선)참조기,제주도,18미,S/P,1.0,15.0,"320,000","320,000","320,000"
(선)참조기,제주도,대,S/P,10.0,19.0,"230,000","200,000","218,000"
(선)참조기,제주도,150미,S/P,7.0,10.0,"340,000","260,000","271,400"
(선)참조기,제주도,100미,S/P,2.0,19.0,"700,000","650,000","675,000"
(선)참조기,제주도,대,S/P,3.0,15.0,"500,000","180,000","393,300"
(선)참조기,제주도,34미,S/P,1.0,11.0,"250,000","250,000","250,000"
(선)참조기,나로도,특대,S/P,6.0,20.0,"40,000","40,000","40,000"
(선)참조기,제주도,29미,S/P,1.0,13.0,"350,000","350,000","350,000"
(선)참조기,제주도,58미,S/P,1.0,10.0,"770,000","770,000","770,000"
(선)참조기,제주도,100미,S/P,1.0,15.8,"663,600","663,600","663,600"
